0,-87.65653991699219,-91.29241180419922,-84.04521179199219,-85.91328430175781,-99.19542694091797,-92.8323745727539,-83.97433471679688,-92.39500427246094,-94.90630340576172,-109.779541015625,-113.8525390625,-119.47735595703125,-114.82865905761719,-110.23172760009766,-102.85264587402344,-103.77635955810547,-119.25963592529297,-120.72420501708984,-119.5807876586914,-108.86483001708984,-84.9716796875,-82.69517517089844,-88.9637451171875,-92.54871368408203,-82.94618225097656,-83.31631469726562,-86.21512603759766,-90.97034454345703,-93.5195541381836,-93.11351776123047,-89.66899108886719,-86.07486724853516,-87.94740295410156,-86.6804428100586,-85.49818420410156,-88.51749420166016,-89.72676849365234,-84.60417938232422,-83.0817642211914,-82.7244873046875,-86.4397964477539,-90.55470275878906,-98.4865493774414
0,-82.99613952636719,-77.49383544921875,-69.8382797241211,-71.1864013671875,-86.13727569580078,-80.81571197509766,-74.0627212524414,-79.23912048339844,-86.32128143310547,-96.68660736083984,-99.27313232421875,-102.18873596191406,-95.33307647705078,-94.43838500976562,-91.44652557373047,-94.9158706665039,-102.06925964355469,-103.13200378417969,-95.4422836303711,-95.48165130615234,-61.56221008300781,-51.878448486328125,-52.430084228515625,-51.9951171875,-51.58876419067383,-55.41712951660156,-63.84413146972656,-58.73788833618164,-57.59837341308594,-56.03052520751953,-52.05905532836914,-51.058555603027344,-50.276241302490234,-50.824886322021484,-57.430667877197266,-60.8632698059082,-62.39398956298828,-65.23468780517578,-64.8725357055664,-70.10871887207031,-67.99259185791016,-72.8749008178711,-81.79208374023438
0,-96.2124252319336,-71.72807312011719,-64.36560821533203,-66.78758239746094,-85.1868667602539,-71.70044708251953,-66.52043151855469,-75.73739624023438,-87.91096496582031,-103.01586151123047,-103.18944549560547,-103.03290557861328,-98.78102111816406,-102.0058822631836,-105.71619415283203,-102.6045913696289,-96.92053985595703,-94.38520050048828,-95.61082458496094,-87.76084899902344,-57.063961029052734,-50.79145050048828,-53.23777770996094,-52.513671875,-53.725547790527344,-56.299781799316406,-58.01280975341797,-58.808929443359375,-55.22438049316406,-55.893863677978516,-54.24077606201172,-55.43717575073242,-54.99687194824219,-55.89193344116211,-53.68238067626953,-53.401283264160156,-56.892181396484375,-60.5830192565918,-64.45558166503906,-67.4892807006836,-69.62604522705078,-75.078369140625,-76.06101989746094
0,-106.32955932617188,-92.9110107421875,-90.7158432006836,-92.15135192871094,-95.11318969726562,-85.13904571533203,-82.46393585205078,-93.0470199584961,-101.7065200805664,-100.75894165039062,-100.79940032958984,-102.11078643798828,-108.95899200439453,-110.09428405761719,-97.4622802734375,-102.6425552368164,-103.26488494873047,-109.20965576171875,-110.88542938232422,-80.82625579833984,-51.81047058105469,-43.466209411621094,-50.641944885253906,-53.24287414550781,-58.300048828125,-57.91534423828125,-60.883140563964844,-61.10477066040039,-59.161861419677734,-58.66094207763672,-59.07676696777344,-56.009315490722656,-56.35514450073242,-59.529273986816406,-65.90271759033203,-69.71085357666016,-75.64893341064453,-79.30602264404297,-84.16349792480469,-84.00276947021484,-90.86226654052734,-98.24227142333984,-98.31478118896484
0,-103.3223648071289,-96.4981689453125,-90.25794982910156,-89.39918518066406,-90.34320068359375,-89.96791076660156,-93.31087493896484,-93.2978515625,-98.40176391601562,-94.87554931640625,-96.111572265625,-104.63758850097656,-107.04393005371094,-102.22811126708984,-98.99046325683594,-99.37047576904297,-103.01732635498047,-103.97903442382812,-105.57459259033203,-92.43046569824219,-65.59027862548828,-49.934326171875,-41.858009338378906,-45.23420715332031,-52.52815246582031,-55.659912109375,-58.0213623046875,-52.90623092651367,-50.66851043701172,-52.78843307495117,-53.70454788208008,-61.15023422241211,-66.11039733886719,-69.45341491699219,-72.69363403320312,-76.47212982177734,-79.44561004638672,-90.34249114990234,-91.32939147949219,-94.58041381835938,-96.49118041992188,-97.66554260253906,-102.1742172241211
0,-109.97642517089844,-95.64546203613281,-86.50526428222656,-88.21024322509766,-100.8508529663086,-106.86782836914062,-108.95862579345703,-113.78596496582031,-119.9542465209961,-118.46357727050781,-119.94375610351562,-117.74053955078125,-123.28829956054688,-121.5784912109375,-117.61380767822266,-120.88040161132812,-116.13883972167969,-116.72552490234375,-120.6982192993164,-94.12519836425781,-72.16372680664062,-63.95812225341797,-51.875946044921875,-51.055938720703125,-49.539451599121094,-52.45865249633789,-55.97319412231445,-54.08076477050781,-52.221439361572266,-52.403778076171875,-54.11915969848633,-61.303985595703125,-64.14635467529297,-67.46532440185547,-73.70896911621094,-79.49848937988281,-87.86428833007812,-95.31484985351562,-95.87649536132812,-96.02935791015625,-100.29116821289062,-105.0952377319336,-109.04798889160156
0,-119.86417388916016,-100.24748229980469,-93.837646484375,-96.74222564697266,-113.01807403564453,-119.78250122070312,-122.14237976074219,-125.26058197021484,-124.81277465820312,-125.98172760009766,-124.75829315185547,-125.95951080322266,-125.82316589355469,-123.77193450927734,-123.60424041748047,-124.00218963623047,-123.134033203125,-122.44657135009766,-125.99829864501953,-105.826416015625,-80.34369659423828,-73.35425567626953,-60.054080963134766,-59.401771545410156,-59.27786636352539,-58.00222396850586,-57.656890869140625,-59.42951965332031,-58.835391998291016,-57.4318733215332,-55.48708724975586,-61.23128890991211,-61.09516525268555,-62.5959358215332,-67.44800567626953,-75.82655334472656,-84.5113754272461,-89.6500473022461,-92.63154602050781,-94.97498321533203,-97.35926055908203,-109.53429412841797,-116.90019226074219
0,-122.47604370117188,-112.67079162597656,-105.86344909667969,-108.65352630615234,-121.71649932861328,-124.01764678955078,-122.07972717285156,-121.02676391601562,-121.3175048828125,-121.99030303955078,-122.73955535888672,-125.94216918945312,-128.6641845703125,-128.7177734375,-127.85002136230469,-127.74546813964844,-125.56266021728516,-126.19694519042969,-124.30467987060547,-105.81371307373047,-81.98554229736328,-72.41614532470703,-59.81120681762695,-60.1096076965332,-59.39244079589844,-58.2832145690918,-62.51158905029297,-73.0747299194336,-79.77043151855469,-76.29132843017578,-74.99037170410156,-78.03389739990234,-77.87712860107422,-77.96578216552734,-84.33812713623047,-88.57604217529297,-100.8179702758789,-102.35972595214844,-105.77242279052734,-115.0101089477539,-115.73802947998047,-115.52728271484375,-121.59270477294922
0,-125.48160552978516,-115.04853820800781,-111.09104919433594,-115.13601684570312,-127.39226531982422,-126.30533599853516,-123.00025939941406,-123.718994140625,-123.89808654785156,-121.83177947998047,-119.70094299316406,-121.1312255859375,-126.3628921508789,-126.436279296875,-125.68297576904297,-127.1884536743164,-125.26172637939453,-124.92813873291016,-129.1250457763672,-96.59442138671875,-72.88170623779297,-63.34416198730469,-53.92298889160156,-54.84505081176758,-65.5423355102539,-69.21104431152344,-71.53594970703125,-84.65670013427734,-84.92561340332031,-85.75473022460938,-80.23062896728516,-82.41636657714844,-83.45397186279297,-85.09672546386719,-88.31046295166016,-94.71483612060547,-102.07320404052734,-106.41236877441406,-109.3213119506836,-116.63140106201172,-119.46646118164062,-124.93000793457031,-123.7181396484375
0,-126.80231475830078,-119.32707214355469,-113.40392303466797,-115.1217041015625,-126.01692962646484,-126.62550354003906,-125.5218276977539,-127.12629699707031,-126.08660888671875,-119.29290008544922,-122.75457763671875,-131.01577758789062,-127.61935424804688,-129.0442657470703,-127.70576477050781,-127.27796173095703,-123.6230239868164,-121.06749725341797,-122.47005462646484,-100.3914566040039,-79.39595031738281,-72.56240844726562,-63.98513412475586,-64.31008911132812,-68.47534942626953,-70.86437225341797,-72.70613098144531,-79.22237396240234,-81.91600036621094,-82.49943542480469,-78.616455078125,-80.55136108398438,-79.81874084472656,-77.12593078613281,-84.31621551513672,-91.09300231933594,-99.40857696533203,-103.98075866699219,-105.16568756103516,-106.69239044189453,-112.3729476928711,-124.4312515258789,-127.78089141845703
