0,-109.47113037109375,-106.4099349975586,-105.05842590332031,-107.04591369628906,-104.5003662109375,-105.38428497314453,-106.54735565185547,-104.94599914550781,-105.53105926513672,-107.97718048095703,-102.34295654296875,-100.6939468383789,-101.39562225341797,-102.79119873046875,-103.78309631347656,-106.03868103027344,-108.21936798095703,-110.13748168945312,-105.56024932861328,-99.66401672363281,-100.8028793334961,-96.41284942626953,-92.4173812866211,-92.89285278320312,-96.77691650390625,-98.07029724121094,-97.4683837890625,-103.58929443359375,-106.13143920898438,-106.06141662597656,-105.85621643066406,-106.41796875,-107.093994140625,-109.97327423095703,-117.16739654541016,-108.17892456054688,-101.56549072265625,-100.07640075683594,-102.00347900390625,-103.98255157470703,-101.38008117675781,-101.4958267211914,-94.35678100585938,-91.58824157714844,-91.54621887207031,-90.14766693115234,-89.47611236572266,-93.29935455322266,-92.06680297851562,-91.38755798339844,-89.0057373046875,-87.49951171875,-85.97405242919922,-84.6778793334961,-87.83432006835938,-88.27489471435547,-84.12667083740234,-84.95626831054688,-87.32975006103516,-90.28166961669922,-89.89944458007812,-88.93299102783203,-89.97090148925781,-89.85972595214844,-89.3268051147461,-89.82027435302734,-88.55699920654297,-85.55730438232422,-87.36338806152344,-89.21891784667969
0,-98.61305236816406,-100.6152572631836,-100.3194808959961,-96.20191192626953,-92.43122863769531,-92.39566802978516,-95.2981948852539,-92.64067077636719,-92.83921813964844,-95.38111877441406,-93.68644714355469,-93.57864379882812,-97.44659423828125,-97.12171173095703,-98.34159088134766,-97.50328063964844,-98.5289535522461,-98.91336059570312,-93.67617797851562,-94.43084716796875,-94.94692993164062,-91.28919982910156,-89.0722885131836,-96.41461181640625,-100.53779602050781,-97.75374603271484,-96.00625610351562,-100.36760711669922,-99.30587768554688,-99.75698852539062,-100.36591339111328,-105.97962188720703,-109.26722717285156,-102.68665313720703,-98.54927062988281,-99.2501449584961,-96.91130065917969,-95.79000091552734,-92.89616394042969,-92.17670440673828,-90.70392608642578,-88.86934661865234,-83.753662109375,-80.91021728515625,-79.8068618774414,-84.87981414794922,-82.03502655029297,-77.84579467773438,-79.65797424316406,-79.5909652709961,-82.07904052734375,-79.19508361816406,-77.59515380859375,-78.66476440429688,-78.41307830810547,-78.32500457763672,-81.36148071289062,-81.35903930664062,-80.53202819824219,-78.04588317871094,-79.03352355957031,-81.0743408203125,-81.83000946044922,-80.96650695800781,-79.38530731201172,-81.98683166503906,-81.46661376953125,-78.28590393066406,-80.26223754882812,-84.69056701660156
0,-100.62210845947266,-101.04768371582031,-101.31360626220703,-100.78296661376953,-103.17024230957031,-106.0572738647461,-103.26298522949219,-100.18791961669922,-95.43392181396484,-90.21562957763672,-91.8499984741211,-91.53041076660156,-92.3905258178711,-93.06196594238281,-94.85671997070312,-96.2601089477539,-97.54600524902344,-97.62096405029297,-95.01011657714844,-95.63653564453125,-96.09062194824219,-98.91150665283203,-101.25941467285156,-100.40174102783203,-98.5975570678711,-96.70209503173828,-95.05255126953125,-93.82125854492188,-91.07024383544922,-91.33052825927734,-92.37826538085938,-94.99122619628906,-102.73546600341797,-101.23067474365234,-98.17998504638672,-96.6760482788086,-98.99451446533203,-98.657958984375,-95.06387329101562,-92.45133972167969,-69.94554901123047,-65.89067077636719,-61.693939208984375,-64.93350219726562,-65.54843139648438,-68.62985229492188,-71.40746307373047,-70.3176498413086,-72.33829498291016,-73.08574676513672,-72.35235595703125,-70.23458862304688,-71.07503509521484,-71.09881591796875,-71.30265045166016,-70.01596069335938,-68.68537902832031,-69.54879760742188,-71.3818588256836,-70.8017349243164,-66.54984283447266,-64.49797058105469,-65.56075286865234,-67.28380584716797,-71.44310760498047,-72.49475860595703,-70.06890106201172,-66.45428466796875,-65.43824768066406,-70.32312774658203
0,-110.670166015625,-112.44248962402344,-110.81452941894531,-110.11862182617188,-110.74417877197266,-112.8164291381836,-111.80503845214844,-108.38213348388672,-107.75482940673828,-102.92279052734375,-102.4085922241211,-102.77556610107422,-102.75397491455078,-100.95012664794922,-104.7889404296875,-103.65151977539062,-103.70323944091797,-106.29806518554688,-107.87701416015625,-109.31391906738281,-110.51420593261719,-108.96085357666016,-110.17591857910156,-111.6568374633789,-109.39326477050781,-108.9356689453125,-110.95323944091797,-109.0884017944336,-108.79209899902344,-109.88941192626953,-111.24076843261719,-113.2790298461914,-114.24771118164062,-111.41197967529297,-113.22917175292969,-110.84210968017578,-110.86211395263672,-100.88065338134766,-84.43806457519531,-78.44454956054688,-67.80797576904297,-64.55390930175781,-58.78498458862305,-61.763519287109375,-61.22917938232422,-62.36452102661133,-63.56182861328125,-67.52307891845703,-66.81912231445312,-67.15413665771484,-66.8417739868164,-66.379150390625,-64.59754180908203,-63.77000427246094,-62.94315719604492,-62.533836364746094,-64.26216125488281,-65.52725982666016,-64.78568267822266,-66.94471740722656,-61.436241149902344,-60.15174102783203,-60.95728302001953,-62.48196029663086,-69.5659408569336,-74.33133697509766,-72.8692398071289,-71.21857452392578,-71.101806640625,-72.97428131103516
0,-111.6010513305664,-108.27297973632812,-106.60908508300781,-107.39640808105469,-109.74464416503906,-113.00586700439453,-111.59735107421875,-109.9971694946289,-109.23204803466797,-107.84835815429688,-107.22428894042969,-107.9528579711914,-108.09805297851562,-106.35962677001953,-105.76887512207031,-107.77850341796875,-109.40621948242188,-108.28884887695312,-109.16749572753906,-113.49971771240234,-114.99282836914062,-114.98539733886719,-112.65711975097656,-109.82400512695312,-112.19772338867188,-111.97022247314453,-112.0580825805664,-109.71146392822266,-109.468505859375,-108.23356628417969,-108.23194122314453,-109.20439147949219,-105.33065032958984,-107.97179412841797,-113.01631164550781,-113.69317626953125,-111.27072143554688,-97.30831146240234,-83.1728744506836,-77.44926452636719,-66.29280090332031,-63.09053421020508,-57.69670867919922,-61.95615005493164,-65.16940307617188,-69.37916564941406,-70.54102325439453,-77.91484069824219,-79.03276824951172,-79.8984603881836,-82.22782897949219,-81.72395324707031,-80.2572021484375,-80.52527618408203,-79.44708251953125,-78.19403839111328,-78.61052703857422,-79.60212707519531,-79.89485168457031,-76.00984191894531,-74.61622619628906,-72.760986328125,-75.00476837158203,-77.0030288696289,-79.8732681274414,-77.24271392822266,-78.45317077636719,-76.91582489013672,-75.94767761230469,-78.96160888671875
0,-107.85376739501953,-106.78359985351562,-106.3759536743164,-108.37708282470703,-109.40769958496094,-108.6131362915039,-110.26911926269531,-111.51727294921875,-110.39623260498047,-109.00944519042969,-109.59684753417969,-110.11370849609375,-112.35598754882812,-114.07646179199219,-111.32600402832031,-112.04718780517578,-112.51976776123047,-111.93482208251953,-110.39350128173828,-113.07041931152344,-114.34224700927734,-114.78961181640625,-114.21939086914062,-111.47563171386719,-110.856689453125,-110.74958801269531,-111.11119842529297,-110.15263366699219,-112.48175048828125,-114.6188735961914,-114.69139862060547,-114.80400848388672,-112.23028564453125,-111.92485809326172,-113.88127136230469,-112.37984466552734,-110.88317108154297,-106.71188354492188,-96.20116424560547,-92.45745849609375,-83.30224609375,-80.96036529541016,-76.54638671875,-76.85813903808594,-76.93026733398438,-73.33564758300781,-72.88832092285156,-75.55589294433594,-76.5514907836914,-75.6618423461914,-73.81329345703125,-72.86246490478516,-74.8753433227539,-75.2305908203125,-76.97962951660156,-76.73737335205078,-79.1065902709961,-78.27771759033203,-78.97391510009766,-79.84839630126953,-81.33963012695312,-81.95785522460938,-83.93437194824219,-85.36894226074219,-89.79926300048828,-92.2930908203125,-92.09081268310547,-92.79603576660156,-91.78336334228516,-93.1526107788086
0,-107.95052337646484,-108.93512725830078,-109.03728485107422,-109.33615112304688,-109.99555206298828,-109.46694946289062,-110.40170288085938,-110.57275390625,-108.9934310913086,-105.34718322753906,-107.0712661743164,-107.5464096069336,-109.245849609375,-109.51314544677734,-106.18865203857422,-107.4526596069336,-108.56666564941406,-107.88177490234375,-108.22942352294922,-110.23817443847656,-109.97716522216797,-110.28646087646484,-109.22762298583984,-110.74474334716797,-112.17059326171875,-111.13801574707031,-107.19341278076172,-109.72040557861328,-109.2537612915039,-108.87528228759766,-108.65013122558594,-108.10688781738281,-108.3828125,-107.52009582519531,-107.97291564941406,-109.23924255371094,-110.95548248291016,-112.59203338623047,-101.52936553955078,-96.3187026977539,-87.66995239257812,-87.10779571533203,-86.668212890625,-83.5705795288086,-82.40757751464844,-79.9073715209961,-81.60919952392578,-81.51516723632812,-83.05553436279297,-84.87718200683594,-89.1992416381836,-86.51114654541016,-86.87458801269531,-86.20423126220703,-86.72760772705078,-88.37261199951172,-86.69595336914062,-86.50440216064453,-84.91339111328125,-83.2146224975586,-86.46206665039062,-87.51609802246094,-88.95856475830078,-90.2683334350586,-92.04377746582031,-93.27349090576172,-92.42681121826172,-94.7379379272461,-100.7219009399414,-97.95293426513672
0,-109.69341278076172,-110.94097137451172,-111.91319274902344,-111.74970245361328,-116.0748291015625,-115.96376037597656,-113.56901550292969,-111.82814025878906,-111.92818450927734,-112.46827697753906,-111.2774887084961,-110.59191131591797,-111.0421371459961,-109.76129913330078,-106.3515396118164,-108.00098419189453,-109.57868957519531,-109.52006530761719,-111.97075653076172,-111.42745208740234,-112.00479125976562,-113.60760498046875,-116.3897933959961,-113.32898712158203,-112.75253295898438,-113.0474853515625,-111.61715698242188,-114.78362274169922,-114.02529907226562,-113.13511657714844,-112.69678497314453,-114.84186553955078,-112.69190979003906,-112.85293579101562,-110.70319366455078,-108.61638641357422,-107.57791900634766,-110.43476867675781,-107.99397277832031,-104.55425262451172,-97.14580535888672,-97.9535903930664,-98.08281707763672,-99.5003890991211,-98.57036590576172,-92.92794036865234,-92.99147033691406,-93.16603088378906,-92.43457794189453,-92.29065704345703,-95.17999267578125,-97.7715835571289,-99.73011016845703,-99.07679748535156,-96.95571899414062,-94.68477630615234,-96.19415283203125,-95.49808502197266,-95.64466094970703,-94.93334197998047,-95.96255493164062,-94.2154769897461,-93.16898345947266,-93.48308563232422,-96.29010772705078,-93.27110290527344,-93.57434844970703,-93.5137710571289,-94.64871215820312,-96.0566177368164
0,-117.14665222167969,-116.0230941772461,-116.5216293334961,-117.37030029296875,-121.75821685791016,-123.4336929321289,-120.4327621459961,-116.10163116455078,-116.1244125366211,-114.09270477294922,-113.35183715820312,-113.010986328125,-112.01356506347656,-109.53752136230469,-108.2214584350586,-111.21229553222656,-113.29458618164062,-116.38256072998047,-115.78864288330078,-116.8085708618164,-116.69620513916016,-117.8007583618164,-117.50455474853516,-118.06046295166016,-117.0689697265625,-117.91864013671875,-118.194580078125,-115.4677505493164,-116.68718719482422,-117.93354797363281,-118.20023345947266,-117.53323364257812,-117.07301330566406,-113.4683837890625,-113.07329559326172,-112.01262664794922,-110.0825424194336,-112.15898132324219,-107.55956268310547,-102.978515625,-95.42669677734375,-96.11509704589844,-97.99090576171875,-95.42263793945312,-94.52909851074219,-93.27843475341797,-94.90255737304688,-95.27159118652344,-94.2711181640625,-94.44824981689453,-99.23345947265625,-100.8271484375,-102.67741394042969,-102.75044250488281,-102.17318725585938,-102.42845153808594,-104.36279296875,-104.23114013671875,-106.73628997802734,-109.49285888671875,-110.71047973632812,-108.57646179199219,-107.0609359741211,-106.11283874511719,-104.50152587890625,-100.90943908691406,-100.69176483154297,-102.95479583740234,-99.73918914794922,-95.67484283447266
0,-127.35417175292969,-128.92530822753906,-128.3824462890625,-127.10896301269531,-126.22681427001953,-125.65731811523438,-119.69293212890625,-116.12171936035156,-113.38919830322266,-110.75788116455078,-111.5294418334961,-112.51766967773438,-112.3313217163086,-106.69267272949219,-101.64203643798828,-102.41899108886719,-104.58576965332031,-107.66313934326172,-111.63477325439453,-122.80754852294922,-124.8032455444336,-125.60344696044922,-124.72193145751953,-122.40118408203125,-120.68621826171875,-121.44927215576172,-122.55007934570312,-122.77052307128906,-122.31654357910156,-123.43133544921875,-123.71845245361328,-124.80177307128906,-122.7479019165039,-122.45533752441406,-121.70201873779297,-119.3306655883789,-117.08457946777344,-109.21501159667969,-99.72672271728516,-96.255615234375,-91.4058837890625,-91.23865509033203,-89.9453125,-89.34612274169922,-88.3411636352539,-88.21074676513672,-90.2337646484375,-91.9669189453125,-91.08589172363281,-91.40094757080078,-90.984130859375,-92.37918853759766,-96.45689392089844,-96.06253051757812,-95.85697937011719,-97.21719360351562,-95.879150390625,-97.1253433227539,-97.36519622802734,-96.21171569824219,-90.2508544921875,-90.84832763671875,-94.49359893798828,-97.39683532714844,-104.35540771484375,-103.28009033203125,-104.2545166015625,-108.23279571533203,-110.08719635009766,-109.03807067871094
