0,-109.03569030761719,-112.5238037109375,-106.9031753540039,-103.61507415771484,-105.17222595214844,-102.61361694335938,-101.05172729492188,-99.5341567993164,-105.93220520019531,-107.09261322021484,-109.96900939941406,-113.35774993896484,-117.63894653320312,-116.42164611816406,-107.66012573242188,-104.67570495605469,-100.8846206665039,-101.94090270996094,-102.59952545166016,-97.77567291259766,-96.94207000732422,-89.7615966796875,-89.09326171875,-84.53514862060547,-92.90910339355469,-95.10848236083984,-94.95203399658203,-89.28678131103516,-90.6308822631836,-87.1872329711914,-86.72808837890625,-93.21086120605469,-88.70232391357422,-89.45697784423828,-96.46988677978516,-95.98057556152344,-89.9065170288086,-94.59303283691406,-96.17912292480469,-98.7214126586914,-103.87543487548828,-97.76525115966797,-96.4876480102539,-96.91670227050781,-98.142333984375,-108.56529998779297
0,-98.64955139160156,-96.43238830566406,-84.10317993164062,-85.66519927978516,-94.26390838623047,-85.66758728027344,-84.83800506591797,-89.75391387939453,-93.70352935791016,-97.91216278076172,-100.35159301757812,-101.7667236328125,-100.57820892333984,-107.48522186279297,-109.5111083984375,-108.6603012084961,-97.26604461669922,-98.07659149169922,-101.61968231201172,-88.8360824584961,-82.83719635009766,-81.25431823730469,-79.0125961303711,-80.01734924316406,-88.23052978515625,-81.65850067138672,-79.3344497680664,-78.9764175415039,-83.85782623291016,-86.18791961669922,-83.29226684570312,-85.00796508789062,-82.57941436767578,-83.7984619140625,-87.76688385009766,-86.95750427246094,-84.69660949707031,-86.21726989746094,-88.20850372314453,-91.47280883789062,-93.82123565673828,-94.65327453613281,-94.6629409790039,-94.29835510253906,-97.47643280029297,-98.58040618896484
0,-108.5066146850586,-108.00125122070312,-91.83645629882812,-95.40980529785156,-88.57400512695312,-87.30626678466797,-95.26234436035156,-93.67098236083984,-94.07955932617188,-96.9714126586914,-106.08570861816406,-108.09961700439453,-107.2330093383789,-105.37959289550781,-106.89701080322266,-106.82332611083984,-104.23283386230469,-105.88321685791016,-106.03060150146484,-84.83281707763672,-69.64698028564453,-64.96268463134766,-65.87545013427734,-67.80915069580078,-73.95460510253906,-73.69996643066406,-74.37274169921875,-73.14291381835938,-70.91008758544922,-71.44502258300781,-69.00128936767578,-65.78067016601562,-70.42961883544922,-78.05409240722656,-78.95455932617188,-82.47581481933594,-84.25076293945312,-86.93506622314453,-87.44175720214844,-86.5492172241211,-92.98681640625,-98.26354217529297,-101.59393310546875,-96.58854675292969,-96.47952270507812,-100.82398986816406
0,-113.78372955322266,-111.58123779296875,-107.28378295898438,-110.29190063476562,-108.49296569824219,-104.96614074707031,-105.69544982910156,-106.84442138671875,-107.83647918701172,-105.95938110351562,-113.9357681274414,-115.07872772216797,-115.95892333984375,-116.36605834960938,-120.2645263671875,-120.44861602783203,-110.68095397949219,-112.50764465332031,-104.00300598144531,-78.35694122314453,-64.79373168945312,-57.25020217895508,-60.83906173706055,-64.6971664428711,-65.5852279663086,-64.97828674316406,-63.895660400390625,-61.91736602783203,-58.8084716796875,-57.113765716552734,-53.406959533691406,-51.032989501953125,-58.61160659790039,-67.32351684570312,-70.62830352783203,-74.0993423461914,-70.72325897216797,-74.38399505615234,-76.13482666015625,-76.06851196289062,-86.0378646850586,-89.56141662597656,-93.03581237792969,-105.59162902832031,-105.68479919433594,-111.18963623046875
0,-113.5662612915039,-116.90483856201172,-110.7493667602539,-111.82107543945312,-115.0748519897461,-117.57561492919922,-114.33863067626953,-113.4031982421875,-116.283447265625,-116.72220611572266,-116.21607208251953,-112.28632354736328,-117.04387664794922,-118.71275329589844,-121.29251861572266,-120.30206298828125,-112.44879150390625,-117.5488510131836,-100.94600677490234,-76.81013488769531,-60.0931510925293,-51.350833892822266,-57.25625991821289,-64.9954605102539,-64.77865600585938,-70.17919158935547,-72.52717590332031,-77.21137237548828,-78.46803283691406,-78.23493194580078,-73.85672760009766,-69.98920440673828,-80.24295043945312,-85.99943542480469,-85.13419342041016,-87.1560287475586,-81.53876495361328,-82.7805404663086,-78.8323745727539,-77.16387176513672,-85.13329315185547,-92.33802032470703,-95.9378433227539,-98.93112182617188,-101.612060546875,-108.95685577392578
0,-113.97006225585938,-114.57344055175781,-104.58348846435547,-106.83013916015625,-110.40863800048828,-110.7720718383789,-112.49759674072266,-112.61608123779297,-114.44673919677734,-114.6478042602539,-118.68894958496094,-116.7230224609375,-116.59912872314453,-119.36041259765625,-119.57070922851562,-120.34783935546875,-116.15702056884766,-116.41226959228516,-101.49828338623047,-78.48977661132812,-69.30867767333984,-61.13147735595703,-63.183372497558594,-68.99195098876953,-70.1261215209961,-68.82332611083984,-68.16715240478516,-69.07752990722656,-66.57341766357422,-67.4430160522461,-69.36041259765625,-72.66664123535156,-81.9792251586914,-83.28713989257812,-87.6862564086914,-88.6430892944336,-84.57524108886719,-85.38285827636719,-87.65434265136719,-88.0500717163086,-92.93208312988281,-94.45506286621094,-99.07633972167969,-106.16333770751953,-109.83513641357422,-114.63032531738281
0,-118.53260040283203,-119.92279815673828,-112.77063751220703,-112.3644027709961,-107.98545837402344,-107.93758392333984,-113.17893981933594,-117.25305938720703,-118.33638000488281,-119.39976501464844,-117.7950439453125,-119.581298828125,-118.59048461914062,-120.41656494140625,-119.76919555664062,-119.98236083984375,-120.4878158569336,-123.53898620605469,-103.2618408203125,-79.8814468383789,-75.7278060913086,-71.35167694091797,-70.21221923828125,-71.1416244506836,-70.59038543701172,-70.87104797363281,-73.12844848632812,-72.63907623291016,-74.0853500366211,-74.50839233398438,-75.4032211303711,-79.05443572998047,-83.83663177490234,-88.47563171386719,-90.25823974609375,-99.32221221923828,-89.75638580322266,-90.3592300415039,-93.09534454345703,-91.12415313720703,-93.36583709716797,-97.6223373413086,-101.18498992919922,-109.52763366699219,-115.76964569091797,-120.2830581665039
0,-119.40966796875,-118.00798797607422,-116.76406860351562,-117.33334350585938,-116.53963470458984,-116.60659790039062,-118.47178649902344,-118.61483764648438,-119.51634979248047,-119.18253326416016,-123.14939880371094,-118.47877502441406,-114.77977752685547,-117.09962463378906,-120.53557586669922,-122.04571533203125,-122.03358459472656,-122.58828735351562,-96.84517669677734,-79.6987075805664,-76.00077056884766,-69.56185150146484,-68.65643310546875,-70.01707458496094,-70.5382080078125,-70.05432891845703,-71.86237335205078,-77.3602066040039,-73.92825317382812,-71.44988250732422,-71.99919128417969,-75.9253158569336,-81.41632080078125,-89.82674407958984,-91.24419403076172,-94.87185668945312,-96.66093444824219,-95.07317352294922,-96.44801330566406,-95.14542388916016,-102.22032165527344,-106.32109069824219,-112.16869354248047,-121.67903900146484,-124.1574478149414,-123.72379302978516
0,-124.57040405273438,-124.53901672363281,-123.45988464355469,-125.70375061035156,-115.19857788085938,-113.60501098632812,-117.4981918334961,-121.13111877441406,-123.40336608886719,-124.3842544555664,-125.12358093261719,-124.08488464355469,-124.90064239501953,-124.43876647949219,-124.92224884033203,-124.80972290039062,-121.41435241699219,-122.89222717285156,-100.21747589111328,-83.02588653564453,-79.92288970947266,-75.24809265136719,-78.4743423461914,-82.80461883544922,-84.27125549316406,-86.29936981201172,-85.93782043457031,-89.44496154785156,-88.13687133789062,-89.67371368408203,-92.78913116455078,-94.89888000488281,-101.51509094238281,-105.8750228881836,-110.34786224365234,-110.57218933105469,-104.89749145507812,-100.41766357421875,-99.39698791503906,-101.39412689208984,-106.08753967285156,-111.81771087646484,-116.18128967285156,-123.94520568847656,-122.5427017211914,-125.98822021484375
0,-125.39529418945312,-127.79586029052734,-120.50897216796875,-124.80615234375,-106.54444122314453,-104.96281433105469,-109.23938751220703,-117.62457275390625,-124.79292297363281,-126.17086029052734,-126.19145965576172,-125.69759368896484,-126.09674835205078,-122.88484191894531,-125.30329895019531,-125.92274475097656,-128.5565948486328,-125.18912506103516,-101.4356460571289,-82.01862335205078,-79.35574340820312,-82.77237701416016,-84.72883605957031,-89.1409683227539,-91.2942123413086,-95.8321762084961,-96.0238265991211,-97.05746459960938,-99.05315399169922,-100.98503875732422,-104.35831451416016,-106.2340087890625,-110.22467803955078,-122.16759490966797,-122.04768371582031,-119.84199523925781,-102.9620361328125,-99.62236022949219,-95.86347198486328,-94.9644546508789,-100.68545532226562,-106.44601440429688,-111.4266586303711,-120.8648681640625,-126.27347564697266,-126.59675598144531
