0,-100.87313079833984,-102.03433227539062,-103.9285888671875,-108.83839416503906,-111.12815856933594,-116.176025390625,-112.35133361816406,-109.44683837890625,-110.04752349853516,-106.0058822631836,-103.3577651977539,-98.6661148071289,-104.19279479980469,-109.91204833984375,-106.26702880859375,-107.33257293701172,-109.64005279541016,-113.78608703613281,-117.37052917480469,-116.1170425415039,-115.69377899169922,-114.91134643554688,-104.65276336669922,-91.51566314697266,-91.0001220703125,-89.12165832519531,-90.98760986328125,-90.65003967285156,-94.16400146484375,-91.91997528076172,-93.63827514648438,-91.67021179199219,-88.88219451904297,-88.02984619140625,-93.22079467773438,-95.8911361694336,-90.08583068847656,-92.12262725830078,-94.55778503417969,-98.1751708984375,-101.9386978149414,-97.26461029052734,-98.0343017578125,-94.30653381347656,-92.3374252319336,-95.72554016113281,-96.90038299560547,-95.6676025390625,-97.72366333007812,-104.92644500732422,-112.80888366699219,-111.87226104736328
0,-95.04502868652344,-96.49854278564453,-95.99040222167969,-92.55673217773438,-95.03394317626953,-96.98274993896484,-96.45166015625,-93.8576889038086,-95.00884246826172,-102.88540649414062,-101.965087890625,-95.50521850585938,-96.58501434326172,-101.16386413574219,-102.53162384033203,-99.93031311035156,-100.11539459228516,-102.76234436035156,-102.17121887207031,-103.4998550415039,-101.28692626953125,-98.76448822021484,-90.77860260009766,-82.7257080078125,-82.01909637451172,-77.96517944335938,-82.08011627197266,-82.12504577636719,-78.14593505859375,-76.89893341064453,-78.06389617919922,-79.4323959350586,-80.761474609375,-80.96390533447266,-82.19132995605469,-82.62960815429688,-84.24152374267578,-88.45552062988281,-93.91502380371094,-92.37982940673828,-90.35064697265625,-97.994873046875,-94.87732696533203,-96.36517333984375,-97.14837646484375,-100.232421875,-102.11891174316406,-102.9849624633789,-97.41163635253906,-97.633056640625,-98.2083740234375,-103.5225830078125
0,-94.5469741821289,-89.79908752441406,-89.12103271484375,-96.71202087402344,-99.2281494140625,-101.21788024902344,-94.5172119140625,-96.81970977783203,-102.05500793457031,-106.87178802490234,-107.44314575195312,-108.77356719970703,-108.4440689086914,-110.20716857910156,-108.17266082763672,-103.35186004638672,-104.46813201904297,-105.03520965576172,-108.65889739990234,-108.23268127441406,-106.6620864868164,-105.61328125,-70.38982391357422,-62.31290054321289,-67.11512756347656,-69.98072052001953,-72.1103515625,-73.5049819946289,-73.00735473632812,-71.63088989257812,-70.04448699951172,-65.42369842529297,-68.29993438720703,-70.56653594970703,-75.71865844726562,-77.53308868408203,-80.01820373535156,-82.87944030761719,-84.36197662353516,-88.73159790039062,-92.45420837402344,-93.99203491210938,-94.68193054199219,-102.28485107421875,-102.14047241210938,-99.47686767578125,-100.09320068359375,-103.91704559326172,-103.13333129882812,-102.3585433959961,-105.8995361328125,-102.1453857421875
0,-111.5197982788086,-108.20082092285156,-105.99279022216797,-113.35987091064453,-113.92707824707031,-112.22752380371094,-102.89009094238281,-102.20526123046875,-109.12525939941406,-117.65583801269531,-119.50067901611328,-118.5914306640625,-118.9354019165039,-118.52327728271484,-120.28398895263672,-115.28102111816406,-114.255859375,-115.47279357910156,-119.02925872802734,-119.21556091308594,-103.0680923461914,-86.58641052246094,-72.45269775390625,-66.00589752197266,-74.38684844970703,-75.32878875732422,-71.87020111083984,-66.46202087402344,-61.85725021362305,-58.295475006103516,-57.18135070800781,-52.72349166870117,-55.39439010620117,-58.00201416015625,-67.52460479736328,-67.80027770996094,-71.65843963623047,-71.76370239257812,-69.51219940185547,-67.04598236083984,-67.31884002685547,-72.73046112060547,-77.65692901611328,-85.74461364746094,-86.10980224609375,-94.66999816894531,-95.50448608398438,-98.67127227783203,-104.95735931396484,-111.25837707519531,-112.30013275146484,-112.00511169433594
0,-113.16644287109375,-113.13448333740234,-112.67337036132812,-114.0451889038086,-115.35462951660156,-116.07291412353516,-113.59324645996094,-105.64202880859375,-113.11981201171875,-115.09767150878906,-116.69982147216797,-118.17062377929688,-121.91996002197266,-120.7662124633789,-120.1075210571289,-118.9898910522461,-116.32120513916016,-114.4264907836914,-119.0307388305664,-119.04136657714844,-100.36611938476562,-85.78062438964844,-64.4018325805664,-50.33944320678711,-58.85576248168945,-65.48387908935547,-65.428955078125,-68.65653991699219,-75.040771484375,-78.45388793945312,-77.2623519897461,-65.91810607910156,-69.40899658203125,-74.04938507080078,-80.7062759399414,-81.24594116210938,-82.23939514160156,-79.09839630126953,-75.96060943603516,-71.43537139892578,-71.21891784667969,-79.09931945800781,-83.10511779785156,-88.94343566894531,-87.7739486694336,-95.20885467529297,-95.9023666381836,-98.16178131103516,-104.14525604248047,-106.95758819580078,-111.80309295654297,-116.1622543334961
0,-110.0003890991211,-107.11262512207031,-105.9954605102539,-114.2734146118164,-114.30425262451172,-112.78083801269531,-103.58705139160156,-103.15011596679688,-107.1139907836914,-109.85712432861328,-110.89390563964844,-116.6010513305664,-119.1909408569336,-119.69580841064453,-120.4380874633789,-116.79008483886719,-117.01390075683594,-120.5459213256836,-120.7512435913086,-120.47501373291016,-108.647216796875,-93.33641052246094,-74.09181213378906,-64.0760269165039,-69.50721740722656,-71.41500091552734,-73.2663345336914,-70.72289276123047,-66.66650390625,-66.27000427246094,-66.42167663574219,-69.36688995361328,-75.92315673828125,-78.44837188720703,-84.21089935302734,-85.55176544189453,-87.1832275390625,-82.9583969116211,-82.31375885009766,-78.33135223388672,-77.6447525024414,-87.15560150146484,-87.33294677734375,-86.58940124511719,-88.6134262084961,-93.69680786132812,-97.71212768554688,-100.16360473632812,-105.19886016845703,-107.11986541748047,-109.97471618652344,-114.23342895507812
0,-116.95140075683594,-116.30259704589844,-116.4594497680664,-115.82154846191406,-117.41065216064453,-116.0302734375,-110.42508697509766,-109.98640441894531,-112.71871948242188,-121.12602233886719,-122.42875671386719,-120.77664184570312,-121.38398742675781,-121.09492492675781,-119.5528793334961,-120.69285583496094,-122.07029724121094,-124.05254364013672,-121.57415771484375,-121.16560363769531,-105.43242645263672,-90.46652221679688,-77.92699432373047,-71.5532455444336,-72.88439178466797,-71.61257934570312,-73.47659301757812,-72.71923065185547,-70.6961898803711,-73.22925567626953,-72.39132690429688,-75.06687927246094,-78.87538146972656,-80.82542419433594,-87.3144760131836,-88.47235107421875,-94.12443542480469,-88.55955505371094,-86.53449249267578,-85.81770324707031,-86.64827728271484,-90.98783874511719,-90.28317260742188,-89.6016845703125,-90.44900512695312,-98.29244232177734,-99.70252227783203,-102.89559173583984,-106.38036346435547,-113.79206085205078,-117.47880554199219,-120.57054138183594
0,-125.62638854980469,-125.79209899902344,-121.73001861572266,-117.69112396240234,-122.00589752197266,-116.31704711914062,-106.63006591796875,-106.21385955810547,-112.5255355834961,-118.72755432128906,-119.06385040283203,-121.84308624267578,-125.35130310058594,-126.45497131347656,-127.25379180908203,-124.53211212158203,-124.32583618164062,-124.87492370605469,-125.04607391357422,-124.75615692138672,-103.03433990478516,-89.71293640136719,-77.65164947509766,-70.43236541748047,-72.79244232177734,-71.99597930908203,-72.76688385009766,-71.92092895507812,-71.29608154296875,-70.26290130615234,-70.55327606201172,-73.15180206298828,-82.30734252929688,-82.20556640625,-84.71280670166016,-86.56158447265625,-89.10411071777344,-87.25957489013672,-86.77593231201172,-88.09342193603516,-89.87907409667969,-91.90743255615234,-93.73043060302734,-94.26455688476562,-94.63804626464844,-101.77965545654297,-105.75482177734375,-110.26426696777344,-116.32147216796875,-118.08247375488281,-121.7975845336914,-121.90034484863281
0,-122.40123748779297,-121.30073547363281,-121.20246887207031,-128.2366485595703,-123.57303619384766,-113.1000747680664,-106.08406829833984,-109.71383666992188,-118.05122375488281,-124.64286041259766,-125.45850372314453,-123.82115173339844,-122.70946502685547,-123.08751678466797,-123.51583099365234,-123.5897445678711,-125.38275146484375,-124.5103530883789,-123.84591674804688,-123.65755462646484,-97.55351257324219,-83.45951080322266,-74.69418334960938,-74.66901397705078,-78.36004638671875,-81.63762664794922,-85.3124008178711,-87.56188201904297,-88.08615112304688,-87.53938293457031,-90.00422668457031,-88.03691101074219,-89.45714569091797,-93.39222717285156,-100.50463104248047,-103.61748504638672,-106.72151947021484,-98.0743637084961,-95.67486572265625,-95.75932312011719,-97.03367614746094,-98.87548065185547,-98.96705627441406,-99.67431640625,-100.51874542236328,-101.37244415283203,-106.17960357666016,-113.46446990966797,-118.3756103515625,-122.47228240966797,-123.5743179321289,-127.10636138916016
0,-122.2009048461914,-121.63827514648438,-123.45985412597656,-126.14704132080078,-126.68655395507812,-116.74407196044922,-106.19468688964844,-106.68292236328125,-118.26764678955078,-125.71534729003906,-126.96682739257812,-126.1295394897461,-126.10223388671875,-127.62918853759766,-128.5597381591797,-129.19583129882812,-125.76338195800781,-124.20571899414062,-121.20288848876953,-121.32461547851562,-99.98167419433594,-86.04621887207031,-76.96643829345703,-83.76524353027344,-85.16699981689453,-87.38156127929688,-90.46231842041016,-93.3441162109375,-97.38238525390625,-98.28394317626953,-99.4730224609375,-102.81742858886719,-105.53250122070312,-108.37775421142578,-116.59894561767578,-118.32243347167969,-115.95928192138672,-97.93221282958984,-94.6995620727539,-91.19475555419922,-87.48808288574219,-84.76924133300781,-83.6196060180664,-86.60700225830078,-86.89604949951172,-97.85342407226562,-102.85258483886719,-106.02400207519531,-111.9345932006836,-117.06331634521484,-120.68209838867188,-127.48506164550781
