-1.754965400695800781e+01,-1.661314201354980469e+01,-1.550051021575927734e+01,-1.519692611694335938e+01,-1.512655544281005859e+01,-1.508742904663085938e+01,-1.508174800872802734e+01,-1.507971572875976562e+01,-1.505928039550781250e+01,-1.504727077484130859e+01,-1.503685855865478516e+01,-1.504270076751708984e+01,-1.505598258972167969e+01,-1.509169197082519531e+01,-1.517325592041015625e+01
-1.822601318359375000e+01,-1.623344993591308594e+01,-1.486565589904785156e+01,-1.482532119750976562e+01,-1.482451820373535156e+01,-1.481777477264404297e+01,-1.482878303527832031e+01,-1.483620834350585938e+01,-1.484850406646728516e+01,-1.485811328887939453e+01,-1.487982845306396484e+01,-1.491709613800048828e+01,-1.496382713317871094e+01,-1.503666496276855469e+01,-1.513167381286621094e+01
-1.846596145629882812e+01,-1.705095481872558594e+01,-1.543588447570800781e+01,-1.491811180114746094e+01,-1.491318702697753906e+01,-1.499793434143066406e+01,-1.509304809570312500e+01,-1.518032836914062500e+01,-1.524950504302978516e+01,-1.532248783111572266e+01,-1.540167999267578125e+01,-1.545468044281005859e+01,-1.552734565734863281e+01,-1.562296009063720703e+01,-1.574010944366455078e+01
-1.910544013977050781e+01,-1.767248916625976562e+01,-1.593564605712890625e+01,-1.537562847137451172e+01,-1.527811431884765625e+01,-1.525364589691162109e+01,-1.526247978210449219e+01,-1.529433250427246094e+01,-1.534761238098144531e+01,-1.541129207611083984e+01,-1.549718093872070312e+01,-1.558266735076904297e+01,-1.570207786560058594e+01,-1.584422206878662109e+01,-1.600119590759277344e+01
-2.017957878112792969e+01,-1.926793098449707031e+01,-1.785193634033203125e+01,-1.726044082641601562e+01,-1.699241256713867188e+01,-1.679600143432617188e+01,-1.667877197265625000e+01,-1.661524200439453125e+01,-1.660457420349121094e+01,-1.662693977355957031e+01,-1.669396781921386719e+01,-1.677702331542968750e+01,-1.688479995727539062e+01,-1.702028274536132812e+01,-1.716946601867675781e+01
-2.028716659545898438e+01,-1.980984497070312500e+01,-1.883310508728027344e+01,-1.818923759460449219e+01,-1.792645835876464844e+01,-1.776174545288085938e+01,-1.767053222656250000e+01,-1.762442970275878906e+01,-1.762451171875000000e+01,-1.765146064758300781e+01,-1.769035720825195312e+01,-1.774684715270996094e+01,-1.782543563842773438e+01,-1.793478584289550781e+01,-1.808487892150878906e+01
-2.098059463500976562e+01,-2.058648681640625000e+01,-1.974927711486816406e+01,-1.921270561218261719e+01,-1.906356620788574219e+01,-1.898564720153808594e+01,-1.896154594421386719e+01,-1.895735359191894531e+01,-1.897692680358886719e+01,-1.900830459594726562e+01,-1.904975700378417969e+01,-1.910982322692871094e+01,-1.918336105346679688e+01,-1.926233863830566406e+01,-1.938408851623535156e+01
-2.160044479370117188e+01,-2.123916435241699219e+01,-2.049026107788085938e+01,-2.000020027160644531e+01,-1.984213066101074219e+01,-1.976635551452636719e+01,-1.976910972595214844e+01,-1.981630897521972656e+01,-1.989083099365234375e+01,-1.998122024536132812e+01,-2.007671928405761719e+01,-2.018123626708984375e+01,-2.028766441345214844e+01,-2.041163635253906250e+01,-2.056447982788085938e+01
-2.186580848693847656e+01,-2.150278472900390625e+01,-2.081371879577636719e+01,-2.039925575256347656e+01,-2.030747413635253906e+01,-2.025497817993164062e+01,-2.026604843139648438e+01,-2.032371139526367188e+01,-2.042802429199218750e+01,-2.055928611755371094e+01,-2.070104026794433594e+01,-2.085090637207031250e+01,-2.100152587890625000e+01,-2.114689064025878906e+01,-2.131392860412597656e+01
-2.236415290832519531e+01,-2.205163764953613281e+01,-2.142951965332031250e+01,-2.103082656860351562e+01,-2.094870567321777344e+01,-2.088755607604980469e+01,-2.085613632202148438e+01,-2.087194252014160156e+01,-2.091287994384765625e+01,-2.097120094299316406e+01,-2.105680847167968750e+01,-2.116814804077148438e+01,-2.129686927795410156e+01,-2.144213104248046875e+01,-2.159689140319824219e+01
