0,-99.12942504882812,-99.01606750488281,-95.05372619628906,-93.9588851928711,-97.78846740722656,-93.12620544433594,-98.78910064697266,-97.77073669433594,-94.43806457519531,-93.81796264648438,-101.10645294189453,-104.24755096435547,-107.37028503417969,-107.43462371826172,-108.08551025390625,-110.68718719482422,-108.92790222167969,-107.37255859375,-105.29627990722656,-100.77914428710938,-100.6417007446289,-99.28475952148438,-100.73737335205078,-103.8786849975586,-105.24667358398438,-108.67192077636719,-98.39152526855469,-96.48343658447266,-95.96015930175781,-99.53960418701172,-101.77525329589844,-88.85569763183594,-84.615234375,-84.14408874511719,-86.73133087158203,-93.2881851196289,-94.08219146728516,-92.4586410522461,-90.34471130371094,-88.41317749023438,-88.28678894042969,-89.07683563232422,-88.62937927246094,-87.74156188964844,-86.60737609863281,-87.14806365966797,-88.95155334472656,-85.4253921508789,-93.3252944946289,-92.28976440429688,-93.34203338623047,-88.09716033935547,-90.67875671386719,-95.46967315673828
0,-97.64382934570312,-99.36239624023438,-98.82925415039062,-93.61105346679688,-94.5141372680664,-93.39000701904297,-92.4866943359375,-88.11062622070312,-88.15869140625,-89.07304382324219,-92.35833740234375,-94.92715454101562,-99.0871353149414,-98.26832580566406,-99.15013122558594,-101.22772216796875,-101.43155670166016,-99.30281829833984,-98.21739959716797,-94.71659088134766,-94.16402435302734,-90.6323013305664,-90.74276733398438,-93.96007537841797,-95.96778869628906,-95.0155029296875,-93.96617126464844,-86.09182739257812,-89.54975128173828,-93.324951171875,-98.55209350585938,-80.5227279663086,-76.69599914550781,-76.47099304199219,-82.0181884765625,-83.49656677246094,-87.28998565673828,-86.1739730834961,-81.07508850097656,-81.232421875,-83.2079849243164,-82.89292907714844,-79.23612213134766,-80.47130584716797,-81.4332504272461,-78.935546875,-78.8724365234375,-73.71922302246094,-77.94952392578125,-81.8373031616211,-85.57843780517578,-90.30470275878906,-89.44139099121094,-100.76153564453125
0,-95.03800964355469,-94.90296173095703,-96.22477722167969,-97.20408630371094,-93.43112182617188,-98.37625122070312,-90.8017807006836,-92.83879852294922,-93.056396484375,-94.34506225585938,-102.75301361083984,-104.88127136230469,-101.50948333740234,-104.37171936035156,-105.09799194335938,-107.77680969238281,-105.38703918457031,-99.75027465820312,-98.86577606201172,-105.6559829711914,-106.59611511230469,-106.87989807128906,-107.3939208984375,-103.400634765625,-104.43215942382812,-103.80326080322266,-101.45462036132812,-97.30744934082031,-100.8333740234375,-105.18953704833984,-82.94081115722656,-63.68701934814453,-61.38825225830078,-61.58926010131836,-64.43238067626953,-68.82886505126953,-73.21996307373047,-72.09888458251953,-74.9075698852539,-75.35167694091797,-72.42372131347656,-74.56828308105469,-75.50418090820312,-71.2474136352539,-70.04047393798828,-66.46744537353516,-68.5361099243164,-65.62811279296875,-71.69947052001953,-72.87007904052734,-79.5379638671875,-83.6006851196289,-86.86460876464844,-103.24279022216797
0,-99.40829467773438,-99.37506866455078,-100.50887298583984,-107.84904479980469,-106.87039184570312,-110.56359100341797,-102.03781127929688,-94.92462921142578,-93.33454132080078,-96.94918060302734,-108.29910278320312,-118.92704772949219,-116.51380157470703,-111.90742492675781,-112.14715576171875,-114.52265167236328,-116.25756072998047,-110.33885192871094,-108.8258056640625,-108.46267700195312,-111.63330078125,-118.02488708496094,-118.37164306640625,-112.60296630859375,-111.10785675048828,-111.44520568847656,-114.56875610351562,-113.6491470336914,-113.925048828125,-109.39517211914062,-78.71894073486328,-58.47764205932617,-54.04530334472656,-53.60986328125,-55.947265625,-66.77174377441406,-65.84729766845703,-66.47013854980469,-66.24411010742188,-67.20933532714844,-68.01945495605469,-67.5657958984375,-64.27223205566406,-64.00724792480469,-62.26079559326172,-60.771202087402344,-66.06443786621094,-68.49830627441406,-71.78280639648438,-74.24353790283203,-80.48596954345703,-84.91548156738281,-87.67090606689453,-96.41278839111328
0,-107.27699279785156,-107.63919067382812,-108.1712875366211,-108.4229507446289,-111.79806518554688,-117.25723266601562,-105.26809692382812,-103.2104721069336,-101.09468078613281,-99.78111267089844,-107.17546844482422,-115.90653991699219,-119.41160583496094,-113.14702606201172,-113.19122314453125,-114.79241180419922,-113.56938934326172,-112.79696655273438,-112.82587432861328,-111.8211441040039,-111.49098205566406,-117.5876235961914,-117.47081756591797,-116.35078430175781,-115.05906677246094,-115.15373229980469,-119.27857208251953,-107.94829559326172,-110.62935638427734,-108.7648696899414,-76.66398620605469,-59.747718811035156,-57.26926040649414,-57.705657958984375,-65.35054016113281,-70.79493713378906,-73.57221984863281,-74.5988998413086,-74.84703826904297,-75.05298614501953,-72.04425048828125,-67.1332778930664,-58.41257095336914,-57.25962829589844,-58.08577346801758,-63.93169403076172,-64.51283264160156,-65.18208312988281,-72.15550994873047,-76.48452758789062,-79.7225341796875,-84.53692626953125,-86.45551300048828,-94.43765258789062
0,-109.09635162353516,-110.95011138916016,-114.16693878173828,-114.74018859863281,-119.247314453125,-110.67868041992188,-105.61872100830078,-109.85281372070312,-110.63408660888672,-115.89436340332031,-117.29612731933594,-116.66749572753906,-115.30399322509766,-112.89830780029297,-112.84866333007812,-111.46978759765625,-111.86866760253906,-115.27349853515625,-115.26039123535156,-116.62030792236328,-117.1429672241211,-115.17630767822266,-114.90471649169922,-112.84684753417969,-109.75732421875,-109.11508178710938,-109.12384033203125,-113.50819396972656,-118.12081146240234,-109.02915954589844,-78.9382095336914,-69.53810119628906,-64.54080200195312,-62.55286407470703,-62.54861831665039,-62.026771545410156,-61.22142791748047,-61.622833251953125,-62.853939056396484,-62.81076431274414,-62.39199447631836,-65.04290771484375,-67.87771606445312,-70.44387817382812,-70.35240936279297,-72.39389038085938,-75.28187561035156,-72.9571533203125,-78.34832763671875,-79.54544067382812,-85.41278076171875,-90.72808837890625,-93.49900817871094,-99.22601318359375
0,-116.79414367675781,-116.2640380859375,-116.46275329589844,-119.03404998779297,-117.81391906738281,-108.93518829345703,-104.19123077392578,-104.40457916259766,-106.26132202148438,-117.07843780517578,-117.55670928955078,-117.66220092773438,-117.16600799560547,-117.71363067626953,-118.43223571777344,-119.30782318115234,-119.96728515625,-116.67274475097656,-117.25147247314453,-119.19132995605469,-118.92366790771484,-116.77804565429688,-116.82902526855469,-118.1217269897461,-116.20975494384766,-114.89450073242188,-112.4655532836914,-111.11090850830078,-111.79694366455078,-110.72176361083984,-87.78583526611328,-79.8522720336914,-77.4888687133789,-76.07032775878906,-78.16870880126953,-79.5193099975586,-79.72320556640625,-79.8843002319336,-77.04322052001953,-75.09617614746094,-73.95584869384766,-73.54296112060547,-74.23988342285156,-76.36305236816406,-78.13955688476562,-80.76116943359375,-82.03549194335938,-80.8799057006836,-86.44696807861328,-90.2078857421875,-94.34126281738281,-95.26982879638672,-96.59825134277344,-104.00797271728516
0,-121.09672546386719,-121.2651596069336,-122.46849822998047,-122.722412109375,-119.66438293457031,-109.75704193115234,-107.04826354980469,-108.78949737548828,-109.75674438476562,-116.25068664550781,-120.40059661865234,-121.10102844238281,-127.75332641601562,-123.0191421508789,-123.01545715332031,-124.07474517822266,-125.56459045410156,-119.23204803466797,-120.0197982788086,-124.75161743164062,-122.93577575683594,-118.65379333496094,-118.88404083251953,-121.38802337646484,-122.8843002319336,-123.77116394042969,-120.69612121582031,-116.12873840332031,-116.12560272216797,-117.68771362304688,-95.63359832763672,-87.62081146240234,-82.96443176269531,-81.61439514160156,-82.62892150878906,-81.74746704101562,-77.6634521484375,-76.88275909423828,-73.65071868896484,-73.32929229736328,-75.7682113647461,-76.70531463623047,-80.07481384277344,-83.80123901367188,-84.5501937866211,-87.75807189941406,-90.17840576171875,-86.94636535644531,-93.55555725097656,-93.97809600830078,-96.22502136230469,-100.41544342041016,-105.4117660522461,-110.82994079589844
0,-122.0909652709961,-124.28279876708984,-126.82881927490234,-127.12000274658203,-125.36222839355469,-114.13095092773438,-108.40821838378906,-111.0710220336914,-114.94971466064453,-119.39974212646484,-123.26315307617188,-124.89891052246094,-123.85851287841797,-126.38898468017578,-126.86707305908203,-127.48838806152344,-126.1449966430664,-126.42388153076172,-124.47000885009766,-125.2408447265625,-124.9146728515625,-124.56283569335938,-124.5965347290039,-126.30374145507812,-124.99160766601562,-124.53446197509766,-125.46704864501953,-124.69923400878906,-124.33300018310547,-123.16830444335938,-98.91018676757812,-90.25981140136719,-86.0274658203125,-84.94425201416016,-83.96784973144531,-82.89082336425781,-81.29546356201172,-80.11721801757812,-76.03272247314453,-76.60152435302734,-75.46391296386719,-79.13037109375,-80.74087524414062,-83.57028198242188,-84.29712677001953,-89.13150024414062,-89.60968780517578,-89.34028625488281,-93.81056213378906,-95.20263671875,-100.01477813720703,-103.15830993652344,-105.4542007446289,-114.79972076416016
0,-119.4659194946289,-120.21644592285156,-122.70034790039062,-125.97602844238281,-126.58768463134766,-108.0765151977539,-104.60919952392578,-109.78833770751953,-110.60685729980469,-119.73872375488281,-125.22693634033203,-126.82151794433594,-125.42829895019531,-126.71736907958984,-126.72589111328125,-127.47272491455078,-126.7518081665039,-124.04252624511719,-124.34941864013672,-124.90776824951172,-125.804443359375,-125.85624694824219,-125.78567504882812,-126.43111419677734,-125.64918518066406,-126.20027923583984,-123.43050384521484,-125.06869506835938,-123.99886322021484,-118.74917602539062,-93.6137466430664,-78.3578109741211,-74.17312622070312,-73.05076599121094,-73.45917510986328,-73.64059448242188,-73.48631286621094,-73.73375701904297,-74.71771240234375,-74.9342269897461,-76.49649810791016,-76.28278350830078,-77.51374053955078,-78.80207061767578,-79.628173828125,-85.96968841552734,-87.55215454101562,-85.21562957763672,-89.4430160522461,-89.96942138671875,-93.90352630615234,-101.517822265625,-105.66710662841797,-116.27594757080078
