0,-110.53593444824219,-105.50580596923828,-101.2510757446289,-102.16751098632812,-107.44536590576172,-108.08383178710938,-108.74224853515625,-108.34394073486328,-107.71417999267578,-110.52972412109375,-110.02994537353516,-111.87106323242188,-109.87255859375,-108.27572631835938,-105.61808776855469,-109.27554321289062,-112.68186950683594,-115.77909088134766,-110.5659408569336,-105.91670989990234,-98.42289733886719,-91.66230773925781,-92.09756469726562,-96.29330444335938,-93.35315704345703,-94.06121826171875,-93.3631820678711,-93.8260269165039,-91.91728973388672,-91.87931823730469,-91.24909210205078,-94.48565673828125,-95.93359375,-91.1821060180664,-84.68614959716797,-83.67362976074219,-88.55030822753906,-89.88707733154297,-94.41106414794922,-83.38192749023438,-84.17528533935547,-87.44293212890625,-92.25021362304688,-94.41621398925781,-84.69290924072266,-85.84661102294922,-89.44862365722656,-100.53738403320312,-100.57504272460938,-103.9974136352539,-103.85651397705078,-102.1929931640625,-107.16421508789062,-106.08500671386719,-102.9969253540039
0,-93.61216735839844,-85.06251525878906,-84.81854248046875,-85.6340560913086,-90.42232513427734,-103.65599060058594,-101.21168518066406,-91.3414077758789,-93.231689453125,-98.61788177490234,-100.44731140136719,-102.4486312866211,-104.05458068847656,-103.90328216552734,-99.37372589111328,-99.52532958984375,-95.87103271484375,-96.03363800048828,-101.3640365600586,-98.99999237060547,-88.6276626586914,-80.6567611694336,-80.94093322753906,-84.07270812988281,-84.6397933959961,-83.1788101196289,-82.3630142211914,-80.74297332763672,-82.49066925048828,-81.79368591308594,-84.25080871582031,-88.36058044433594,-84.72291564941406,-83.81898498535156,-87.1045913696289,-87.37362670898438,-82.28079223632812,-81.70046997070312,-78.06259155273438,-79.06265258789062,-76.43453216552734,-78.18915557861328,-79.07697296142578,-82.50460815429688,-83.2191390991211,-85.22489929199219,-88.33999633789062,-90.33853149414062,-94.34767150878906,-97.90963745117188,-95.82839965820312,-95.24810791015625,-97.3919906616211,-98.02466583251953,-99.2779769897461
0,-94.29389953613281,-86.03944396972656,-85.63188934326172,-87.70292663574219,-94.65039825439453,-101.37926483154297,-92.05071258544922,-91.80988311767578,-92.98291778564453,-99.2300796508789,-99.17662048339844,-102.99238586425781,-105.64614868164062,-105.19489288330078,-106.26264190673828,-109.33447265625,-107.04660034179688,-106.1784896850586,-97.1872329711914,-94.19090270996094,-73.77801513671875,-61.5101432800293,-62.22112274169922,-65.54539489746094,-68.36156463623047,-69.30069732666016,-69.6653823852539,-71.70294952392578,-74.55870819091797,-77.43108367919922,-77.56845092773438,-76.02787017822266,-76.06999206542969,-76.52347564697266,-72.6645736694336,-72.83698272705078,-76.73705291748047,-75.18973541259766,-73.80799865722656,-72.24781799316406,-70.86740112304688,-72.0867691040039,-73.56941986083984,-74.64350128173828,-78.27919006347656,-83.2324447631836,-85.0300064086914,-91.01685333251953,-94.46000671386719,-92.39682006835938,-92.27384948730469,-93.86559295654297,-98.00584411621094,-101.15689086914062,-103.30215454101562
0,-99.72399139404297,-97.73908996582031,-99.16468811035156,-99.44245910644531,-106.34928131103516,-111.24444580078125,-101.642822265625,-106.0143814086914,-107.55950164794922,-115.10167694091797,-114.89073181152344,-117.01412200927734,-118.47789001464844,-119.15911102294922,-115.6212158203125,-114.73693084716797,-119.94078826904297,-117.46524810791016,-89.373046875,-83.72634887695312,-74.72117614746094,-60.06553268432617,-58.309410095214844,-60.6680793762207,-63.39442443847656,-68.28269958496094,-72.27438354492188,-73.16691589355469,-74.22618865966797,-71.4900894165039,-75.02043914794922,-72.67516326904297,-73.30721282958984,-74.0979995727539,-72.22392272949219,-71.43872833251953,-72.20051574707031,-73.4951171875,-73.48849487304688,-74.3667221069336,-73.38912963867188,-72.79393768310547,-71.85748291015625,-74.15066528320312,-78.84066772460938,-77.68756103515625,-81.17008972167969,-90.7904281616211,-87.5467758178711,-90.6591567993164,-93.6619873046875,-99.04475402832031,-101.63858795166016,-107.99693298339844,-110.3497314453125
0,-108.85110473632812,-106.77596282958984,-106.27523040771484,-110.86074829101562,-122.8460464477539,-118.77708435058594,-112.80841827392578,-118.3747329711914,-120.7159652709961,-117.1209716796875,-117.0126724243164,-117.15890502929688,-117.98077392578125,-119.06673431396484,-122.85576629638672,-122.89585876464844,-121.6976089477539,-118.21487426757812,-92.53209686279297,-87.37093353271484,-69.84098815917969,-55.627845764160156,-56.087154388427734,-60.823856353759766,-66.92044067382812,-75.86595153808594,-79.94092559814453,-79.83321380615234,-83.34840393066406,-85.32457733154297,-87.70513916015625,-87.55665588378906,-83.76667785644531,-83.05874633789062,-79.39324951171875,-79.8334732055664,-75.08975219726562,-72.5638427734375,-71.357421875,-68.33790588378906,-67.8674545288086,-71.45038604736328,-76.33702850341797,-79.47078704833984,-86.38536834716797,-87.60291290283203,-88.28760528564453,-92.34920501708984,-96.42359924316406,-100.17622375488281,-101.74543762207031,-113.37932586669922,-116.84630584716797,-120.68199920654297,-117.41060638427734
0,-112.31108856201172,-116.01689910888672,-120.16552734375,-118.07038879394531,-117.49335479736328,-115.77072143554688,-108.21570587158203,-111.88790893554688,-111.32695007324219,-112.56761932373047,-113.2361068725586,-117.82557678222656,-118.21833038330078,-118.0662841796875,-121.20301055908203,-121.63558959960938,-119.28096771240234,-116.23009490966797,-98.58696746826172,-93.1098861694336,-72.5545883178711,-55.337738037109375,-53.92467498779297,-56.17502975463867,-59.79907989501953,-63.40961837768555,-64.58000183105469,-62.96643829345703,-63.44977569580078,-60.6961784362793,-60.57353973388672,-61.447227478027344,-59.62611389160156,-59.73831558227539,-61.66099548339844,-61.891448974609375,-63.9512825012207,-66.8798599243164,-70.73392486572266,-72.39518737792969,-73.42594909667969,-74.90985107421875,-76.37590789794922,-79.31157684326172,-85.11503601074219,-88.62374114990234,-87.96217346191406,-91.06987762451172,-99.29553985595703,-104.17906188964844,-105.81183624267578,-113.1579818725586,-115.623046875,-116.73311614990234,-114.77597045898438
0,-115.97114562988281,-119.89073944091797,-122.28536224365234,-122.27609252929688,-123.66757202148438,-120.98975372314453,-113.29936981201172,-114.74524688720703,-115.46953582763672,-117.18299865722656,-118.8663101196289,-122.78166198730469,-122.04595184326172,-121.56537628173828,-120.6590576171875,-120.93216705322266,-121.86170959472656,-118.13706970214844,-97.56655883789062,-91.9253921508789,-83.45449829101562,-72.54695129394531,-68.97691345214844,-68.80952453613281,-69.98509979248047,-69.35330963134766,-69.56939697265625,-69.10371398925781,-69.40406799316406,-71.75833892822266,-70.81781005859375,-72.68546295166016,-72.18485260009766,-71.88107299804688,-73.47779083251953,-73.71324157714844,-74.23770904541016,-76.99386596679688,-81.17364501953125,-83.35027313232422,-84.17588806152344,-87.0236587524414,-90.06546020507812,-94.35900115966797,-95.04082489013672,-99.042236328125,-100.71437072753906,-107.14054870605469,-107.93669891357422,-113.29671478271484,-116.16535186767578,-118.0088882446289,-118.72074890136719,-117.6203842163086,-116.21585083007812
0,-118.15814971923828,-116.9532470703125,-113.26091766357422,-112.96562957763672,-116.01167297363281,-115.2117919921875,-110.60365295410156,-114.4014663696289,-117.30000305175781,-126.23413848876953,-126.60111999511719,-124.73695373535156,-123.60969543457031,-122.46717071533203,-120.72811889648438,-120.76382446289062,-122.16793823242188,-120.23165893554688,-96.18765258789062,-90.96533203125,-83.54974365234375,-81.08558654785156,-80.0026626586914,-78.80992126464844,-77.88172149658203,-75.19855499267578,-73.96918487548828,-73.97289276123047,-72.57566833496094,-76.50140380859375,-73.611328125,-73.41850280761719,-75.15960693359375,-74.19351196289062,-73.70267486572266,-75.0448989868164,-78.09920501708984,-80.43084716796875,-86.9517593383789,-91.96947479248047,-91.2934341430664,-94.27693176269531,-96.20066833496094,-101.78682708740234,-105.77708435058594,-104.74307250976562,-106.04118347167969,-113.77155303955078,-115.6589126586914,-116.0658950805664,-115.79650115966797,-119.17489624023438,-121.10860443115234,-124.41685485839844,-124.21439361572266
0,-115.03690338134766,-111.0261459350586,-111.37186431884766,-111.41696166992188,-108.2435073852539,-102.555419921875,-104.76570129394531,-111.08338165283203,-116.48800659179688,-128.42138671875,-128.94900512695312,-127.55670928955078,-125.9173355102539,-125.6352310180664,-126.92711639404297,-128.04515075683594,-122.86238861083984,-122.41049194335938,-100.05406951904297,-94.60020446777344,-86.17036437988281,-77.3551254272461,-74.95516204833984,-73.12321472167969,-71.7778549194336,-73.53620910644531,-72.94805145263672,-73.7382583618164,-74.67793273925781,-74.13480377197266,-74.29824829101562,-73.0098876953125,-73.33536529541016,-72.98190307617188,-73.89453125,-74.55459594726562,-79.60950469970703,-80.49684143066406,-86.54605865478516,-87.86280059814453,-89.46158599853516,-93.0865478515625,-94.85865020751953,-100.60277557373047,-99.47860717773438,-103.75138854980469,-104.03976440429688,-108.96116638183594,-118.85398864746094,-122.8824234008789,-123.77603149414062,-124.15657806396484,-124.73625183105469,-127.22859191894531,-125.9644775390625
0,-111.7620620727539,-110.51365661621094,-111.50529479980469,-112.8527603149414,-112.77071380615234,-110.24055480957031,-100.50541687011719,-107.35310363769531,-109.96215057373047,-125.43352508544922,-127.42425537109375,-127.8767318725586,-127.69123077392578,-127.76996612548828,-127.2706527709961,-127.9487075805664,-126.01641845703125,-124.74723052978516,-95.2725830078125,-89.42278289794922,-79.2197265625,-79.55152893066406,-79.18116760253906,-81.2828140258789,-84.9381103515625,-87.88232421875,-87.10530090332031,-86.59140014648438,-86.94281005859375,-84.24007415771484,-85.20828247070312,-83.15824127197266,-82.40038299560547,-82.38249969482422,-81.13993072509766,-80.32889556884766,-78.86690521240234,-79.58236694335938,-83.23553466796875,-87.4691162109375,-86.65792083740234,-87.3532485961914,-91.79463958740234,-98.25810241699219,-99.0101547241211,-102.35698699951172,-104.9931411743164,-112.46544647216797,-114.13424682617188,-117.28314208984375,-120.30529022216797,-125.66463470458984,-126.32376098632812,-129.1041717529297,-127.95454406738281
