4.13048727824351e-07,5.04410616829678e-08,1.6633156210657e-08,1.51162049716899e-08,9.69773618941163e-08,1.4456631658068e-07,1.72420596449278e-07,1.36914749128628e-07,2.41102906404645e-06,1.87282134626227e-06,6.84093366831153e-07,8.35879576534654e-08,6.46648304583949e-08,8.56507216320253e-08,3.27691681517479e-08,2.26887224440694e-07,1.62166966733559e-07,1.82274791816788e-08,2.17170845917647e-07,3.05773178238964e-07,1.76217633168417e-05,9.58086430046441e-05,5.48253481839327e-05,2.89099652726846e-05,1.10865913505587e-06,3.55981402356774e-07,9.32547584328374e-07,2.46678167051999e-07,4.71333571854927e-07,1.51494872666157e-07,1.51966235728045e-07,1.31215813029029e-07,1.17880340412376e-07,2.6335803531825e-07,4.46397571266257e-07,5.78352341305573e-07,7.57323206287457e-07,7.59388741566741e-07,1.0450917649951e-06,1.29034389016691e-06,1.17076445800267e-06,1.19232443112723e-06,1.23772081542878e-06,1.35252106351977e-06,1.60395765400189e-06,1.82482181890224e-06,2.28324009886879e-06,2.53933423480364e-06,2.6499047757993e-06,2.78344668291221e-06,2.0008422163611e-06,1.87333013215969e-06,1.67121993296112e-06,1.47629342083598e-06,7.53257578755203e-07,4.43795386240089e-07,1.33513028943427e-06,7.00496371222606e-07,1.09753241831392e-06,9.5214682774079e-07,2.10477100835471e-07,7.37116232042565e-07,1.27092132163602e-06,2.6171309933507e-06,9.28409621928231e-07,4.50431292791975e-07,7.44523005839903e-08,3.68804797867959e-08,2.11553006936985e-08,3.48780905996741e-08,3.50117673476169e-07,2.36665417677002e-07,1.31309008312469e-07,8.56161956020002e-09,1.34292209940973e-08,3.68034195397341e-08,1.71460849157734e-09,0,0,2.83453813887291e-09,1.30761167692469e-07,1.51577055932879e-07,6.15233217239746e-08,2.38928803440375e-09,4.53641238531419e-10,1.70613758364188e-08,1.66498158312594e-07,6.23529502475621e-08,1.00702910233835e-09,8.01975043488891e-08,2.80058969074019e-07,1.25947236612786e-07,1.77140363071676e-07,5.59890602234231e-08,1.62838740343501e-07,1.3293234459032e-06,1.78414842001869e-06,1.6675571247462e-06
2.25311500996009e-08,1.66490738454858e-08,1.43272090198474e-08,1.24546543869434e-08,1.82035174168308e-08,2.04964736102284e-08,1.49078412926989e-08,1.07728512553268e-08,1.76204323782587e-07,4.47311942356442e-08,8.51282827830527e-09,1.72883782160377e-08,2.04593620990922e-08,3.20062094553464e-09,1.79502811093544e-09,7.87105389413361e-09,6.78107566835428e-09,3.62423068221651e-09,1.4618427748936e-08,9.7153670859247e-09,4.81827267535001e-06,1.74985226943599e-05,2.83785871624144e-05,3.00964236258282e-05,4.49273855508454e-05,6.74964974995852e-05,7.21655274114714e-05,7.48109447075079e-05,6.96110140190763e-05,6.17567877364365e-05,6.37269839850414e-05,7.22011314721496e-05,8.60681103983248e-05,9.65090930888099e-05,0.000112117085955463,0.000124302287049763,0.000127337727813719,0.000126954703678442,0.000128578383284554,0.000121280825543815,0.00011815753502264,0.000127948353000851,0.000131633680066443,0.000135802283019452,0.000139061248614113,0.00014341650484886,0.000149786591254287,0.000143216933998387,0.000132538511568197,0.000120396959303017,9.61350293528617e-05,7.7620216845614e-05,5.30550293966206e-05,2.7050146492531e-05,8.20363401562479e-06,9.29760196639985e-07,8.93167442875304e-08,9.99029532327951e-08,6.52105868030284e-08,1.08187068273316e-07,9.6764956130928e-09,2.43478996169949e-08,6.48283704845597e-08,1.57512240202845e-07,7.7401857870747e-08,5.84569096279182e-08,1.77473433315556e-08,5.85114780818985e-09,5.57277513763287e-09,5.6718330805008e-09,1.17935720002503e-08,5.54923552772373e-08,1.15921934210628e-08,1.29087653244026e-09,1.21296472855219e-09,2.64235353399534e-09,1.89986920420306e-10,0,0,8.57670548385563e-10,1.38408442145648e-08,2.47589943639654e-08,3.26291651555708e-08,8.30415865174117e-10,1.67890577262659e-10,5.7679657708055e-09,2.15614049973728e-08,9.71445197890634e-09,4.87643273213925e-10,1.41616077387557e-08,1.96902131831511e-08,1.90766059805012e-08,1.96089013124495e-08,3.71512594475774e-08,3.69853072714946e-08,3.85829658862219e-08,1.17613197241753e-08,2.81559502412166e-08
1.60139656181414e-08,1.26288723086628e-08,1.03561037847753e-08,8.58653354077155e-09,2.10426585709797e-08,1.45019658440947e-08,4.43188624191026e-09,1.0155020451647e-09,4.18211153122756e-09,2.47476697499163e-08,2.51013550492919e-08,2.41353597467037e-08,3.97070851897988e-08,1.15947353171958e-08,1.9320803416167e-09,9.52277618977844e-09,3.46135819338655e-09,1.45125786191637e-09,8.64173752336489e-09,5.02044549484229e-09,1.58974660437675e-06,1.42258550758512e-05,0.000109064252341947,0.000126690673107966,0.000159457592636284,0.000136836050474275,0.000108384682222555,9.86606157318665e-05,7.63746884232208e-05,6.25475471776957e-05,6.23511255648364e-05,6.42610111671009e-05,6.25410021393927e-05,6.15902667223538e-05,6.27287510440344e-05,6.57644429650917e-05,6.19530672186261e-05,5.71618909027511e-05,5.38603952310351e-05,4.69351155069788e-05,4.49326394286143e-05,5.20935306515973e-05,5.16605945473653e-05,5.15608110786427e-05,4.97569629645537e-05,5.00152726450566e-05,5.06139929165218e-05,4.67491296703997e-05,4.23013040235053e-05,3.82194871062852e-05,2.96602826121919e-05,2.34433187380839e-05,1.64076940379805e-05,7.72020419564677e-06,2.18338294249872e-06,2.61302489760779e-07,1.85774332028994e-08,3.07277948692774e-08,4.43411014561898e-08,2.2066264340427e-08,2.7656875556557e-09,7.39574017636793e-09,2.72284756957435e-08,2.83942197866988e-08,2.93630665935591e-08,1.25803626904328e-08,9.27087245448927e-09,5.83363253003932e-09,4.13513699694165e-09,5.55094057854756e-09,9.83982651898498e-09,2.51352175134134e-08,7.69362021182462e-09,2.37803063299895e-10,3.52964664680238e-09,1.11995992290357e-08,1.11765828809677e-09,0,0,2.52162934793023e-10,4.73469622140038e-09,4.59482255094401e-09,7.23864187678914e-09,2.12243135791414e-10,5.74299690837419e-10,8.4773620402245e-09,9.90660737385899e-09,4.08016543060594e-09,4.7648885035527e-10,2.86573600534003e-08,2.67411867312235e-08,7.71983613877371e-09,9.56572646973035e-09,1.79181414274963e-08,2.7334138500273e-08,3.76522788728015e-08,1.48451397214843e-08,2.58750089288242e-08
5.44267986084159e-09,2.45848298057493e-09,5.91430040555117e-09,4.91430821267784e-09,7.69123133175719e-09,8.30337712679839e-09,2.09827007352555e-09,8.7470403205304e-10,3.29359353932964e-09,7.69852034366038e-09,6.3664299791269e-09,7.56094840415511e-09,1.32144639043753e-08,7.17490719322244e-09,1.61504519801318e-09,3.5079794170343e-09,2.60400137715468e-09,1.38379823357207e-09,4.48141343108258e-09,3.99474664477108e-09,2.13459145920763e-06,9.69906620724869e-06,1.10375524154921e-05,5.57266559449025e-06,3.89858992705927e-06,4.06719634735078e-06,5.12905482287719e-06,5.85298207764925e-06,6.41447840154119e-06,6.10606638115824e-06,6.51891108289648e-06,7.5628131866996e-06,7.92991743839817e-06,8.89702039429211e-06,1.00515498712822e-05,1.11394964463153e-05,1.23193701908765e-05,1.1824028651613e-05,9.63251435742781e-06,7.34412277357605e-06,6.35240021348895e-06,7.99922668293992e-06,1.00944980560583e-05,1.33340114648446e-05,1.53425547755826e-05,2.12273732119789e-05,3.07748859475943e-05,3.63208406443509e-05,3.62195132805322e-05,3.02483561617264e-05,1.87814290535449e-05,1.30028677962224e-05,7.45505191751872e-06,2.83443564897582e-06,5.03137975978266e-07,3.97172437041969e-08,6.8139636209191e-09,1.93069067104668e-08,4.35616576950231e-08,1.73969789362707e-08,2.04043740693141e-08,4.15827771332089e-08,3.82144363724741e-08,2.80278328328459e-08,1.05643179592491e-08,6.18064477940759e-09,5.34655697123041e-09,6.07134825124791e-09,6.01882731158585e-09,4.05039586115863e-09,4.93619909854645e-09,4.28151421637228e-09,2.07845630683817e-09,9.57096005043912e-11,1.1874727257392e-09,6.44468171928264e-09,1.05531898308598e-09,0,0,1.84309990576173e-10,2.54498490362287e-09,4.81275212914057e-09,2.25908500629563e-09,2.57156022627334e-10,4.54092100898318e-10,6.45257670758239e-09,4.22134574431059e-09,1.58276682007762e-09,6.665769123811e-10,1.48667766715334e-08,8.06852867045025e-09,3.25890669794059e-09,3.85804584727431e-09,4.52383586740692e-09,8.76480881996206e-09,4.35737224250677e-09,5.55424359468575e-09,9.49275411137279e-09
4.28399002499994e-09,2.01883426179863e-09,2.09720485607233e-09,1.89008241043566e-09,6.11002564661051e-09,3.93063398124134e-09,1.51343030771168e-09,6.77877136640131e-10,3.71268224285842e-09,8.39384694838089e-09,4.11697519454873e-09,4.79283832030417e-09,1.23241925992977e-08,1.48773842291697e-08,7.25973024014988e-09,1.85882769786743e-08,2.05711278065136e-08,8.94150540826177e-09,7.56440660598626e-09,3.01246587721126e-08,1.94957914740348e-06,9.38426517663707e-06,1.33403274522193e-05,1.23939535482264e-05,9.30322237880171e-06,1.03247031303793e-05,8.74483749348792e-06,8.40057119628337e-06,6.44211748161789e-06,6.06480865507703e-06,6.34344113065772e-06,6.47780138642851e-06,5.63079989391936e-06,5.75981421450899e-06,6.12536378414305e-06,6.31314452683629e-06,6.57593482050916e-06,6.40260127093503e-06,5.82421452974223e-06,5.70931250137323e-06,7.57098162991287e-06,1.3970931243745e-05,1.80436502938997e-05,1.2057308015005e-05,4.44920470792113e-06,2.84746208880457e-06,2.97931392246709e-06,2.81513217430715e-06,2.46665838097879e-06,1.8424671629012e-06,9.73569496556388e-07,7.50637604817025e-07,3.84573360073452e-07,1.92654967810983e-07,3.54313351222622e-08,9.4476968814994e-09,7.61804119452999e-09,1.43717074153134e-08,2.32408876088812e-08,9.73954945987044e-09,1.61671537824717e-08,3.1908701981323e-08,2.17049477080054e-08,3.77621097434855e-08,8.51280870345384e-09,2.16795517730476e-09,5.31280174005662e-09,6.24002127052504e-09,2.95884773211717e-09,2.41762952263681e-09,3.46175024330662e-09,4.56457052363852e-09,1.99670555734935e-09,8.60630274541209e-11,6.12715805270276e-10,1.95814900864115e-09,3.59791220774721e-10,0,0,7.65542671217464e-11,1.65274200769581e-09,7.03484010351582e-09,1.48295615863563e-08,2.09252943376302e-09,2.2855391728183e-10,4.67185648581114e-09,3.49500916745713e-09,9.69460142948795e-10,1.48087803612924e-10,4.63531745994104e-09,4.57924983428245e-09,1.84959334132952e-09,2.02112090248324e-09,8.67966531576027e-10,1.57545326216649e-09,2.91243649982349e-09,1.26809342622957e-08,1.84820674232673e-08
5.53382438365627e-09,1.49229113341958e-09,3.06021050573817e-10,3.42239921847573e-10,2.50397349935091e-09,1.54816812578079e-09,1.55553517446801e-09,8.06990107960798e-10,4.21851196344873e-09,6.53828249277265e-09,6.72205504162407e-09,5.75813150989132e-09,2.11029211113361e-08,2.16931822547706e-08,8.33144000242133e-09,3.27140791870337e-08,4.17198038634444e-08,1.30472138080492e-08,1.11427957700773e-08,5.83069909161837e-08,5.36360955697017e-07,2.81536958302059e-06,1.52848525448704e-05,2.17813804833453e-05,1.49018050342275e-05,3.12593162268365e-05,2.94761316678e-05,3.19278520530742e-05,2.74078479930666e-05,2.42101362534316e-05,2.36742776594207e-05,2.69064040106642e-05,2.41847339500459e-05,1.7118521757478e-05,1.32961355975709e-05,1.06016868820832e-05,1.02202864896094e-05,9.72323798626601e-06,9.95730339802866e-06,1.0591430549601e-05,1.24353226095651e-05,2.03437448857123e-05,2.16010539575817e-05,1.25424414633949e-05,3.5843549734644e-06,1.20459699216186e-06,5.82699128631226e-07,3.22079687544531e-07,1.71227515687723e-07,9.85110244978668e-08,6.1536163955227e-08,4.74590824059609e-08,3.96293417089444e-08,1.4145250108104e-08,1.37992693827755e-08,7.23846807299721e-09,1.04279677463497e-08,1.15588181750086e-08,1.45582995979058e-08,1.2157607705281e-08,1.54540366888628e-08,1.15709280231518e-08,9.76824721530918e-09,9.04807086929927e-09,4.46045544258158e-09,6.90523226698631e-09,5.82289985126053e-09,5.46426708142696e-09,1.95441822704748e-09,8.03574900354253e-09,1.41559395522858e-08,2.93359579303369e-08,9.4388142833072e-09,3.84361371303141e-10,9.18609133377975e-09,2.15886167806719e-08,1.05341109637997e-09,0,0,5.51780638876098e-11,1.06195997514554e-09,5.09460991335872e-09,8.38493857146438e-09,1.5292774627917e-09,5.09197806361366e-10,9.63332726642134e-09,3.8581284173031e-09,6.24514113897187e-10,6.12766006931573e-11,5.33819163814224e-10,2.05235446644838e-09,1.14178960679751e-09,1.36587843165985e-09,2.20373780006824e-09,1.14962635499239e-09,5.2701818322689e-09,6.17057854050581e-09,3.62261023852009e-09
5.04818491472541e-09,2.50661848554472e-09,3.38775152013097e-10,3.1177083696391e-10,2.66218463296882e-09,2.25602125603999e-09,1.47753223001118e-09,4.77697305298416e-10,2.14554885670341e-09,4.92527255997554e-09,4.60252911658271e-09,1.39896419820408e-09,7.20544640230702e-09,4.76633522379221e-09,1.30253918157439e-09,1.99148962955046e-09,1.3864972434555e-09,1.42269312087917e-09,1.52824214400337e-09,1.2284607801424e-09,9.89874060743567e-08,3.98520136125822e-07,1.0554600980704e-05,2.13213186438731e-05,3.56532289610463e-05,4.10712906477624e-05,3.86669201317348e-05,5.43636919001199e-05,4.94967005615619e-05,3.61753947458789e-05,3.40181811145466e-05,4.05358100963088e-05,3.70353677145602e-05,3.50923753670016e-05,3.62446265774077e-05,4.21664334019515e-05,4.63042729738703e-05,4.40414703162356e-05,3.87297568731981e-05,2.74658226901032e-05,1.75777708861059e-05,1.00456821825506e-05,4.71415581685711e-06,1.74246086773196e-06,7.97321368176994e-07,3.79535279219699e-07,2.02411181517386e-07,1.37957509979049e-07,8.0943483625064e-08,5.7685589686158e-08,3.12090436808227e-08,1.85383589781072e-08,1.79146875259355e-08,1.91638438188004e-08,3.79876508355472e-09,3.38114415912634e-09,6.08011503392412e-09,4.01283884105269e-09,2.11121225198974e-08,2.90700581559575e-08,2.49326444998317e-08,9.84393613841328e-09,1.06599774566342e-08,5.08660770810368e-09,8.89091518743015e-09,1.72742877437271e-08,1.498972948297e-08,1.73197762413067e-08,5.63573425938449e-09,7.91751850426753e-09,9.35284321613713e-09,1.62299985520788e-08,8.67991734100577e-09,8.62767389152819e-10,4.74685368367053e-09,1.40531280183658e-08,9.2770955802409e-10,0,0,3.77169410297317e-11,7.20298022351366e-10,2.52947540066831e-09,1.49778089965262e-09,2.45538252969317e-10,1.9088693226698e-10,2.59548155438179e-09,1.63944281787491e-09,4.00285775901548e-10,3.88069123031655e-11,6.78567996066705e-10,1.39337496104802e-09,7.83715070317614e-10,9.20511475016561e-10,1.51983181222247e-09,2.04473519008679e-09,2.38929481787279e-09,2.11349472571157e-09,3.87272695732407e-09
2.20479654939539e-09,8.18696416881626e-10,7.61014437134609e-10,6.43801604705455e-10,1.18542392272864e-09,9.790897734236e-10,1.14873738626991e-09,2.69984049978832e-10,1.52182551132159e-09,3.5774914670881e-09,2.98596500181301e-09,7.27497530843532e-10,2.21268443383121e-09,1.32379123702438e-09,8.14812862005743e-10,2.44411853872213e-09,2.07048965069865e-09,1.02763518174787e-09,6.97646127326021e-10,1.30658870634949e-09,8.62315788475243e-08,2.44307720680204e-07,1.51807665752165e-06,2.55233175314278e-06,1.21555541433373e-05,4.72142316989681e-05,7.2727001310481e-05,8.74110770674884e-05,7.16646152446643e-05,5.66707550954019e-05,4.90481383455133e-05,5.13871189090002e-05,4.65308453566569e-05,4.62166570890337e-05,4.74139752069153e-05,4.28326718842223e-05,3.17730694865414e-05,1.99831351943233e-05,8.22559535998018e-06,2.69707797807569e-06,7.760353871226e-07,3.68079113662298e-07,2.32633967787448e-07,1.1242333708434e-07,5.33648531832157e-08,4.10023113508565e-08,2.86240680526093e-08,2.83196902855688e-08,1.08470936656473e-08,3.84842639316127e-09,4.92626465292326e-09,3.60540086106418e-09,4.38179398370724e-09,5.51993070859995e-09,3.1841958532544e-09,2.5186756335436e-09,3.09613875862951e-09,2.29267346698695e-09,1.6099077575228e-08,1.1509108983147e-08,9.56631067925364e-09,4.90189941325903e-09,5.94027771676432e-09,7.18274991466133e-09,4.39395083416464e-09,5.85736353283951e-09,5.2240950683028e-09,1.13846481717187e-08,5.23636035460094e-09,3.15414137744818e-09,6.85665585003551e-09,1.4474067526664e-08,7.06506753068337e-09,7.43228547911257e-10,1.65123635916135e-09,3.8808696048831e-09,3.93541877608781e-10,0,0,2.31431750715279e-11,4.11078825996045e-10,1.0304159026803e-09,3.33322772922073e-09,4.77596833072672e-10,2.29620349867413e-10,2.04429361554015e-09,7.99620510586331e-10,2.67720011457654e-10,5.12858510670398e-11,1.81003185246297e-09,1.2989334875937e-09,5.00371227604842e-10,5.86965124845629e-10,3.75355676850312e-10,1.46547304307771e-09,1.74337589198763e-09,1.86986444546034e-09,2.16072691135133e-09
9.41698331636809e-10,5.87018742029077e-10,4.65396569239224e-10,3.9292155161856e-10,3.6673036820516e-10,3.99944161876481e-10,5.84023219591739e-10,4.39928905400442e-10,3.91262332258532e-09,2.63495884497556e-09,8.42560564462199e-10,9.6320853799857e-10,3.45851021787314e-09,2.02363318888005e-09,1.4854963105072e-09,4.12159858098939e-09,7.6171178422146e-09,6.59655910820204e-09,1.0115377380891e-09,1.57742177303101e-09,1.51340781042323e-07,5.04115836923653e-07,4.93891990692994e-07,6.41672047308029e-07,3.06831882966102e-06,5.24358546184054e-06,6.19069065479188e-06,1.61294149103546e-05,3.66531320698308e-05,3.45344933527894e-05,3.88937527748695e-05,4.28112406750283e-05,3.62500583283242e-05,2.85262802173725e-05,2.18557210873079e-05,1.75194475446644e-05,1.08261172894833e-05,5.57038599018805e-06,2.68585965535388e-06,7.58769908203206e-07,1.75259889154258e-07,1.27919973182849e-07,1.13272799708073e-07,7.90263479752529e-08,2.54606544110333e-08,1.61326485434874e-08,1.27860676898863e-08,8.05657506964899e-09,2.23807607218825e-09,2.81785009088177e-09,3.07589106389234e-09,2.92262818585695e-09,6.34147996083679e-09,7.1630780092742e-09,2.65988600154876e-09,1.10771815485493e-09,3.39807617368397e-09,3.262410677879e-09,1.21832486877068e-08,8.8762844161125e-09,4.75368597097223e-09,5.08096832085469e-09,7.94821569752471e-09,9.16008446757268e-09,6.50521698159616e-09,4.67612874513591e-09,8.32824095132665e-09,6.0844816741485e-09,4.63044100126937e-09,4.31585672705623e-09,8.45937512525409e-09,7.57774623697169e-09,1.89527598269719e-09,1.80633484507573e-10,1.16456600474585e-09,2.10345871016677e-09,3.1591656370754e-10,0,0,1.70202283486551e-11,3.35607011343147e-10,1.39651591212361e-09,4.67909663883329e-09,9.005193553985e-10,1.44155105190409e-10,1.39661644213305e-09,7.05038923172598e-10,1.91439948680553e-10,5.45514188668116e-11,1.1629635850602e-09,1.07434810666308e-09,3.68131883282292e-10,4.5307859670805e-10,7.56677298882189e-10,7.07054652088458e-10,2.3046843177576e-09,1.15458921348175e-09,6.00441079037351e-10
1.18821790664925e-09,5.25370863253919e-10,8.3061812807706e-11,8.16699804021082e-11,3.66871080266741e-10,3.70028583922405e-10,1.51934033498991e-10,1.82655145411845e-10,2.33464714234454e-09,1.47867284675569e-09,7.12216821023391e-10,7.8223904233416e-10,1.21138200888556e-09,1.19759346620784e-09,9.29038237057114e-10,1.75926578324346e-09,2.16501746833235e-09,1.49673623272021e-09,1.09848309712474e-09,2.32337205387294e-09,1.46264537755694e-07,4.852496774494e-07,2.27541590135174e-07,2.70131518766976e-07,1.08936917345178e-06,3.19558629610329e-06,4.87542495971377e-06,9.44829489057121e-06,1.36075685758619e-05,1.44887311956847e-05,1.58811704114868e-05,1.77683999764606e-05,1.8381382828389e-05,1.08932921967409e-05,7.17717179871661e-06,4.93574478638088e-06,3.26995257292008e-06,1.88834007019206e-06,7.87898657712084e-07,3.46862525158237e-07,1.02845572573101e-07,5.77617656410229e-08,4.4616086103764e-08,1.69419470487501e-08,1.15197338396652e-08,6.46820005469041e-09,3.78651528159842e-09,2.0327778524016e-09,3.43023633851691e-09,4.43474712299495e-09,4.06464985408251e-09,3.849299681762e-09,4.22316166825124e-09,1.75853632818507e-09,2.43803367878388e-09,2.49657980464339e-09,3.88680935349557e-09,3.38461679348184e-09,9.71684442266232e-09,1.14171468215938e-08,2.73475187481133e-08,1.88086386642442e-08,1.23881023065834e-08,1.86586094485521e-08,1.82241970979967e-08,7.60116643671103e-09,9.68807111809461e-09,1.0924718142265e-08,6.11857212287583e-09,5.06213578613416e-09,5.16184194008706e-09,6.87010690867228e-09,4.68522566306533e-09,2.36498819727429e-10,8.49945262976465e-10,1.17376189592358e-09,1.83683949864853e-10,0,0,1.26474455122503e-11,2.94016096513341e-10,1.70616526842467e-09,1.39331949575245e-09,2.5332140543181e-10,1.23503407655401e-10,1.39827602125973e-09,6.55923630067741e-10,1.36273570750518e-10,1.2333768684278e-11,1.55099002889424e-10,4.15275619659348e-10,2.64923051948904e-10,3.12265336850231e-10,2.92475500115095e-10,6.46233281634973e-10,8.18867781252885e-10,1.15739044747911e-09,1.10551245496075e-09
