0,-102.234130859375,-99.61566925048828,-101.40960693359375,-106.2694091796875,-111.54943084716797,-114.4597396850586,-108.26142120361328,-106.5444107055664,-103.2063217163086,-101.65953063964844,-101.9458236694336,-110.07316589355469,-109.20315551757812,-103.68338775634766,-103.71951293945312,-104.59928894042969,-99.0649642944336,-96.44918823242188,-96.28091430664062,-98.01080322265625,-108.20575714111328,-112.88580322265625,-111.79669189453125,-110.94347381591797,-104.67286682128906,-102.61946105957031,-98.75068664550781,-98.18708801269531,-100.30224609375,-100.83780670166016,-101.38273620605469,-100.869873046875,-103.1735610961914,-100.09529876708984,-97.80076599121094,-97.75262451171875,-91.19818115234375,-84.92718505859375,-82.16632080078125,-83.39786529541016,-85.38561248779297,-84.28327178955078,-88.04788970947266,-90.07633972167969,-88.58724975585938,-88.47015380859375,-89.71083068847656,-86.3996353149414,-85.42259979248047,-83.90389251708984,-85.85688781738281,-87.37409210205078,-86.95416259765625,-86.09741973876953,-88.04969787597656,-83.83790588378906,-83.16117095947266,-86.0771713256836,-87.20584869384766,-89.40058135986328,-89.50675201416016,-88.93266296386719,-94.5474624633789,-95.28993225097656,-91.72248840332031,-92.39405822753906,-98.8327865600586,-98.18162536621094,-97.85536193847656,-102.53379821777344,-105.44004821777344
0,-106.94950866699219,-106.56492614746094,-100.66996002197266,-101.93437957763672,-105.11841583251953,-104.95132446289062,-95.2913589477539,-91.103271484375,-96.19849395751953,-102.41383361816406,-104.21968841552734,-106.6516342163086,-98.84339141845703,-96.46906280517578,-90.81732177734375,-96.26991271972656,-100.18975067138672,-98.29882049560547,-99.77263641357422,-107.41675567626953,-109.59375,-106.8034439086914,-105.65604400634766,-108.52366638183594,-102.66531372070312,-100.67308807373047,-101.13263702392578,-104.20948791503906,-105.78380584716797,-103.68182373046875,-103.95694732666016,-100.01860046386719,-101.74048614501953,-110.0022964477539,-106.19718170166016,-99.34182739257812,-78.28297424316406,-72.26919555664062,-71.4303207397461,-79.06243133544922,-81.40289306640625,-82.39232635498047,-84.57332611083984,-86.32540130615234,-83.88078308105469,-77.10057830810547,-77.80925750732422,-78.72627258300781,-77.61181640625,-79.63668823242188,-84.35078430175781,-85.677734375,-85.41732025146484,-85.16529083251953,-83.52873992919922,-83.69959259033203,-79.58985137939453,-81.75646209716797,-84.99868774414062,-86.11758422851562,-83.8580551147461,-81.088623046875,-87.40902709960938,-92.42237854003906,-93.40586853027344,-100.4581069946289,-104.55805206298828,-101.33037567138672,-100.8458480834961,-99.73369598388672,-104.75070190429688
0,-111.30692291259766,-110.3415756225586,-111.32046508789062,-111.64275360107422,-107.53423309326172,-104.01270294189453,-101.65282440185547,-102.4330062866211,-103.84730529785156,-106.15191650390625,-107.70149230957031,-109.23114776611328,-107.1958999633789,-105.09416198730469,-105.46784210205078,-107.04403686523438,-107.5464859008789,-107.94120025634766,-107.6413803100586,-108.79438781738281,-106.67901611328125,-105.84864044189453,-108.30037689208984,-108.37366485595703,-105.62700653076172,-105.21450805664062,-102.47771453857422,-100.88384246826172,-105.18244171142578,-108.15768432617188,-109.7100830078125,-109.38709259033203,-111.97260284423828,-111.05062103271484,-112.92111206054688,-88.81033325195312,-67.64672088623047,-61.98450469970703,-62.257179260253906,-69.86788177490234,-72.18021392822266,-74.38818359375,-75.73602294921875,-76.50811004638672,-75.61389923095703,-75.06897735595703,-75.03397369384766,-74.65489959716797,-74.3814468383789,-73.84547424316406,-72.83950805664062,-71.9681167602539,-74.2141342163086,-76.904541015625,-75.25627899169922,-73.63113403320312,-74.39543151855469,-72.6100845336914,-71.4189224243164,-73.0169906616211,-73.72666931152344,-76.83403015136719,-79.32967376708984,-82.65209197998047,-85.67111206054688,-90.06159973144531,-91.020263671875,-90.82992553710938,-90.35796356201172,-93.94319915771484,-97.51985931396484
0,-116.0478515625,-114.13601684570312,-116.24298095703125,-117.1544189453125,-117.4246597290039,-115.76676940917969,-112.581298828125,-113.6292953491211,-121.79764556884766,-121.4511947631836,-120.86588287353516,-117.70710754394531,-115.92100524902344,-118.38914489746094,-123.22596740722656,-120.10564422607422,-119.3481216430664,-118.1327896118164,-116.42984771728516,-114.13314819335938,-111.77960968017578,-111.2964096069336,-108.17317962646484,-113.0288314819336,-110.93905639648438,-108.8090591430664,-113.47148132324219,-118.25080108642578,-121.24310302734375,-124.17784881591797,-122.90599060058594,-116.15607452392578,-113.29136657714844,-115.56141662597656,-120.40918731689453,-101.48369598388672,-71.42778778076172,-63.26619338989258,-59.893310546875,-66.00244140625,-68.42076110839844,-70.0162124633789,-71.72428894042969,-74.6265640258789,-71.79672241210938,-72.64237976074219,-73.18343353271484,-69.98680877685547,-69.98127746582031,-69.32664489746094,-71.23785400390625,-71.24407958984375,-72.7114486694336,-70.03659057617188,-71.22028350830078,-69.85343170166016,-71.33494567871094,-76.2770004272461,-78.17378234863281,-79.3944320678711,-79.0829086303711,-81.46420288085938,-89.59133911132812,-93.93045043945312,-98.98503875732422,-109.33208465576172,-110.85675811767578,-109.2502670288086,-107.93328857421875,-110.27314758300781,-112.30062103271484
0,-114.01052856445312,-115.33372497558594,-117.93924713134766,-119.34160614013672,-119.15225982666016,-116.74977111816406,-110.590576171875,-108.33671569824219,-114.93896484375,-117.88235473632812,-121.341552734375,-122.17872619628906,-120.89933013916016,-119.40558624267578,-122.0310287475586,-117.1275634765625,-115.06105041503906,-115.42665100097656,-117.31847381591797,-108.91047668457031,-105.97865295410156,-103.03878784179688,-100.48123168945312,-104.74982452392578,-111.21646881103516,-112.0467529296875,-117.0482177734375,-119.59978485107422,-117.60633850097656,-118.04637145996094,-121.92223358154297,-117.62001037597656,-116.5238037109375,-115.17543029785156,-116.95281982421875,-83.7336196899414,-62.237754821777344,-56.642452239990234,-56.589996337890625,-70.95161437988281,-74.45675659179688,-77.67765808105469,-79.83081817626953,-82.8173828125,-85.60122680664062,-88.29662322998047,-91.76930236816406,-86.91654205322266,-85.70162963867188,-81.66300964355469,-78.7911148071289,-74.05242919921875,-72.72179412841797,-72.46160888671875,-72.37921142578125,-71.24310302734375,-72.2842025756836,-76.78143310546875,-78.97774505615234,-82.04186248779297,-85.43202209472656,-84.43689727783203,-88.57075500488281,-94.92430877685547,-99.6853256225586,-103.24160766601562,-100.32414245605469,-100.44639587402344,-105.01112365722656,-107.50776672363281,-110.17726135253906
0,-117.75370025634766,-118.08234405517578,-118.36631774902344,-117.03184509277344,-118.48359680175781,-116.46729278564453,-113.68594360351562,-113.59681701660156,-116.91048431396484,-117.75930786132812,-116.87643432617188,-117.38319396972656,-114.57463836669922,-114.52806091308594,-116.73191833496094,-118.181396484375,-115.82286071777344,-116.5434799194336,-115.74422454833984,-117.41455841064453,-116.48616790771484,-111.70343780517578,-110.24337768554688,-114.55354309082031,-119.18021392822266,-119.72503662109375,-120.10897064208984,-121.4044418334961,-120.34559631347656,-121.54850006103516,-120.47538757324219,-116.55762481689453,-116.97389221191406,-118.92962646484375,-117.07395935058594,-87.19449615478516,-62.2689323425293,-53.66341018676758,-48.44221115112305,-51.131553649902344,-54.370941162109375,-59.59033203125,-59.6591682434082,-62.63772201538086,-61.38574981689453,-59.959659576416016,-61.56019592285156,-60.29777908325195,-60.468360900878906,-63.12217712402344,-65.05094146728516,-64.2608871459961,-65.07839965820312,-68.03140258789062,-70.09956359863281,-68.04157257080078,-71.55111694335938,-77.2182388305664,-77.16185760498047,-77.55963134765625,-80.2767105102539,-83.66779327392578,-85.87152862548828,-90.17085266113281,-93.96353912353516,-96.9464340209961,-101.80233001708984,-105.43339538574219,-105.76176452636719,-109.66053009033203,-112.71622467041016
0,-116.93147277832031,-116.40122985839844,-116.71488189697266,-120.28302764892578,-121.02002716064453,-119.706787109375,-115.04161071777344,-117.05490112304688,-117.9401626586914,-116.9981918334961,-115.22303009033203,-114.34766387939453,-109.98603057861328,-109.79834747314453,-114.0481185913086,-114.69197082519531,-116.01007080078125,-119.06556701660156,-118.33540344238281,-117.51399993896484,-115.79293060302734,-113.21043395996094,-110.48199462890625,-114.2078628540039,-120.34188079833984,-120.66840362548828,-119.6781005859375,-118.26322937011719,-117.21380615234375,-117.81513214111328,-119.67247772216797,-117.43090057373047,-117.73613739013672,-119.33050537109375,-119.5401382446289,-101.00450897216797,-70.84883880615234,-63.242950439453125,-58.98919677734375,-61.724361419677734,-65.29318237304688,-66.5391845703125,-67.78714752197266,-68.63766479492188,-68.2361068725586,-66.37177276611328,-66.71220397949219,-66.5929183959961,-65.37065887451172,-61.3218994140625,-58.56085205078125,-57.91963577270508,-58.98072814941406,-63.94241714477539,-63.70966339111328,-68.12146759033203,-69.27202606201172,-72.13037109375,-76.29430389404297,-76.72084045410156,-77.15164184570312,-80.49922180175781,-85.35127258300781,-87.5788345336914,-93.33160400390625,-100.357421875,-103.2989273071289,-107.19886016845703,-109.74420928955078,-112.80809020996094,-114.99185180664062
0,-120.61013793945312,-120.24961853027344,-115.86910247802734,-117.17588806152344,-117.46541595458984,-119.85472869873047,-120.53535461425781,-119.65332794189453,-118.60716247558594,-118.25213623046875,-113.24378204345703,-110.48373413085938,-112.17707061767578,-114.80789184570312,-116.82515716552734,-114.72737884521484,-115.69278717041016,-117.93452453613281,-117.57366943359375,-115.78385925292969,-112.41536712646484,-104.73712921142578,-101.72935485839844,-106.3542251586914,-117.43394470214844,-121.36614227294922,-121.4701919555664,-118.55892944335938,-117.63746643066406,-119.38825225830078,-119.81610107421875,-117.28636932373047,-118.84754943847656,-121.5677719116211,-121.64605712890625,-98.80782318115234,-73.85222625732422,-65.8765640258789,-59.50041961669922,-61.407718658447266,-63.903568267822266,-66.28665924072266,-63.256412506103516,-63.793556213378906,-64.06444549560547,-60.41501235961914,-60.74198913574219,-59.09779739379883,-59.02518081665039,-60.91929244995117,-60.28898620605469,-62.43708801269531,-65.24678802490234,-68.24452209472656,-69.3208999633789,-69.39625549316406,-72.07829284667969,-72.51850891113281,-73.94218444824219,-75.80506896972656,-76.48265075683594,-78.51631927490234,-85.60352325439453,-89.79196166992188,-92.74345397949219,-103.22232055664062,-109.03398132324219,-111.25456237792969,-113.34033966064453,-114.71893310546875,-117.70929718017578
0,-125.7292251586914,-126.99951171875,-125.18929290771484,-127.41777038574219,-125.4238510131836,-124.80622100830078,-120.89643096923828,-119.78113555908203,-117.97428894042969,-118.37248992919922,-120.56767272949219,-120.92913818359375,-117.83102416992188,-116.09358215332031,-116.0451431274414,-119.502685546875,-124.57772064208984,-124.1411361694336,-124.17797088623047,-125.54463958740234,-125.6173095703125,-120.08200073242188,-116.54846954345703,-117.81354522705078,-126.24369049072266,-128.2236785888672,-128.3373260498047,-125.40479278564453,-127.13056182861328,-128.9051055908203,-126.92935180664062,-130.4961395263672,-128.29391479492188,-126.17814636230469,-124.22700500488281,-114.18929290771484,-91.3153305053711,-81.24894714355469,-74.05603790283203,-75.22779846191406,-78.0556640625,-77.66646575927734,-77.20294952392578,-78.70625305175781,-79.3443603515625,-78.60757446289062,-79.53230285644531,-78.16413879394531,-77.76622009277344,-74.72071838378906,-72.25311279296875,-72.43492126464844,-76.32749938964844,-77.87104034423828,-79.22071075439453,-79.62496185302734,-80.80431365966797,-85.09589385986328,-86.40919494628906,-90.13124084472656,-89.49156951904297,-90.36824035644531,-97.59075164794922,-103.80828094482422,-107.69319152832031,-117.2303695678711,-121.49756622314453,-123.56674194335938,-125.20587921142578,-126.91649627685547,-129.16432189941406
0,-130.2371368408203,-132.38365173339844,-133.4541015625,-133.8887939453125,-133.92471313476562,-131.365966796875,-125.51942443847656,-121.08625030517578,-123.13356018066406,-127.56392669677734,-121.3520278930664,-107.226318359375,-102.8596420288086,-104.75129699707031,-112.41018676757812,-121.96390533447266,-128.20188903808594,-130.69761657714844,-130.07752990722656,-129.88958740234375,-131.5904998779297,-128.39808654785156,-127.79241180419922,-128.25572204589844,-130.01864624023438,-130.73585510253906,-133.1717987060547,-132.91818237304688,-136.68502807617188,-136.081298828125,-136.18641662597656,-133.12619018554688,-135.7142333984375,-135.77059936523438,-133.4541473388672,-123.08306121826172,-103.96269226074219,-93.49580383300781,-86.28196716308594,-88.56238555908203,-90.51251220703125,-90.21570587158203,-91.26959228515625,-90.40946960449219,-90.52243041992188,-89.4761962890625,-87.54400634765625,-86.28357696533203,-86.41117095947266,-84.76713562011719,-84.40814971923828,-86.16222381591797,-90.10338592529297,-92.49040985107422,-95.80642700195312,-95.60353088378906,-96.75650024414062,-101.29454803466797,-102.72838592529297,-102.25204467773438,-102.1511001586914,-103.05767822265625,-109.33806610107422,-113.40609741210938,-118.13737487792969,-128.1215362548828,-131.35032653808594,-129.32518005371094,-131.05496215820312,-131.78221130371094,-134.208740234375
