-7.631191253662109375e+01,-7.227769470214843750e+01,-6.740522766113281250e+01,-6.602445220947265625e+01,-6.568796539306640625e+01,-6.554815673828125000e+01,-6.555075073242187500e+01,-6.553536987304687500e+01,-6.549766540527343750e+01,-6.541670227050781250e+01,-6.534967803955078125e+01,-6.540183258056640625e+01,-6.547692108154296875e+01,-6.564887237548828125e+01,-6.599407196044921875e+01
-7.926728057861328125e+01,-7.063979339599609375e+01,-6.471357727050781250e+01,-6.450826263427734375e+01,-6.443741607666015625e+01,-6.439559936523437500e+01,-6.443344116210937500e+01,-6.449298858642578125e+01,-6.455078125000000000e+01,-6.457025909423828125e+01,-6.465823364257812500e+01,-6.485412597656250000e+01,-6.506073760986328125e+01,-6.536193847656250000e+01,-6.578201293945312500e+01
-8.029889678955078125e+01,-7.421778106689453125e+01,-6.718334960937500000e+01,-6.491199493408203125e+01,-6.481819152832031250e+01,-6.515376281738281250e+01,-6.553320312500000000e+01,-6.593009185791015625e+01,-6.626261138916015625e+01,-6.663230895996093750e+01,-6.696974182128906250e+01,-6.716950988769531250e+01,-6.747467803955078125e+01,-6.794906616210937500e+01,-6.845917510986328125e+01
-8.326148223876953125e+01,-7.713548278808593750e+01,-6.959129333496093750e+01,-6.710668945312500000e+01,-6.658279418945312500e+01,-6.642357635498046875e+01,-6.643122100830078125e+01,-6.657164764404296875e+01,-6.681007385253906250e+01,-6.707913970947265625e+01,-6.743569946289062500e+01,-6.779543304443359375e+01,-6.832319641113281250e+01,-6.895038604736328125e+01,-6.960349273681640625e+01
-8.811367034912109375e+01,-8.428617858886718750e+01,-7.811747741699218750e+01,-7.544255065917968750e+01,-7.414282989501953125e+01,-7.325884246826171875e+01,-7.269798278808593750e+01,-7.239833068847656250e+01,-7.234327697753906250e+01,-7.248857116699218750e+01,-7.268885803222656250e+01,-7.304166412353515625e+01,-7.354592132568359375e+01,-7.413596343994140625e+01,-7.482910156250000000e+01
-8.854349517822265625e+01,-8.666676330566406250e+01,-8.239292144775390625e+01,-7.946779632568359375e+01,-7.817826080322265625e+01,-7.739436340332031250e+01,-7.694511413574218750e+01,-7.674139404296875000e+01,-7.668454742431640625e+01,-7.680486297607421875e+01,-7.696983337402343750e+01,-7.723621368408203125e+01,-7.757414245605468750e+01,-7.808236694335937500e+01,-7.870291137695312500e+01
-9.182286071777343750e+01,-9.026438903808593750e+01,-8.660335540771484375e+01,-8.413893890380859375e+01,-8.331796264648437500e+01,-8.293889617919921875e+01,-8.278681945800781250e+01,-8.274636840820312500e+01,-8.278155517578125000e+01,-8.289144134521484375e+01,-8.307077789306640625e+01,-8.331417083740234375e+01,-8.363140869140625000e+01,-8.396336364746093750e+01,-8.445929718017578125e+01
-9.492475128173828125e+01,-9.339014434814453125e+01,-9.012757873535156250e+01,-8.789895629882812500e+01,-8.711341094970703125e+01,-8.676268005371093750e+01,-8.672798156738281250e+01,-8.692292022705078125e+01,-8.724484252929687500e+01,-8.760634613037109375e+01,-8.802680969238281250e+01,-8.846108245849609375e+01,-8.895288085937500000e+01,-8.951093292236328125e+01,-9.014175415039062500e+01
-9.639849853515625000e+01,-9.478633117675781250e+01,-9.176892089843750000e+01,-8.991235351562500000e+01,-8.938980102539062500e+01,-8.912821197509765625e+01,-8.912468719482421875e+01,-8.937331390380859375e+01,-8.982901763916015625e+01,-9.038677978515625000e+01,-9.101549530029296875e+01,-9.164477539062500000e+01,-9.232979583740234375e+01,-9.300317382812500000e+01,-9.370698547363281250e+01
-9.943567657470703125e+01,-9.765779876708984375e+01,-9.478826141357421875e+01,-9.296634674072265625e+01,-9.251150512695312500e+01,-9.221600341796875000e+01,-9.208531188964843750e+01,-9.214000701904296875e+01,-9.229308319091796875e+01,-9.253122711181640625e+01,-9.291133880615234375e+01,-9.338878631591796875e+01,-9.397825622558593750e+01,-9.464849090576171875e+01,-9.533267974853515625e+01
-1.010647506713867188e+02,-9.942770385742187500e+01,-9.709944152832031250e+01,-9.551734924316406250e+01,-9.512933349609375000e+01,-9.499859619140625000e+01,-9.505087280273437500e+01,-9.521724700927734375e+01,-9.540243530273437500e+01,-9.566795349121093750e+01,-9.593795776367187500e+01,-9.636365509033203125e+01,-9.688367462158203125e+01,-9.745085906982421875e+01,-9.803108978271484375e+01
