0,-85.7508544921875,-96.30736541748047,-104.26199340820312,-85.18955993652344,-87.54871368408203,-98.5140151977539,-110.0902328491211,-110.81716918945312,-115.86869812011719,-117.27674865722656,-111.42100524902344,-118.46031188964844,-118.83712005615234,-93.46659851074219,-74.72488403320312,-86.10542297363281,-87.26627349853516,-80.32417297363281,-75.8914794921875,-75.7611083984375,-81.21343231201172,-87.13264465332031,-83.18389129638672,-101.9178237915039,-95.78528594970703,-102.46890258789062,-100.23544311523438,-96.8543701171875,-105.95655059814453
0,-68.70903015136719,-76.07833862304688,-92.22618103027344,-74.59198760986328,-76.19035339355469,-87.0227279663086,-97.54330444335938,-95.71409606933594,-101.01031494140625,-103.93189239501953,-99.57361602783203,-99.20632934570312,-98.98249053955078,-78.65235900878906,-51.01162338256836,-54.57252883911133,-55.64496612548828,-50.07160568237305,-49.58292770385742,-55.39640808105469,-63.127960205078125,-66.96440887451172,-72.64041137695312,-74.24533081054688,-82.67462921142578,-86.20281219482422,-80.62889862060547,-86.88508605957031,-89.49358367919922
0,-65.78411865234375,-75.91944885253906,-85.6958999633789,-68.32487487792969,-73.74617004394531,-91.79446411132812,-104.12171936035156,-107.40169525146484,-108.09607696533203,-108.8314437866211,-109.05651092529297,-104.68279266357422,-106.60426330566406,-72.2292251586914,-44.16267013549805,-45.62993240356445,-48.955543518066406,-49.780601501464844,-45.13612365722656,-48.732330322265625,-54.58721923828125,-57.44061279296875,-64.5879898071289,-64.81075286865234,-69.99080657958984,-70.9153060913086,-74.02154541015625,-77.47752380371094,-79.2996826171875
0,-85.63461303710938,-99.78968811035156,-102.92029571533203,-89.73123168945312,-96.5279541015625,-108.09161376953125,-112.91217803955078,-114.76380920410156,-115.9471435546875,-114.67117309570312,-116.09878540039062,-110.36412048339844,-113.10801696777344,-68.99674224853516,-44.94649887084961,-39.43526840209961,-54.04618835449219,-46.89909744262695,-44.809776306152344,-50.09552001953125,-63.74578094482422,-68.67151641845703,-68.30746459960938,-73.46280670166016,-68.96255493164062,-71.10969543457031,-71.2334213256836,-75.63294982910156,-82.52110290527344
0,-98.84432220458984,-107.49271392822266,-118.13141632080078,-110.34346008300781,-111.60139465332031,-116.01004791259766,-117.81443786621094,-117.62105560302734,-115.64376831054688,-114.1239242553711,-113.66696166992188,-107.7071533203125,-107.60163879394531,-83.6233901977539,-60.63447570800781,-41.476261138916016,-39.822940826416016,-38.41251754760742,-38.042213439941406,-48.04160690307617,-63.4151611328125,-66.36405181884766,-69.44066619873047,-72.94136047363281,-69.29320526123047,-69.75184631347656,-73.82958984375,-77.28961944580078,-81.44414520263672
0,-97.5689468383789,-104.5588607788086,-124.02503967285156,-118.81040954589844,-120.88623046875,-121.61332702636719,-124.42745208740234,-118.98590850830078,-119.9444808959961,-117.474853515625,-118.5599594116211,-110.7169418334961,-109.93607330322266,-80.5267562866211,-72.15437316894531,-58.2053108215332,-49.17402267456055,-42.44316482543945,-47.63263702392578,-57.990116119384766,-69.65221405029297,-72.95185852050781,-74.584228515625,-75.67894744873047,-77.40382385253906,-83.67151641845703,-79.25032043457031,-82.9864273071289,-84.55873107910156
0,-100.73837280273438,-112.31311798095703,-124.15406799316406,-122.37586212158203,-123.65960693359375,-125.59578704833984,-124.27777862548828,-122.61170196533203,-121.69432067871094,-122.90424346923828,-119.76911163330078,-119.35686492919922,-120.27633666992188,-84.24744415283203,-75.66192626953125,-67.12781524658203,-58.82503890991211,-54.54705047607422,-56.47157669067383,-71.27950286865234,-81.28065490722656,-81.84246063232422,-79.17709350585938,-80.15264892578125,-81.74220275878906,-81.28056335449219,-82.49684143066406,-88.92369079589844,-94.48137664794922
0,-114.2082290649414,-125.3542709350586,-126.97309875488281,-124.41226959228516,-125.53077697753906,-127.40894317626953,-128.16807556152344,-125.57258605957031,-128.46649169921875,-126.91383361816406,-124.00862121582031,-125.26585388183594,-125.8254165649414,-84.91586303710938,-76.1209945678711,-63.23110580444336,-57.585113525390625,-53.41649627685547,-58.22299575805664,-72.60359191894531,-81.2449722290039,-84.26757049560547,-83.39994812011719,-83.02709197998047,-79.98265075683594,-80.06196594238281,-80.68616485595703,-86.01426696777344,-89.42576599121094
0,-116.75919342041016,-125.39676666259766,-129.33984375,-128.70401000976562,-128.21685791015625,-128.5106201171875,-128.79579162597656,-127.23051452636719,-129.6999969482422,-126.74742126464844,-118.47154235839844,-125.48433685302734,-125.30070495605469,-85.0016860961914,-68.76679229736328,-53.85335922241211,-51.90377426147461,-48.51670455932617,-52.044612884521484,-66.37169647216797,-76.84591674804688,-80.67976379394531,-80.81825256347656,-78.172607421875,-79.5419921875,-76.90908813476562,-80.1161880493164,-87.80610656738281,-91.00896453857422
0,-121.83425903320312,-123.74462890625,-127.38826751708984,-126.43013763427734,-126.77562713623047,-128.5859375,-131.77926635742188,-127.2031478881836,-127.77079010009766,-113.21021270751953,-106.5993881225586,-122.79673767089844,-117.75477600097656,-84.24201202392578,-66.22865295410156,-58.28118896484375,-53.886512756347656,-51.90230178833008,-60.494140625,-74.85723114013672,-86.73629760742188,-87.81568145751953,-80.81465148925781,-78.95219421386719,-84.45939636230469,-85.43854522705078,-87.04537963867188,-92.92633819580078,-102.5828628540039
