0,-79.31562042236328,-88.67928314208984,-99.57242584228516,-85.8764877319336,-85.7345962524414,-94.70463562011719,-110.6943359375,-112.66133117675781,-111.5219497680664,-107.72806549072266,-112.14767456054688,-113.34293365478516,-108.07135772705078,-84.24090576171875,-74.47784423828125,-86.88045501708984,-85.70868682861328,-92.75885772705078,-91.62520599365234,-91.64271545410156,-93.0307388305664,-82.34595489501953,-81.96893310546875,-89.08806610107422,-84.63417053222656,-86.00680541992188,-83.78811645507812,-89.83275604248047,-98.37818145751953,-103.20720672607422
0,-64.10200500488281,-77.85020446777344,-92.50943756103516,-69.17417907714844,-69.31678771972656,-87.30917358398438,-95.73543548583984,-95.33113861083984,-97.38849639892578,-98.79737091064453,-102.38850402832031,-99.37184143066406,-101.85100555419922,-65.54638671875,-51.43135452270508,-46.96697998046875,-46.669795989990234,-50.872108459472656,-51.96895980834961,-48.664527893066406,-44.5018196105957,-49.001686096191406,-53.45278549194336,-61.995845794677734,-64.19879150390625,-68.18544006347656,-65.91764068603516,-70.99762725830078,-83.95382690429688,-84.68374633789062
0,-62.23033142089844,-81.62147521972656,-96.30420684814453,-65.54402160644531,-63.64492416381836,-90.45194244384766,-105.15398406982422,-101.45301818847656,-103.5736312866211,-107.2376708984375,-112.72341918945312,-110.26910400390625,-109.3888931274414,-58.88978576660156,-44.06694412231445,-42.83938217163086,-44.178428649902344,-44.578182220458984,-42.90768814086914,-43.016300201416016,-42.936058044433594,-42.185916900634766,-46.73616409301758,-50.22895431518555,-54.97318649291992,-57.796077728271484,-62.66959762573242,-66.48222351074219,-69.32489013671875,-75.69255828857422
0,-82.92678833007812,-102.33711242675781,-119.31478881835938,-84.06940460205078,-85.28334045410156,-102.6958236694336,-110.58889770507812,-113.12643432617188,-111.95758056640625,-111.36786651611328,-107.5182113647461,-109.01692199707031,-110.03659057617188,-68.34076690673828,-54.70582962036133,-55.87902069091797,-56.81511306762695,-58.342708587646484,-58.30512619018555,-52.39816665649414,-48.263343811035156,-56.17559051513672,-60.56922912597656,-72.216064453125,-78.26934814453125,-78.83219909667969,-84.3371353149414,-92.17999267578125,-96.71479034423828,-101.071044921875
0,-94.98312377929688,-106.13097381591797,-116.98043823242188,-102.6650619506836,-98.91397094726562,-109.09184265136719,-116.48299407958984,-115.30840301513672,-117.160888671875,-108.95055389404297,-101.48101043701172,-108.42820739746094,-110.03286743164062,-74.2616958618164,-74.23670959472656,-74.3878402709961,-73.32259368896484,-69.79157257080078,-68.47715759277344,-71.84811401367188,-67.76881408691406,-79.36128997802734,-79.0267333984375,-87.93769836425781,-84.65115356445312,-85.94898223876953,-95.20831298828125,-97.89287567138672,-101.373779296875,-109.99520874023438
0,-88.78726196289062,-100.1570816040039,-120.71807861328125,-112.9632568359375,-104.94378662109375,-106.99562072753906,-110.88397979736328,-115.90925598144531,-119.1317367553711,-110.4758071899414,-100.89320373535156,-105.01903533935547,-112.72090911865234,-76.89556884765625,-76.58177947998047,-81.39746856689453,-80.0517349243164,-75.59259796142578,-72.92137145996094,-70.3266372680664,-70.38211059570312,-76.76958465576172,-81.88543701171875,-81.63350677490234,-80.14205932617188,-89.21207427978516,-94.89981079101562,-99.9776611328125,-108.57757568359375,-113.42023468017578
0,-93.59197235107422,-108.62958526611328,-121.64988708496094,-116.3687515258789,-118.69367218017578,-120.27222442626953,-119.83837127685547,-125.16393280029297,-127.56839752197266,-119.5702133178711,-102.98568725585938,-107.42520904541016,-121.9857177734375,-94.0384521484375,-83.05289459228516,-91.30113220214844,-91.54064178466797,-86.45230865478516,-79.77742767333984,-75.73451232910156,-77.5478286743164,-81.4075927734375,-89.07513427734375,-89.39551544189453,-95.24103546142578,-106.1036148071289,-110.85942840576172,-116.19230651855469,-119.56611633300781,-121.79896545410156
0,-105.22933959960938,-121.25153350830078,-126.43966674804688,-123.72061920166016,-125.8966064453125,-126.13992309570312,-126.89375305175781,-125.93207550048828,-125.0459213256836,-115.05313110351562,-98.86305236816406,-105.43460083007812,-115.04102325439453,-102.10509490966797,-91.54602813720703,-93.15988159179688,-96.88121795654297,-95.0052490234375,-85.2734146118164,-82.60487365722656,-85.17603302001953,-94.5670166015625,-97.59932708740234,-101.17223358154297,-108.91661071777344,-113.32000732421875,-115.5938949584961,-121.8133316040039,-124.54228973388672,-124.43219757080078
0,-110.00550079345703,-125.55298614501953,-127.36611938476562,-124.14697265625,-123.56172180175781,-125.866943359375,-127.46088409423828,-125.34159088134766,-126.30921173095703,-105.82418060302734,-89.50250244140625,-101.55463409423828,-110.38381958007812,-88.50469207763672,-75.41413879394531,-84.30059814453125,-86.74517059326172,-85.2681655883789,-74.61570739746094,-73.79291534423828,-74.00799560546875,-87.84574127197266,-91.99700164794922,-91.5691909790039,-96.57585906982422,-93.91353607177734,-96.98479461669922,-103.98876190185547,-118.98725891113281,-123.35286712646484
0,-120.89566040039062,-125.32440948486328,-124.5630874633789,-125.31373596191406,-125.61601257324219,-126.92694091796875,-126.76129913330078,-129.0305938720703,-128.56126403808594,-110.34497833251953,-91.09210968017578,-101.34535217285156,-114.78878021240234,-80.57115173339844,-67.25220489501953,-72.03348541259766,-75.09033966064453,-75.84677124023438,-63.636863708496094,-61.401695251464844,-62.42015075683594,-71.9762954711914,-80.7891845703125,-83.72509765625,-88.1093978881836,-96.98975372314453,-99.78350067138672,-110.64112091064453,-118.44426727294922,-125.21102142333984
0,-95.50325775146484,-114.90937042236328,-123.0257339477539,-109.9595947265625,-108.8629379272461,-125.44384002685547,-128.4525604248047,-126.32777404785156,-127.6702880859375,-116.95220184326172,-100.19979095458984,-110.47005462646484,-118.4885025024414,-79.73820495605469,-68.99349975585938,-77.74691772460938,-77.54075622558594,-76.55482482910156,-67.11255645751953,-62.516849517822266,-65.90937805175781,-74.17024993896484,-74.41424560546875,-80.35557556152344,-91.96565246582031,-101.22113800048828,-107.18732452392578,-121.10289001464844,-125.18360137939453,-125.37945556640625
0,-91.852783203125,-106.17744445800781,-125.82955169677734,-102.6688003540039,-102.94522094726562,-129.1140899658203,-123.9866943359375,-135.60040283203125,-126.00564575195312,-115.88340759277344,-97.66151428222656,-108.28124237060547,-116.84481811523438,-77.8927993774414,-65.79679870605469,-75.80404663085938,-74.78772735595703,-74.89511108398438,-68.52188873291016,-59.85856628417969,-59.720985412597656,-71.38371276855469,-74.86903381347656,-83.01931762695312,-92.14857482910156,-96.18031311035156,-93.59815979003906,-117.24422454833984,-122.67212677001953,-124.11090850830078
0,-88.73237609863281,-105.1448974609375,-129.3435516357422,-101.17166137695312,-111.6841812133789,-122.95418548583984,-121.40343475341797,-125.7293701171875,-129.1869354248047,-118.76892852783203,-100.24779510498047,-115.77665710449219,-120.73930358886719,-73.65190124511719,-63.00987243652344,-72.35227966308594,-76.54168701171875,-80.6474609375,-69.92326354980469,-67.10044860839844,-62.0760383605957,-69.81171417236328,-75.15482330322266,-78.54386138916016,-83.68153381347656,-89.51910400390625,-95.51171875,-121.82755279541016,-123.799072265625,-116.87547302246094
