0,-86.81017303466797,-85.41223907470703,-97.3078842163086,-107.77742767333984,-92.24954986572266,-90.87084197998047,-107.38941955566406,-112.99172973632812,-109.01970672607422,-114.92733764648438,-113.9585952758789,-116.01656341552734,-119.86378479003906,-92.84051513671875,-79.70271301269531,-77.11402893066406,-87.51348114013672,-97.69573211669922,-98.001953125,-98.15901184082031,-94.86787414550781,-89.98820495605469,-88.0866928100586,-88.95114135742188,-91.15178680419922,-87.82587432861328,-89.09478759765625,-89.21549224853516,-88.0204086303711,-92.73662567138672,-92.7289810180664,-95.82977294921875,-106.45931243896484,-103.45165252685547,-107.82423400878906,-119.867919921875,-120.52397155761719
0,-68.70758819580078,-70.3224868774414,-85.98612976074219,-85.96707153320312,-75.24083709716797,-74.78601837158203,-100.04092407226562,-96.49716186523438,-94.67557525634766,-91.46688842773438,-96.6106948852539,-99.9824447631836,-98.22473907470703,-76.10138702392578,-56.57984924316406,-54.49007797241211,-57.94820785522461,-56.8123779296875,-58.285343170166016,-55.251731872558594,-54.01160430908203,-51.97521209716797,-51.50446701049805,-52.16121292114258,-56.740966796875,-61.17292404174805,-64.22989654541016,-64.98503112792969,-68.77143096923828,-74.20008087158203,-72.59090423583984,-76.56448364257812,-86.51943969726562,-90.47285461425781,-89.65676879882812,-99.26995849609375,-100.14420318603516
0,-66.78598022460938,-67.20292663574219,-84.3924560546875,-90.40316009521484,-70.46519470214844,-70.11247253417969,-98.08563995361328,-96.63932800292969,-89.99183654785156,-88.8089599609375,-85.44960021972656,-91.55046844482422,-92.16046142578125,-69.30561828613281,-54.016998291015625,-52.69081497192383,-54.69384765625,-55.032840728759766,-55.94828414916992,-56.55847930908203,-56.61864471435547,-53.812435150146484,-54.67049789428711,-55.128631591796875,-55.96007537841797,-57.490135192871094,-62.14350891113281,-66.22610473632812,-66.67486572265625,-69.33492279052734,-74.00912475585938,-76.71513366699219,-82.93143463134766,-84.91036987304688,-87.3316879272461,-90.59652709960938,-98.35897827148438
0,-86.89456176757812,-87.15010833740234,-101.71084594726562,-101.91993713378906,-88.59320068359375,-85.93708801269531,-97.64735412597656,-101.5290756225586,-95.5918960571289,-95.03057861328125,-94.6008529663086,-96.56587219238281,-99.44825744628906,-66.08710479736328,-51.806251525878906,-49.03424072265625,-59.02256774902344,-61.04578399658203,-59.12928771972656,-55.577308654785156,-55.40464401245117,-51.359161376953125,-51.735023498535156,-59.809234619140625,-69.43162536621094,-72.16859436035156,-74.38136291503906,-81.21661376953125,-82.63973236083984,-86.57592010498047,-94.42086029052734,-102.74961853027344,-107.0432357788086,-107.42066955566406,-109.68696594238281,-109.04488372802734,-105.22323608398438
0,-100.26708984375,-102.38963317871094,-112.5052719116211,-113.1039810180664,-110.2248764038086,-105.00714874267578,-115.206298828125,-102.93498229980469,-99.52861785888672,-99.66007995605469,-94.67623901367188,-93.10398864746094,-90.8868637084961,-60.88827133178711,-44.8688850402832,-42.775779724121094,-49.84040832519531,-51.91682434082031,-47.999847412109375,-47.831661224365234,-49.93497085571289,-46.813568115234375,-46.257694244384766,-56.170780181884766,-64.21043395996094,-68.33870697021484,-75.92762756347656,-78.0270004272461,-76.11199951171875,-82.03058624267578,-85.11605072021484,-94.55160522460938,-102.12129211425781,-101.89205169677734,-104.19841766357422,-106.94690704345703,-109.7156982421875
0,-94.52792358398438,-91.55376434326172,-103.6436767578125,-112.3670425415039,-119.53558349609375,-116.97526550292969,-112.05486297607422,-111.69877624511719,-103.38640594482422,-107.76114654541016,-108.68441772460938,-112.49496459960938,-114.35894775390625,-72.50938415527344,-55.8792610168457,-52.11824035644531,-55.250526428222656,-50.76020431518555,-44.82870101928711,-40.47244644165039,-42.35307693481445,-42.05498123168945,-42.18628692626953,-55.31208038330078,-62.53310775756836,-63.767547607421875,-69.53984832763672,-70.79949188232422,-78.04444122314453,-82.06295776367188,-82.78919219970703,-88.7835693359375,-97.31844329833984,-98.37887573242188,-96.71412658691406,-100.27497100830078,-105.97186279296875
0,-100.10248565673828,-102.40567779541016,-116.1069107055664,-123.13353729248047,-126.44852447509766,-126.39117431640625,-121.37596130371094,-122.45278930664062,-122.15497589111328,-114.61380004882812,-113.93960571289062,-118.63777923583984,-120.32627868652344,-72.73727416992188,-57.55968475341797,-54.41400146484375,-54.5401725769043,-53.20155715942383,-48.82650375366211,-45.1514892578125,-44.10673904418945,-44.834556579589844,-44.954803466796875,-58.678466796875,-65.42164611816406,-65.6824951171875,-71.74671936035156,-76.20474243164062,-78.97557830810547,-83.82907104492188,-86.43651580810547,-92.10183715820312,-95.3618392944336,-100.70775604248047,-102.69255065917969,-104.5362777709961,-114.58878326416016
0,-106.84923553466797,-111.16706085205078,-120.01297760009766,-126.67488098144531,-126.9311752319336,-125.91466522216797,-127.92422485351562,-129.98985290527344,-125.06107330322266,-124.98974609375,-124.96460723876953,-125.79357147216797,-122.15519714355469,-81.70100402832031,-72.82357788085938,-72.37173461914062,-74.53568267822266,-71.00537872314453,-66.9867172241211,-65.2662124633789,-62.50922393798828,-61.54032516479492,-61.555908203125,-72.79374694824219,-77.54428100585938,-77.65449523925781,-86.38587188720703,-89.62541961669922,-90.7347640991211,-92.59058380126953,-95.0881576538086,-100.84903717041016,-106.71141052246094,-110.06355285644531,-112.30262756347656,-116.83424377441406,-128.8130340576172
0,-113.0519027709961,-113.74803924560547,-124.1213607788086,-127.30087280273438,-123.81675720214844,-121.3477783203125,-126.46653747558594,-126.42377471923828,-127.46915435791016,-122.57080841064453,-120.4939956665039,-126.86572265625,-123.3176040649414,-86.86441040039062,-78.2833023071289,-80.1544418334961,-81.21717071533203,-76.95708465576172,-75.15890502929688,-74.28324127197266,-71.00580596923828,-69.82215118408203,-70.15434265136719,-77.69738006591797,-81.0513916015625,-83.98068237304688,-90.44731140136719,-92.05664825439453,-93.70327758789062,-96.84724426269531,-101.24432373046875,-104.63916015625,-111.7791519165039,-117.8709945678711,-123.8985595703125,-126.86559295654297,-129.00953674316406
0,-114.11721801757812,-114.74710083007812,-124.0241470336914,-129.86207580566406,-125.80258178710938,-127.04009246826172,-128.7267608642578,-128.290283203125,-129.7374267578125,-125.5440673828125,-119.68927764892578,-118.04012298583984,-124.41376495361328,-91.04473876953125,-80.15304565429688,-79.67903900146484,-81.6134033203125,-77.71772766113281,-72.5793228149414,-73.89604949951172,-73.39022064208984,-72.69046783447266,-73.80587768554688,-84.79485321044922,-90.14751434326172,-90.80514526367188,-95.85604858398438,-97.72229766845703,-100.5766830444336,-104.38363647460938,-107.00341033935547,-112.39848327636719,-125.1783447265625,-126.12691497802734,-126.7991943359375,-130.52818298339844,-129.48654174804688
0,-100.11612701416016,-101.64910888671875,-117.7574691772461,-126.78663635253906,-115.8419418334961,-116.46739959716797,-131.2532958984375,-130.94349670410156,-132.25711059570312,-132.2241973876953,-127.62226104736328,-127.37882995605469,-126.564453125,-89.7750244140625,-75.92076873779297,-76.10200500488281,-72.49939727783203,-69.36634826660156,-65.1739273071289,-65.18301391601562,-64.29911041259766,-65.01922607421875,-65.30101013183594,-79.52607727050781,-83.96056365966797,-86.18521118164062,-94.65807342529297,-100.17178344726562,-103.58905029296875,-106.01836395263672,-108.47818756103516,-116.39151000976562,-128.1038055419922,-129.29031372070312,-129.59051513671875,-130.4171600341797,-128.8191375732422
0,-90.81279754638672,-93.3781509399414,-119.51920318603516,-138.33053588867188,-123.4642105102539,-120.66209411621094,-129.73699951171875,-133.1414031982422,-131.74606323242188,-133.09791564941406,-152.0615692138672,-126.09577941894531,-126.63105010986328,-95.07490539550781,-75.00886535644531,-83.28986358642578,-60.38437271118164,-65.09137725830078,-61.04810333251953,-59.057594299316406,-61.24310302734375,-67.67061614990234,-67.98670196533203,-69.98356628417969,-76.06057739257812,-77.57767486572266,-99.14692687988281,-100.63487243652344,-99.60639190673828,-103.31851959228516,-114.71015167236328,-115.77328491210938,-127.6253662109375,-128.89894104003906,-131.76348876953125,-128.8954315185547,-128.4131317138672
