0,-82.66453552246094,-81.91569519042969,-85.06817626953125,-91.35521697998047,-99.48231506347656,-96.14370727539062,-87.06605529785156,-86.62789916992188,-92.34564208984375,-93.12994384765625,-95.51359558105469,-113.74768829345703,-115.24153137207031,-116.11687469482422,-118.29986572265625,-116.67080688476562,-112.13755798339844,-116.72196197509766,-119.39510345458984,-122.66131591796875,-123.22338104248047,-124.27682495117188,-125.18629455566406,-117.4656982421875,-115.92609405517578,-107.50706481933594,-79.57695770263672,-78.92859649658203,-79.97482299804688,-88.52610778808594,-88.0020980834961,-85.10629272460938,-90.29205322265625,-91.56119537353516,-89.68231964111328,-87.89109802246094,-89.7905044555664,-90.81456756591797,-88.43513488769531,-92.28684997558594,-89.446533203125,-87.26296997070312,-84.27640533447266,-78.56155395507812,-78.52764892578125,-79.03668975830078,-80.54951477050781,-86.23371124267578,-91.55420684814453,-90.73361206054688,-92.44107055664062,-94.7226333618164,-87.53654479980469,-88.32161712646484,-91.42996215820312,-92.44001007080078
0,-67.65032196044922,-65.97616577148438,-69.52938079833984,-75.76274871826172,-88.37848663330078,-73.27008056640625,-68.68671417236328,-71.23200988769531,-80.93596649169922,-84.26311492919922,-91.81181335449219,-100.96148681640625,-98.60841369628906,-100.47794342041016,-100.08870697021484,-102.92610168457031,-103.36241912841797,-104.28006744384766,-101.56060791015625,-101.35633087158203,-103.7753677368164,-102.33224487304688,-100.35453033447266,-103.30320739746094,-104.6318588256836,-95.40841674804688,-60.8210334777832,-47.61509323120117,-48.355674743652344,-48.405235290527344,-47.996524810791016,-48.23289489746094,-48.510643005371094,-53.562801361083984,-53.2741813659668,-52.44675827026367,-49.72688674926758,-51.3753547668457,-48.78984451293945,-49.59998321533203,-49.180171966552734,-50.08464813232422,-48.49734115600586,-47.45356369018555,-45.75423049926758,-52.345462799072266,-53.14307403564453,-56.91855239868164,-59.32283401489258,-62.49773025512695,-66.03579711914062,-72.93538665771484,-66.45197296142578,-63.170860290527344,-68.08216094970703,-73.56273651123047
0,-63.54423522949219,-61.80390548706055,-65.73297119140625,-77.85945129394531,-82.26368713378906,-69.09662628173828,-64.35968017578125,-66.07569122314453,-78.24173736572266,-83.38297271728516,-88.99309539794922,-100.54390716552734,-112.0571060180664,-112.602783203125,-111.89198303222656,-112.06574249267578,-111.47134399414062,-113.91850280761719,-113.33776092529297,-113.56073760986328,-110.69412994384766,-105.9006118774414,-105.75086975097656,-111.56599426269531,-112.58766174316406,-82.69486236572266,-59.6180534362793,-44.89040756225586,-44.201019287109375,-44.58207321166992,-41.914154052734375,-38.94816589355469,-42.46209716796875,-45.31682586669922,-44.82339096069336,-41.466957092285156,-39.824100494384766,-42.24049377441406,-40.45025634765625,-40.74247360229492,-42.33137130737305,-43.70944595336914,-41.59222412109375,-41.05712890625,-41.24738311767578,-38.9596061706543,-38.04978561401367,-40.201175689697266,-41.773094177246094,-45.78153610229492,-45.234004974365234,-50.85833740234375,-50.415889739990234,-53.19120788574219,-58.232452392578125,-57.040443420410156
0,-86.873046875,-85.06305694580078,-86.94302368164062,-99.10597229003906,-94.39170837402344,-81.81585693359375,-80.25922393798828,-84.77151489257812,-97.83233642578125,-99.40675354003906,-100.6944808959961,-114.96572875976562,-114.59757995605469,-114.5684585571289,-112.93714904785156,-116.0439224243164,-117.46502685546875,-119.3666763305664,-118.74385070800781,-114.87583923339844,-116.75855255126953,-109.98149871826172,-109.05069732666016,-110.1495132446289,-111.61569213867188,-76.85346221923828,-64.6742935180664,-57.654354095458984,-57.521121978759766,-58.68685531616211,-56.75642776489258,-55.45781326293945,-61.075531005859375,-64.57599639892578,-63.31343460083008,-56.80845642089844,-56.27109909057617,-53.90433883666992,-50.44160842895508,-53.807716369628906,-53.855438232421875,-52.57647705078125,-48.08966827392578,-46.70111846923828,-47.503196716308594,-52.07929229736328,-51.382015228271484,-61.35902786254883,-64.3152847290039,-72.81712341308594,-73.77284240722656,-71.49118041992188,-73.82511901855469,-78.20174407958984,-78.49269104003906,-81.97809600830078
0,-95.07270050048828,-94.41544342041016,-95.30810546875,-94.94090270996094,-110.654052734375,-110.80422973632812,-107.96053314208984,-107.98014831542969,-110.03589630126953,-110.53404998779297,-112.51351928710938,-117.3965835571289,-121.90310668945312,-122.63108825683594,-119.69256591796875,-114.93110656738281,-113.22952270507812,-117.14663696289062,-118.1893081665039,-120.5855712890625,-119.90186309814453,-110.84335327148438,-108.5162353515625,-105.98035430908203,-107.3539047241211,-80.67716979980469,-72.67440795898438,-75.16751098632812,-77.48102569580078,-72.81014251708984,-68.40279388427734,-67.44738006591797,-69.38203430175781,-71.8454818725586,-73.63836669921875,-64.08421325683594,-61.55562973022461,-67.1595230102539,-67.92161560058594,-67.63066864013672,-66.5862045288086,-63.62063980102539,-59.510257720947266,-61.16251754760742,-63.08707046508789,-65.58735656738281,-65.20265197753906,-67.2764663696289,-71.71753692626953,-76.91756439208984,-77.97527313232422,-77.05531311035156,-76.87755584716797,-79.38374328613281,-82.50846862792969,-80.70513916015625
0,-88.8248291015625,-87.2278823852539,-89.96971130371094,-97.65522766113281,-118.62576293945312,-117.77019500732422,-115.54029083251953,-116.0288314819336,-118.32368469238281,-116.62218475341797,-115.96198272705078,-119.25791931152344,-125.71756744384766,-123.17034149169922,-121.00274658203125,-121.41213989257812,-123.09327697753906,-123.14906311035156,-121.5579833984375,-121.31859588623047,-124.47480773925781,-118.47531127929688,-117.43132019042969,-116.76383972167969,-118.50995635986328,-92.95016479492188,-84.57113647460938,-87.2314682006836,-87.47286987304688,-87.69583892822266,-86.4142074584961,-80.47281646728516,-82.09498596191406,-84.07908630371094,-83.41199493408203,-78.34107971191406,-77.69449615478516,-76.63664245605469,-74.04122924804688,-76.60014343261719,-76.68087005615234,-73.60148620605469,-70.86369323730469,-68.9725112915039,-67.69231414794922,-70.34303283691406,-70.40778350830078,-72.38542175292969,-75.44288635253906,-77.40302276611328,-78.56793975830078,-81.7293930053711,-82.55403900146484,-83.738525390625,-82.72093963623047,-83.95116424560547
0,-90.83126068115234,-89.44212341308594,-94.9305648803711,-109.1858901977539,-121.28429412841797,-123.39480590820312,-123.45608520507812,-124.48847198486328,-124.32584381103516,-123.97931671142578,-121.86534118652344,-123.08769226074219,-124.46003723144531,-125.72682189941406,-125.87115478515625,-125.27938079833984,-126.11164855957031,-120.99246978759766,-120.50041961669922,-122.11491394042969,-122.15481567382812,-121.30378723144531,-120.59183502197266,-119.48191833496094,-119.58043670654297,-103.33350372314453,-91.31382751464844,-89.25325012207031,-90.25514221191406,-87.55081939697266,-86.4375,-83.80231475830078,-85.85025787353516,-84.89575958251953,-85.08072662353516,-82.23805236816406,-82.76229095458984,-83.50515747070312,-78.31375122070312,-78.3946533203125,-76.96792602539062,-76.33373260498047,-74.97315216064453,-75.3499984741211,-75.5749282836914,-78.11065673828125,-78.206787109375,-82.60264587402344,-86.11665344238281,-89.05244445800781,-86.8838119506836,-86.39765930175781,-88.01557922363281,-89.38694763183594,-88.22391510009766,-90.7122802734375
0,-113.72503662109375,-112.77350616455078,-117.29666137695312,-123.3081283569336,-122.52764129638672,-121.68505096435547,-122.68576049804688,-121.30326080322266,-124.02919006347656,-125.92085266113281,-125.4055404663086,-126.81819152832031,-125.62984466552734,-126.91497802734375,-127.37831115722656,-126.94989013671875,-125.21184539794922,-128.6586456298828,-129.4302978515625,-125.53582000732422,-123.47400665283203,-124.21377563476562,-123.15599060058594,-123.14024353027344,-124.19386291503906,-89.38095092773438,-81.24665832519531,-91.40843200683594,-90.00120544433594,-87.42373657226562,-87.53062438964844,-85.08486938476562,-84.11927032470703,-83.9282455444336,-83.66119384765625,-81.43930053710938,-83.37837982177734,-85.03401184082031,-75.75743103027344,-75.01496124267578,-76.25088500976562,-75.97293090820312,-74.5935287475586,-75.29014587402344,-77.09649658203125,-77.90638732910156,-78.06890106201172,-85.15177917480469,-91.94120788574219,-94.25611877441406,-94.91635131835938,-99.03927612304688,-97.42446899414062,-96.1446762084961,-96.74974060058594,-98.70303344726562
0,-118.1205062866211,-116.75947570800781,-117.35105895996094,-122.65467834472656,-127.71427154541016,-126.54022979736328,-125.36862182617188,-124.45967102050781,-124.27178192138672,-126.67950439453125,-125.98480224609375,-123.35520935058594,-125.00482940673828,-126.14346313476562,-124.81671142578125,-128.51373291015625,-128.11276245117188,-123.13882446289062,-122.58788299560547,-125.07866668701172,-125.91614532470703,-125.32229614257812,-125.23469543457031,-126.49481201171875,-124.25636291503906,-78.5545883178711,-67.41573333740234,-79.26966094970703,-79.18958282470703,-79.05078887939453,-80.31195068359375,-75.12255859375,-73.67446899414062,-68.9677734375,-69.86505889892578,-67.06571960449219,-67.53240203857422,-71.57452392578125,-66.99674224853516,-65.98973846435547,-65.55777740478516,-65.94743347167969,-67.13613891601562,-68.66203308105469,-70.57540130615234,-70.32083129882812,-71.23735809326172,-81.10206604003906,-87.87165832519531,-87.75260162353516,-86.62144470214844,-85.57261657714844,-85.86782836914062,-81.19794464111328,-81.712158203125,-84.77513122558594
0,-117.59529113769531,-116.04125213623047,-115.0870361328125,-119.29419708251953,-124.39764404296875,-125.05523681640625,-124.9402847290039,-125.05768585205078,-123.88298797607422,-124.18827819824219,-126.59327697753906,-127.34113311767578,-125.63427734375,-125.32330322265625,-125.91314697265625,-123.95626068115234,-123.25264739990234,-125.58122253417969,-126.70063781738281,-128.30743408203125,-125.28140258789062,-123.02979278564453,-123.84827423095703,-125.29468536376953,-126.13249969482422,-81.66333770751953,-68.94465637207031,-75.04713439941406,-74.6609115600586,-72.36680603027344,-71.74349212646484,-61.192413330078125,-58.7280387878418,-60.27197265625,-63.14224624633789,-64.91683197021484,-67.47968292236328,-69.68333435058594,-62.685707092285156,-58.72896194458008,-56.91864776611328,-57.1281623840332,-56.367523193359375,-56.94635772705078,-58.92121124267578,-59.87028884887695,-60.51471710205078,-68.80245208740234,-74.36708068847656,-75.94291687011719,-77.50308227539062,-80.55532836914062,-82.66033935546875,-87.42619323730469,-89.37286376953125,-89.32723236083984
