0,-82.92442321777344,-87.45956420898438,-106.65005493164062,-98.1105728149414,-81.09951782226562,-85.2298355102539,-100.24113464355469,-111.52301788330078,-108.61007690429688,-111.2314453125,-118.50521850585938,-88.80397033691406,-71.0378646850586,-70.01031494140625,-73.71932983398438,-67.80736541748047,-63.500404357910156,-80.15557861328125,-79.14923095703125,-84.02690887451172,-83.0556411743164,-85.20616149902344,-89.2421875,-93.75391387939453,-100.74041748046875,-99.97084045410156,-107.01129150390625,-111.38829040527344,-112.73578643798828,-114.78048706054688,-116.12646484375
0,-65.48033142089844,-74.7247543334961,-89.2271499633789,-79.79508209228516,-65.08678436279297,-70.37081909179688,-86.26438903808594,-90.16397857666016,-87.40775299072266,-94.1301498413086,-94.00965118408203,-78.69766998291016,-55.459625244140625,-57.51177215576172,-53.77056121826172,-50.59455108642578,-43.740089416503906,-46.41400909423828,-54.36384963989258,-58.696372985839844,-60.50813674926758,-65.8731460571289,-71.20771789550781,-78.18211364746094,-85.63858032226562,-78.89202880859375,-90.76031494140625,-94.7228775024414,-96.64527130126953,-96.45311737060547,-101.34587097167969
0,-65.7309799194336,-78.3107681274414,-88.48396301269531,-75.73899841308594,-60.5439338684082,-75.40219116210938,-92.82300567626953,-99.52976989746094,-101.74665069580078,-98.2081069946289,-97.15198516845703,-65.55655670166016,-44.65674591064453,-44.57057189941406,-47.121620178222656,-47.353885650634766,-43.01963806152344,-44.74736404418945,-46.23478698730469,-52.555641174316406,-56.690818786621094,-60.62287902832031,-64.75057983398438,-71.16516876220703,-73.4697265625,-73.56888580322266,-81.2574234008789,-87.59818267822266,-88.61260986328125,-96.988037109375,-104.24449157714844
0,-86.38787078857422,-97.18306732177734,-102.00499725341797,-90.33049011230469,-83.33269500732422,-97.34315490722656,-102.78116607666016,-110.87979888916016,-101.8513412475586,-97.21871185302734,-99.25326538085938,-63.393856048583984,-39.338523864746094,-43.848388671875,-47.655887603759766,-45.281742095947266,-40.2634391784668,-40.215301513671875,-44.239349365234375,-57.18340301513672,-61.02334976196289,-61.44060516357422,-72.09556579589844,-71.38914489746094,-69.45413208007812,-76.80054473876953,-80.78364562988281,-96.83213806152344,-94.98591613769531,-105.22241973876953,-106.01722717285156
0,-93.31179809570312,-97.38170623779297,-101.59703063964844,-100.26695251464844,-102.48643493652344,-106.66976928710938,-108.64542388916016,-107.7707748413086,-102.2481918334961,-108.24807739257812,-103.9732894897461,-67.71038055419922,-37.76430130004883,-34.583213806152344,-46.54116439819336,-38.53504943847656,-32.39873123168945,-37.86634063720703,-50.643131256103516,-55.95308303833008,-63.60591125488281,-64.59313201904297,-71.42625427246094,-68.2145004272461,-67.14205932617188,-71.1821517944336,-77.76762390136719,-95.55493927001953,-100.41670989990234,-110.68891143798828,-111.43930053710938
0,-89.21253967285156,-96.55660247802734,-106.86527252197266,-111.12635040283203,-113.04949951171875,-113.6792221069336,-116.64632415771484,-113.36743927001953,-110.69819641113281,-117.26425170898438,-110.58699798583984,-81.74970245361328,-54.55201721191406,-50.46303939819336,-48.21402359008789,-46.28754425048828,-44.68976593017578,-48.17525100708008,-58.849525451660156,-70.00917053222656,-74.8087387084961,-70.57672882080078,-74.87754821777344,-75.95243835449219,-72.886962890625,-80.51516723632812,-92.78289794921875,-104.38352966308594,-116.12213134765625,-120.67205047607422,-121.76417541503906
0,-96.19296264648438,-107.18965148925781,-115.22248077392578,-115.63578033447266,-113.02872467041016,-114.91462707519531,-118.26033782958984,-117.82791900634766,-119.94515991210938,-120.18949127197266,-114.67420959472656,-83.31790161132812,-62.11520004272461,-59.70241165161133,-60.45906448364258,-56.221893310546875,-55.405391693115234,-58.09362030029297,-73.35423278808594,-82.41944122314453,-82.12937927246094,-76.37347412109375,-77.08496856689453,-77.76416778564453,-82.63034057617188,-86.73570251464844,-93.32034301757812,-112.73226165771484,-117.27234649658203,-123.01262664794922,-121.26265716552734
0,-106.3421859741211,-105.18279266357422,-114.88861846923828,-115.1204605102539,-117.59788513183594,-117.9161148071289,-121.81517028808594,-122.5042495727539,-121.48949432373047,-121.26495361328125,-120.86165618896484,-83.80521392822266,-57.85727310180664,-53.9770393371582,-59.289764404296875,-55.5133171081543,-51.42599105834961,-58.212432861328125,-71.13802337646484,-79.6295166015625,-82.74259948730469,-78.63026428222656,-79.60165405273438,-77.69276428222656,-81.5344467163086,-87.19303131103516,-87.50530242919922,-99.86312866210938,-106.36872863769531,-124.80952453613281,-120.12879180908203
0,-109.49832153320312,-111.19692993164062,-118.90023803710938,-119.47136688232422,-122.26298522949219,-120.50411224365234,-121.01810455322266,-123.45347595214844,-120.49401092529297,-117.36956024169922,-118.59498596191406,-83.12920379638672,-61.647830963134766,-56.64668655395508,-57.85746383666992,-55.15121841430664,-48.2335205078125,-52.84272384643555,-68.34263610839844,-76.76338195800781,-81.19412231445312,-78.22052764892578,-72.79104614257812,-74.92867279052734,-78.74049377441406,-83.64580535888672,-87.51375579833984,-107.5968246459961,-114.87869262695312,-125.74945068359375,-126.72750854492188
0,-112.09954833984375,-115.75955200195312,-115.56417846679688,-116.34144592285156,-117.56470489501953,-117.76558685302734,-119.4421157836914,-123.86384582519531,-125.74658966064453,-119.41083526611328,-111.55144500732422,-82.29638671875,-62.05413818359375,-60.54682922363281,-58.616371154785156,-57.9865837097168,-59.53281021118164,-61.232913970947266,-75.97865295410156,-88.57347106933594,-86.6610336303711,-78.75302124023438,-75.54146575927734,-79.94508361816406,-82.68247985839844,-84.49446868896484,-90.49195861816406,-111.38150024414062,-118.08275604248047,-125.64173889160156,-125.61117553710938
