0,-90.615966796875,-90.39485931396484,-93.26116943359375,-98.31547546386719,-93.77132415771484,-86.79452514648438,-86.36267852783203,-88.08325958251953,-93.51361083984375,-96.2215805053711,-93.80953216552734,-95.2806396484375,-95.02517700195312,-104.65547180175781,-100.2288818359375,-104.93806457519531,-95.0860366821289,-93.17155456542969,-92.57855224609375,-95.53791046142578,-101.93982696533203,-97.31373596191406,-96.79305267333984,-91.77313995361328,-83.46942138671875,-87.2117919921875,-83.99343872070312,-84.55340576171875,-82.6277084350586,-82.36820220947266,-88.19357299804688,-91.08203887939453,-92.10663604736328,-88.7273941040039,-88.83460998535156,-88.51494598388672,-88.4085693359375,-87.84739685058594,-89.217529296875,-87.07291412353516,-94.26419067382812,-93.8895034790039,-89.94872283935547,-91.97871398925781,-96.89005279541016,-92.65400695800781,-93.2956314086914,-94.0998764038086,-94.0737533569336,-99.34979248046875
0,-86.0242919921875,-87.77096557617188,-97.26056671142578,-97.07788848876953,-90.7016372680664,-92.64430236816406,-87.1785659790039,-86.7406005859375,-90.73927307128906,-88.81629180908203,-87.79711151123047,-90.9495849609375,-92.2818374633789,-94.39984130859375,-95.9084701538086,-89.35299682617188,-88.06314086914062,-87.4192886352539,-87.03462219238281,-92.00068664550781,-92.76972198486328,-91.13385772705078,-83.44102478027344,-79.6078109741211,-79.89974212646484,-75.69312286376953,-74.5000991821289,-76.45828247070312,-76.10936737060547,-74.82494354248047,-80.26629638671875,-82.40506744384766,-79.82465362548828,-77.03898620605469,-73.90371704101562,-72.0625,-72.83771514892578,-79.01400756835938,-78.34941864013672,-81.97858428955078,-90.09202575683594,-91.73863983154297,-97.50740814208984,-91.78173828125,-90.77711486816406,-92.84146881103516,-95.65816497802734,-93.54498291015625,-92.55534362792969,-98.61387634277344
0,-100.01557159423828,-99.93197631835938,-98.94822692871094,-102.6083755493164,-106.4138412475586,-100.27102661132812,-96.73697662353516,-99.14361572265625,-98.28298950195312,-96.62360382080078,-97.94820404052734,-98.97684478759766,-102.24022674560547,-103.71426391601562,-104.3061752319336,-105.04182434082031,-103.19865417480469,-101.6479721069336,-101.76400756835938,-103.56398010253906,-103.1821060180664,-106.44488525390625,-80.37548828125,-67.17723846435547,-59.014564514160156,-63.51737594604492,-65.87975311279297,-67.21202850341797,-67.35846710205078,-68.16158294677734,-72.37452697753906,-72.3972396850586,-72.87482452392578,-69.19947052001953,-60.75044631958008,-59.519596099853516,-61.484012603759766,-68.58280944824219,-74.83665466308594,-83.9454574584961,-86.41519165039062,-84.66749572753906,-87.75161743164062,-90.39576721191406,-92.97138977050781,-92.55730438232422,-94.57208251953125,-102.32347106933594,-101.921875,-96.6656494140625
0,-103.80918884277344,-105.15592956542969,-107.45691680908203,-109.17033386230469,-112.17460632324219,-107.3139419555664,-100.7020034790039,-98.34713745117188,-99.49930572509766,-102.32119750976562,-106.36824035644531,-107.05766296386719,-114.93672943115234,-115.79191589355469,-112.6575927734375,-110.95903015136719,-109.27274322509766,-109.10717010498047,-115.0915298461914,-112.68247985839844,-113.6900634765625,-116.89444732666016,-76.51850128173828,-62.19199752807617,-53.57744216918945,-62.93280029296875,-67.26063537597656,-68.3426284790039,-68.50147247314453,-63.38469314575195,-62.55431365966797,-60.465057373046875,-60.35885238647461,-58.38040542602539,-57.10789489746094,-57.43690490722656,-61.733211517333984,-72.09138488769531,-75.92510223388672,-80.40876770019531,-75.29328918457031,-70.86322021484375,-74.9376220703125,-84.12020111083984,-84.52765655517578,-83.03040313720703,-83.6544189453125,-94.74906921386719,-95.3136215209961,-100.90560913085938
0,-109.67350769042969,-110.42654418945312,-110.82534790039062,-109.45149230957031,-104.84261322021484,-101.00096130371094,-99.16191864013672,-104.8055648803711,-107.48909759521484,-108.11412811279297,-110.91393280029297,-109.69328308105469,-113.53034973144531,-118.6753158569336,-112.71678161621094,-107.71018981933594,-108.90402221679688,-109.60485076904297,-114.61920166015625,-122.10958862304688,-121.20551300048828,-113.35064697265625,-73.89837646484375,-57.03279495239258,-46.3073844909668,-51.53411865234375,-57.021995544433594,-60.52531433105469,-62.40591049194336,-67.0804443359375,-70.66435241699219,-71.92957305908203,-73.24359130859375,-76.57484436035156,-68.40340423583984,-68.18254089355469,-72.78236389160156,-81.07374572753906,-82.32024383544922,-86.4209976196289,-77.92813873291016,-74.1817626953125,-79.56541442871094,-76.86029815673828,-73.59064483642578,-71.62163543701172,-76.0057373046875,-90.42652130126953,-93.70841979980469,-96.65355682373047
0,-106.4858169555664,-106.07091522216797,-106.48478698730469,-109.03180694580078,-105.249755859375,-102.92127990722656,-104.21839141845703,-104.27925872802734,-103.65894317626953,-106.36763000488281,-110.02404022216797,-110.52780151367188,-114.2560043334961,-113.63532257080078,-111.70100402832031,-112.32189178466797,-112.5906982421875,-113.38935089111328,-114.95513916015625,-117.666015625,-117.0705337524414,-112.6758804321289,-83.58724975585938,-67.54703521728516,-57.95323944091797,-60.524757385253906,-64.21435546875,-65.40261840820312,-67.12165832519531,-68.44774627685547,-66.7384262084961,-68.37468719482422,-69.50808715820312,-75.87225341796875,-78.54576110839844,-78.46454620361328,-83.38004302978516,-86.08869934082031,-91.02295684814453,-92.87415313720703,-81.6353530883789,-77.9444351196289,-81.12410736083984,-81.18946838378906,-80.15887451171875,-82.9963607788086,-86.75772857666016,-99.38104248046875,-102.61202239990234,-104.83815002441406
0,-109.3005142211914,-112.7053451538086,-114.36054229736328,-114.21654510498047,-117.13774108886719,-113.76976776123047,-111.25142669677734,-112.76370239257812,-113.54058837890625,-114.07351684570312,-113.13136291503906,-112.3380126953125,-112.72478485107422,-121.88796997070312,-119.39507293701172,-119.2079086303711,-119.72115325927734,-119.8631591796875,-117.79003143310547,-114.28579711914062,-113.39985656738281,-115.07938385009766,-88.55445098876953,-74.58170318603516,-64.89828491210938,-65.62306213378906,-68.87474060058594,-67.8521728515625,-66.85424041748047,-64.11148071289062,-65.7072982788086,-65.71175384521484,-66.00257873535156,-68.81067657470703,-75.83074188232422,-76.36163330078125,-82.46441650390625,-86.10449981689453,-89.58013153076172,-97.74285888671875,-85.68291473388672,-83.29214477539062,-86.76154327392578,-86.0911636352539,-87.60354614257812,-87.65559387207031,-92.26949310302734,-107.73800659179688,-111.55793762207031,-118.26722717285156
0,-121.5772476196289,-120.91928100585938,-121.06665802001953,-115.32965087890625,-109.9561996459961,-107.6820068359375,-104.4560317993164,-106.92967987060547,-110.23538208007812,-113.36582946777344,-120.64120483398438,-122.87022399902344,-123.78120422363281,-126.08167266845703,-120.68941497802734,-122.63599395751953,-127.8587875366211,-127.2275390625,-122.82864379882812,-120.86636352539062,-122.333984375,-126.90624237060547,-90.00857543945312,-75.70632934570312,-64.76768493652344,-63.296287536621094,-67.84074401855469,-68.3619613647461,-69.63084411621094,-73.36427307128906,-76.02818298339844,-79.50171661376953,-81.94674682617188,-81.88310241699219,-79.43584442138672,-78.71744537353516,-84.01171875,-90.96866607666016,-95.0528793334961,-100.0953369140625,-90.31985473632812,-87.88462829589844,-89.60980224609375,-95.1889877319336,-96.88269805908203,-95.64035034179688,-97.57203674316406,-105.32069396972656,-108.3603286743164,-115.53844451904297
0,-122.04124450683594,-120.56948852539062,-121.43917846679688,-123.00439453125,-115.44549560546875,-108.75018310546875,-105.28073120117188,-107.75997161865234,-114.78026580810547,-118.31107330322266,-119.04907989501953,-121.07266235351562,-122.79488372802734,-126.52130889892578,-127.78785705566406,-129.04226684570312,-128.97781372070312,-127.9343490600586,-127.95283508300781,-128.61703491210938,-128.46299743652344,-126.18765258789062,-107.4251937866211,-95.91118621826172,-86.6943130493164,-87.47197723388672,-89.13092803955078,-88.689697265625,-91.96698760986328,-91.98908233642578,-92.31791687011719,-93.3564224243164,-94.47528839111328,-94.71815490722656,-96.1545181274414,-96.04937744140625,-99.94490814208984,-111.96417236328125,-114.66251373291016,-114.79639434814453,-98.43203735351562,-94.38703155517578,-94.80682373046875,-94.82264709472656,-94.90000915527344,-96.279296875,-99.87716674804688,-105.34587860107422,-108.926513671875,-112.23990631103516
0,-125.64197540283203,-125.10578918457031,-127.3721694946289,-127.61845397949219,-114.64683532714844,-107.72242736816406,-104.7835922241211,-106.0605239868164,-111.0926513671875,-116.24601745605469,-121.34432983398438,-121.63492584228516,-122.48714447021484,-124.46382141113281,-128.15611267089844,-127.1796875,-126.34662628173828,-125.22716522216797,-124.68409729003906,-126.86570739746094,-127.1146011352539,-127.16015625,-111.43350982666016,-102.64832305908203,-92.8737564086914,-89.86421203613281,-91.3999252319336,-93.27031707763672,-94.75989532470703,-95.99955749511719,-98.04399108886719,-99.30982971191406,-99.57925415039062,-103.81134796142578,-107.47858428955078,-108.50728607177734,-117.62217712402344,-124.37995147705078,-123.19232177734375,-110.452392578125,-89.77894592285156,-84.2461929321289,-77.66498565673828,-81.4198989868164,-81.66814422607422,-83.89408111572266,-87.29212951660156,-104.29597473144531,-109.55264282226562,-115.37134552001953
0,-122.14054107666016,-124.46249389648438,-124.4592056274414,-124.99900817871094,-124.4484634399414,-119.0618896484375,-116.46646881103516,-117.95420837402344,-121.58068084716797,-123.98941802978516,-124.30692291259766,-124.76448822021484,-127.444580078125,-127.35284423828125,-127.51864624023438,-129.5531768798828,-127.98826599121094,-126.86456298828125,-127.71682739257812,-129.09750366210938,-129.4014892578125,-127.1001968383789,-111.17913055419922,-101.50952911376953,-92.55138397216797,-90.63204193115234,-91.50782012939453,-91.40619659423828,-93.34703063964844,-95.52542877197266,-97.885498046875,-99.86759185791016,-101.1214370727539,-105.52339172363281,-112.68730926513672,-114.49967956542969,-117.76200866699219,-121.52762603759766,-122.67596435546875,-112.01970672607422,-94.3564682006836,-91.19921875,-90.3646240234375,-92.31815338134766,-94.38988494873047,-93.64855194091797,-97.19274139404297,-113.95068359375,-121.04158020019531,-126.065673828125
