0,-112.53047180175781,-112.32068634033203,-112.49251556396484,-116.9805908203125,-112.9197769165039,-110.92619323730469,-115.82099914550781,-113.507568359375,-113.6972427368164,-114.99469757080078,-108.60411834716797,-106.76136016845703,-116.60420227050781,-114.56916809082031,-113.31573486328125,-114.95332336425781,-118.67231750488281,-119.70527648925781,-116.22937774658203,-113.32807922363281,-117.81978607177734,-118.918212890625,-119.88108825683594,-124.71395111083984,-118.98497009277344,-105.82106018066406,-91.12776184082031,-92.43167114257812,-90.58815002441406,-88.18537902832031,-89.74380493164062,-90.40240478515625,-102.25485229492188,-95.39730072021484,-97.21742248535156,-95.07823181152344,-96.05369567871094,-96.31088256835938,-85.98635864257812,-85.28563690185547,-95.32173156738281,-92.52729034423828,-92.2137680053711,-103.34056854248047,-111.50679779052734
0,-100.63931274414062,-102.2266616821289,-103.5909652709961,-104.143798828125,-103.62386322021484,-101.65834045410156,-104.80282592773438,-101.81890106201172,-102.89222717285156,-102.07170104980469,-101.57498931884766,-103.75452423095703,-106.1928939819336,-99.96712493896484,-99.21749877929688,-100.49653625488281,-104.48131561279297,-105.29338836669922,-102.26983642578125,-95.89736938476562,-98.67637634277344,-100.35572814941406,-103.40095520019531,-102.4863052368164,-102.76871490478516,-95.93755340576172,-76.94094848632812,-79.67951965332031,-79.78533172607422,-85.14175415039062,-83.8643569946289,-83.20000457763672,-78.44450378417969,-82.45726013183594,-82.39371490478516,-75.77641296386719,-73.95355987548828,-69.19183349609375,-70.48866271972656,-71.804443359375,-77.19728088378906,-78.88203430175781,-86.10823059082031,-90.11727142333984,-93.59546661376953
0,-107.78935241699219,-107.90496826171875,-111.76446533203125,-112.10205078125,-111.29669189453125,-106.40106964111328,-102.58827209472656,-104.34234619140625,-106.50601959228516,-109.49813842773438,-108.50163269042969,-110.95850372314453,-110.76558685302734,-111.83414459228516,-114.08082580566406,-112.76139068603516,-104.68801879882812,-108.50537109375,-109.44010925292969,-108.56664276123047,-109.82127380371094,-115.63304138183594,-111.51526641845703,-111.331298828125,-108.56195068359375,-88.14906311035156,-62.44772720336914,-63.39997863769531,-69.1617202758789,-72.09971618652344,-71.47813415527344,-73.24236297607422,-71.61439514160156,-70.38153076171875,-68.96287536621094,-64.86678314208984,-65.02240753173828,-62.82624816894531,-62.48421096801758,-62.52315139770508,-65.93010711669922,-68.35137939453125,-73.5843505859375,-77.62581634521484,-78.92163848876953
0,-115.19654846191406,-114.89136505126953,-118.99102783203125,-121.70598602294922,-121.28031158447266,-115.70182800292969,-113.09513854980469,-117.36432647705078,-115.88885498046875,-115.79338836669922,-119.72565460205078,-124.14590454101562,-123.49591064453125,-122.87429809570312,-124.47504425048828,-122.92384338378906,-113.38896942138672,-112.28048706054688,-117.39840698242188,-124.92430114746094,-125.18463134765625,-121.93812561035156,-125.0931167602539,-121.46917724609375,-102.87361145019531,-88.15238189697266,-53.264766693115234,-52.51896286010742,-60.24447250366211,-60.6588249206543,-59.33835220336914,-62.49663543701172,-67.94145965576172,-69.93755340576172,-66.08964538574219,-61.95330810546875,-61.52695846557617,-59.7121467590332,-62.598602294921875,-62.24272155761719,-67.83878326416016,-73.00421905517578,-77.52838134765625,-85.937744140625,-84.9737548828125
0,-116.28521728515625,-116.20378875732422,-122.99967193603516,-124.74473571777344,-125.36446380615234,-116.74910736083984,-115.38713836669922,-122.8251724243164,-120.96644592285156,-123.12997436523438,-120.8523941040039,-120.81372833251953,-127.69692993164062,-122.7213134765625,-124.63532257080078,-123.22221374511719,-120.30097961425781,-121.92395782470703,-126.11090087890625,-121.79978942871094,-120.65913391113281,-124.50070190429688,-123.46985626220703,-124.91272735595703,-100.02462005615234,-84.89049530029297,-55.718143463134766,-55.63103485107422,-61.358489990234375,-61.60596466064453,-56.95106887817383,-53.715328216552734,-52.683292388916016,-59.218780517578125,-57.098114013671875,-55.5622673034668,-53.314186096191406,-54.98936080932617,-58.98196792602539,-60.859588623046875,-69.18660736083984,-73.53931427001953,-79.58477783203125,-83.2737808227539,-87.5330810546875
0,-118.71117401123047,-115.585205078125,-122.90447235107422,-127.2005615234375,-124.08236694335938,-109.8655776977539,-106.97088623046875,-118.56859588623047,-121.51011657714844,-122.29888153076172,-123.16492462158203,-126.77080535888672,-129.4768829345703,-130.02658081054688,-127.2201919555664,-126.7579345703125,-127.3323974609375,-126.21955871582031,-125.97930908203125,-128.47540283203125,-130.3565673828125,-126.77437591552734,-124.91547393798828,-126.88835144042969,-108.50599670410156,-94.07312774658203,-66.2792739868164,-65.46206665039062,-74.57743835449219,-71.89119720458984,-70.02224731445312,-67.37348937988281,-61.53722381591797,-57.50604248046875,-54.141910552978516,-56.830223083496094,-63.6096076965332,-70.20779418945312,-71.99422454833984,-73.7098159790039,-72.90583038330078,-74.76295471191406,-77.35301971435547,-82.7919692993164,-83.9683837890625
0,-124.43370056152344,-123.03540802001953,-125.84335327148438,-129.7252197265625,-126.52745819091797,-114.60029602050781,-113.94133758544922,-117.35462951660156,-125.70162963867188,-129.38272094726562,-130.12640380859375,-130.55422973632812,-127.77120208740234,-128.55673217773438,-131.8313446044922,-131.68780517578125,-128.9970703125,-127.55317687988281,-129.3154754638672,-130.1392822265625,-130.54913330078125,-128.39450073242188,-127.45545196533203,-128.3892822265625,-111.36415100097656,-97.451416015625,-73.71915435791016,-71.71952819824219,-78.9195556640625,-81.15861511230469,-74.72357940673828,-64.54608917236328,-59.4764404296875,-64.00839233398438,-68.2005615234375,-71.37986755371094,-75.2118148803711,-76.43912506103516,-80.7484130859375,-85.45802307128906,-85.43062591552734,-87.45250701904297,-88.95477294921875,-92.03401184082031,-93.20198059082031
0,-128.9456024169922,-128.77386474609375,-131.3472900390625,-129.8080596923828,-130.29629516601562,-128.13540649414062,-127.49871826171875,-125.60546875,-126.80146789550781,-126.154052734375,-127.33519744873047,-124.88745880126953,-126.69184875488281,-129.52842712402344,-127.00993347167969,-127.37997436523438,-129.39288330078125,-129.74130249023438,-129.34312438964844,-129.6347198486328,-129.8791961669922,-130.25404357910156,-130.5573272705078,-129.34495544433594,-113.97676086425781,-100.4631576538086,-87.23725891113281,-88.20370483398438,-95.19569396972656,-95.61196899414062,-90.60256958007812,-80.5308837890625,-64.80944061279297,-59.67366409301758,-67.70362091064453,-69.44829559326172,-75.80490112304688,-77.19157409667969,-82.30773162841797,-86.43875122070312,-88.29306030273438,-89.16742706298828,-94.02879333496094,-97.1689453125,-96.61117553710938
0,-123.28935241699219,-121.58917236328125,-129.4844207763672,-133.47251892089844,-130.08447265625,-117.15699768066406,-113.7734375,-121.13916778564453,-128.7297821044922,-130.1958465576172,-131.31214904785156,-132.50543212890625,-130.68911743164062,-130.42637634277344,-130.1878662109375,-132.15182495117188,-132.63528442382812,-131.95620727539062,-133.65509033203125,-132.73561096191406,-132.11355590820312,-132.8318634033203,-130.89649963378906,-128.4573974609375,-117.15502166748047,-108.55260467529297,-94.13119506835938,-94.94505310058594,-98.1570816040039,-99.80815887451172,-96.02792358398438,-90.03190612792969,-78.85215759277344,-69.11703491210938,-58.46984100341797,-61.346683502197266,-67.7977523803711,-77.66085052490234,-80.85599517822266,-84.11054992675781,-87.73825073242188,-91.4879379272461,-92.2647476196289,-97.49642944335938,-97.72886657714844
0,-120.96434783935547,-119.55534362792969,-124.38945007324219,-127.90069580078125,-127.96744537353516,-115.6646728515625,-111.90921783447266,-115.63381958007812,-123.41915130615234,-130.95733642578125,-131.56906127929688,-130.2530517578125,-129.84051513671875,-130.87701416015625,-133.30125427246094,-132.50784301757812,-133.4358367919922,-131.64022827148438,-133.86363220214844,-132.0595245361328,-132.66566467285156,-131.55992126464844,-132.25192260742188,-131.13690185546875,-116.43965911865234,-109.12940216064453,-100.32205200195312,-101.82810974121094,-101.68140411376953,-102.99800109863281,-101.28874206542969,-92.87281799316406,-84.06570434570312,-77.42884826660156,-70.03617858886719,-68.20486450195312,-69.5306625366211,-71.23612213134766,-76.62364196777344,-81.79214477539062,-86.89926147460938,-89.81747436523438,-91.52328491210938,-100.27125549316406,-100.99663543701172
