0,-123.4914779663086,-122.83692169189453,-118.2955093383789,-119.74056243896484,-119.86666870117188,-107.7137680053711,-109.44778442382812,-108.10752868652344,-113.4111328125,-111.89486694335938,-107.99349212646484,-106.40385437011719,-107.52484893798828,-103.47048950195312,-99.27053833007812,-103.93112182617188,-108.05714416503906,-98.42293548583984,-99.80956268310547,-104.22787475585938,-105.05828857421875,-111.19078063964844,-112.01644897460938,-113.61868286132812,-106.32697296142578,-105.8045883178711,-105.91265869140625,-104.88811492919922,-103.69570922851562,-114.50816345214844,-114.14683532714844,-110.35018157958984,-112.35779571533203,-112.15365600585938,-126.93211364746094,-131.7441864013672,-125.91488647460938,-122.010986328125,-121.26121520996094,-119.12479400634766,-113.71057891845703,-108.55195617675781,-89.83477783203125,-90.85447692871094,-89.10736846923828,-98.40859985351562,-98.9041519165039
0,-110.2328109741211,-106.31877136230469,-105.13321685791016,-104.28937530517578,-103.1972427368164,-101.84944915771484,-103.44173431396484,-103.2707748413086,-106.13054656982422,-105.64488983154297,-104.07105255126953,-106.24541473388672,-110.32608032226562,-105.84297180175781,-104.0990982055664,-103.77830505371094,-99.67648315429688,-102.34698486328125,-104.52116394042969,-103.0828628540039,-104.91204071044922,-106.98018646240234,-104.13172149658203,-104.74095916748047,-103.98942565917969,-102.268798828125,-99.19949340820312,-101.1068344116211,-107.95289611816406,-109.13663482666016,-112.2868423461914,-106.92994689941406,-112.30585479736328,-107.92276763916016,-112.0220718383789,-107.3064956665039,-109.74050903320312,-110.79090881347656,-108.76348114013672,-102.13358306884766,-97.74199676513672,-93.34527587890625,-83.9254150390625,-84.05582427978516,-84.6552505493164,-85.25526428222656,-87.36103820800781
0,-108.21778106689453,-107.86607360839844,-108.75752258300781,-106.64468383789062,-104.85428619384766,-102.19537353515625,-103.07756042480469,-106.9654769897461,-108.57947540283203,-108.34366607666016,-110.23175048828125,-111.47100067138672,-110.91496276855469,-109.83016967773438,-112.76021575927734,-111.40245819091797,-107.0684585571289,-106.81449127197266,-108.34938049316406,-110.50178527832031,-113.94658660888672,-111.67095184326172,-111.40633392333984,-111.01239013671875,-109.76426696777344,-110.49793243408203,-111.50467681884766,-110.1973648071289,-111.11577606201172,-112.43340301513672,-112.75999450683594,-109.51832580566406,-110.05442810058594,-111.90721893310547,-115.58334350585938,-114.14302825927734,-113.34354400634766,-110.28811645507812,-108.25533294677734,-102.02201080322266,-85.99109649658203,-80.73310089111328,-65.66307067871094,-75.14266204833984,-75.89928436279297,-76.33112335205078,-76.5477523803711
0,-119.66532897949219,-119.27212524414062,-122.79393005371094,-117.61726379394531,-115.9581298828125,-108.76695251464844,-107.24751281738281,-109.87409973144531,-119.90276336669922,-123.5530014038086,-123.27069091796875,-120.10125732421875,-122.42962646484375,-124.9925537109375,-124.25397491455078,-123.00906372070312,-122.21622467041016,-122.84635925292969,-123.72785186767578,-121.41983032226562,-126.20954895019531,-118.6690673828125,-119.62173461914062,-120.7269515991211,-120.59346771240234,-118.5294189453125,-119.28129577636719,-118.23594665527344,-123.73167419433594,-127.35090637207031,-122.3250732421875,-124.3142318725586,-125.90658569335938,-124.7906494140625,-122.69428253173828,-126.42017364501953,-116.71131896972656,-107.59268188476562,-100.0153579711914,-98.03431701660156,-84.22318267822266,-75.15650939941406,-59.06308364868164,-70.49626922607422,-71.00958251953125,-73.0071029663086,-72.70407104492188
0,-115.3028793334961,-115.53691101074219,-114.6791763305664,-113.76554870605469,-111.70162200927734,-118.59296417236328,-120.1107177734375,-127.71855163574219,-123.86233520507812,-120.54946899414062,-122.205810546875,-123.93541717529297,-122.11929321289062,-122.33990478515625,-122.69389343261719,-123.51020050048828,-121.78501892089844,-125.9249267578125,-127.13880157470703,-126.56027221679688,-128.78793334960938,-124.79688262939453,-129.632080078125,-132.6274871826172,-122.3931884765625,-122.51620483398438,-123.51611328125,-126.85971069335938,-122.59534454345703,-126.66717529296875,-130.11456298828125,-131.00869750976562,-126.58375549316406,-123.85102081298828,-121.2091064453125,-118.45529174804688,-107.18732452392578,-100.39857482910156,-85.7120590209961,-88.48650360107422,-82.75865173339844,-75.84815216064453,-54.08918762207031,-67.33875274658203,-71.30829620361328,-69.48828125,-68.23269653320312
0,-127.86788940429688,-119.12555694580078,-109.1634521484375,-109.962646484375,-111.68580627441406,-107.45867156982422,-104.08888244628906,-103.3601303100586,-113.08847045898438,-117.7965087890625,-121.20710754394531,-121.71025848388672,-125.63519287109375,-125.56265258789062,-129.0310821533203,-126.82255554199219,-127.97589874267578,-126.69457244873047,-125.7500991821289,-126.79695129394531,-126.96954345703125,-128.13479614257812,-125.9524154663086,-127.25455474853516,-128.34742736816406,-127.51534271240234,-128.87583923339844,-129.97166442871094,-131.53265380859375,-130.28150939941406,-129.62701416015625,-125.61566162109375,-125.77527618408203,-126.77978515625,-129.103759765625,-125.31238555908203,-117.36730194091797,-110.55447387695312,-104.88890075683594,-103.21774291992188,-83.95146942138672,-74.8780288696289,-54.45455551147461,-65.23863983154297,-68.4638442993164,-70.31478118896484,-68.28732299804688
0,-129.89207458496094,-116.17372131347656,-106.12139892578125,-107.78164672851562,-110.2638168334961,-104.57109069824219,-100.55523681640625,-100.89545440673828,-112.96288299560547,-120.46986389160156,-124.22798919677734,-126.35297393798828,-127.28478240966797,-128.10609436035156,-129.7280731201172,-131.2791290283203,-128.09841918945312,-129.11578369140625,-129.71485900878906,-132.42025756835938,-131.04554748535156,-129.6413116455078,-128.38467407226562,-129.52310180664062,-130.21788024902344,-130.54776000976562,-130.85348510742188,-130.897705078125,-133.3209991455078,-131.44400024414062,-131.10716247558594,-131.64108276367188,-129.17152404785156,-129.5885467529297,-133.40838623046875,-131.22323608398438,-130.36630249023438,-129.1437530517578,-129.189697265625,-120.27685546875,-94.43681335449219,-87.78327178955078,-67.18282318115234,-67.82291412353516,-66.19780731201172,-59.568721771240234,-58.55269241333008
0,-131.6090087890625,-127.76460266113281,-120.3874282836914,-122.78167724609375,-125.2939224243164,-120.36125946044922,-116.22761535644531,-116.20472717285156,-122.8542251586914,-127.34632110595703,-126.2635498046875,-124.46612548828125,-128.05349731445312,-127.15514373779297,-129.06536865234375,-131.08062744140625,-128.51885986328125,-130.1795654296875,-130.46929931640625,-130.7797088623047,-131.45164489746094,-130.74197387695312,-129.15699768066406,-129.35226440429688,-131.98219299316406,-132.17630004882812,-130.5518798828125,-132.22203063964844,-135.84280395507812,-133.21546936035156,-134.56520080566406,-135.01792907714844,-133.2950439453125,-132.44332885742188,-136.01370239257812,-133.2993621826172,-134.09716796875,-135.49769592285156,-131.96392822265625,-121.93602752685547,-98.6854248046875,-90.21238708496094,-69.83429718017578,-73.248779296875,-71.16905212402344,-62.44614791870117,-59.940467834472656
0,-132.81393432617188,-128.02777099609375,-119.87193298339844,-120.16414642333984,-121.19027709960938,-114.12567901611328,-109.79401397705078,-110.50330352783203,-117.73577880859375,-126.03594207763672,-128.60113525390625,-129.65553283691406,-131.3915557861328,-131.29652404785156,-131.58815002441406,-132.47244262695312,-129.8396453857422,-132.69488525390625,-133.44432067871094,-133.61062622070312,-132.11618041992188,-129.09910583496094,-134.0272674560547,-134.46697998046875,-136.40255737304688,-134.798095703125,-132.685791015625,-132.40968322753906,-131.8289337158203,-134.2500457763672,-136.39102172851562,-135.73818969726562,-135.27503967285156,-135.5447235107422,-134.05569458007812,-134.16514587402344,-135.8370819091797,-135.78285217285156,-134.36744689941406,-124.1729965209961,-96.69397735595703,-88.1041259765625,-67.15533447265625,-70.82111358642578,-71.65612030029297,-66.52904510498047,-63.68356704711914
0,-130.58837890625,-123.65609741210938,-113.43727111816406,-113.85956573486328,-115.74000549316406,-111.24907684326172,-107.05415344238281,-107.44318389892578,-114.98262023925781,-121.50987243652344,-129.32928466796875,-131.7496795654297,-133.1997528076172,-134.03929138183594,-133.08790588378906,-133.8402099609375,-132.63768005371094,-130.56494140625,-129.69830322265625,-129.58218383789062,-133.823486328125,-133.40240478515625,-131.7482147216797,-132.3050537109375,-134.27346801757812,-134.9350128173828,-134.45098876953125,-135.78701782226562,-134.2022247314453,-132.47718811035156,-132.70481872558594,-132.59274291992188,-133.68798828125,-133.08258056640625,-133.87472534179688,-134.541748046875,-135.7569580078125,-135.34251403808594,-133.5005645751953,-125.31199645996094,-99.97883605957031,-92.0723876953125,-69.50997161865234,-75.96022033691406,-77.7689437866211,-75.70366668701172,-71.27400207519531
