0,-116.41765594482422,-113.19397735595703,-107.30531311035156,-107.54762268066406,-110.52262878417969,-110.22705078125,-113.41099548339844,-112.8301010131836,-111.47930145263672,-109.26673889160156,-106.94286346435547,-109.64836883544922,-106.91056823730469,-106.47480773925781,-111.91767883300781,-109.3314208984375,-111.16265106201172,-110.86819458007812,-104.12713623046875,-103.01773071289062,-113.08386993408203,-115.98397827148438,-111.11073303222656,-95.50338745117188,-80.73033142089844,-85.3829574584961,-86.2492446899414,-87.21634674072266,-89.12989807128906,-86.68985748291016,-92.3647689819336,-93.62725830078125,-92.19595336914062,-87.01792907714844,-90.50526428222656,-87.90553283691406,-86.7127456665039,-84.17414855957031,-90.33515167236328,-95.58006286621094,-93.88955688476562,-98.39611053466797,-99.13916015625,-111.70738983154297,-110.319580078125,-119.16453552246094,-113.08011627197266,-101.73619842529297
0,-104.41563415527344,-100.6679916381836,-97.85076904296875,-94.83480834960938,-92.86676788330078,-101.37199401855469,-96.43408203125,-96.77639770507812,-96.71541595458984,-98.53772735595703,-101.07371520996094,-101.96593475341797,-101.08106994628906,-100.56045532226562,-102.98617553710938,-107.99239349365234,-108.4269790649414,-102.67595672607422,-100.28073120117188,-96.2547607421875,-101.71375274658203,-100.31550598144531,-102.38546752929688,-81.12200164794922,-78.2833251953125,-81.35913848876953,-84.2493896484375,-84.65813446044922,-84.92406463623047,-83.37598419189453,-76.38009643554688,-76.20035552978516,-76.55632781982422,-75.52165985107422,-71.63092041015625,-69.35090637207031,-74.89447021484375,-74.57659149169922,-77.4512939453125,-85.09285736083984,-88.71525573730469,-90.53276062011719,-83.80327606201172,-87.06546020507812,-94.49481201171875,-102.38701629638672,-99.5328369140625,-94.81817626953125
0,-104.3701171875,-106.51155853271484,-106.10545349121094,-104.68988037109375,-102.81452178955078,-97.65120697021484,-95.75943756103516,-98.82466125488281,-109.07585906982422,-108.92870330810547,-105.02273559570312,-109.4271240234375,-109.48187255859375,-103.94395446777344,-101.2479248046875,-101.63137817382812,-101.17488861083984,-105.80744934082031,-110.3818359375,-105.58000946044922,-106.26996612548828,-108.04951477050781,-102.70199584960938,-59.81782913208008,-50.644630432128906,-57.57229232788086,-62.736289978027344,-62.98095703125,-64.95386505126953,-62.161537170410156,-59.43339920043945,-57.125240325927734,-56.687625885009766,-57.77949142456055,-51.83589172363281,-51.12715530395508,-56.575626373291016,-57.95766067504883,-62.05766677856445,-57.94208526611328,-63.73733139038086,-67.63995361328125,-76.70585632324219,-82.31865692138672,-83.44158935546875,-93.0566635131836,-90.6037368774414,-90.77337646484375
0,-114.90254211425781,-108.98330688476562,-110.03565216064453,-111.1448974609375,-111.2492446899414,-108.36466979980469,-100.23638153076172,-102.60856628417969,-108.80131530761719,-106.541015625,-102.96380615234375,-109.16381072998047,-114.81866455078125,-116.25736999511719,-114.0873794555664,-112.13385772705078,-113.25992584228516,-119.95470428466797,-118.29431915283203,-118.90506744384766,-121.86502075195312,-122.9801025390625,-112.70452880859375,-59.701560974121094,-44.60271072387695,-49.63182830810547,-55.86546325683594,-57.756004333496094,-56.14324951171875,-53.0098876953125,-53.999656677246094,-56.355125427246094,-56.3524169921875,-58.45478439331055,-54.68711853027344,-52.76288986206055,-61.793487548828125,-61.659793853759766,-67.27229309082031,-63.098934173583984,-64.05746459960938,-78.6070556640625,-79.03976440429688,-83.29440307617188,-87.04025268554688,-94.73072814941406,-94.91797637939453,-97.50957489013672
0,-121.82125091552734,-113.7433853149414,-117.93707275390625,-120.60735321044922,-121.2547607421875,-119.09076690673828,-116.1238784790039,-114.4175796508789,-110.4380111694336,-111.25775146484375,-109.39212036132812,-106.397216796875,-111.41669464111328,-120.92646789550781,-120.85421752929688,-119.28402709960938,-119.95341491699219,-123.61357116699219,-120.58489227294922,-120.83447265625,-126.3858871459961,-123.65260314941406,-104.462890625,-68.71127319335938,-60.934730529785156,-66.88050079345703,-76.09112548828125,-72.09343719482422,-71.2853775024414,-64.45153045654297,-57.72601318359375,-58.959285736083984,-60.09681701660156,-65.94357299804688,-67.45968627929688,-66.76982879638672,-71.53031158447266,-79.77300262451172,-82.9881820678711,-77.19942474365234,-83.80296325683594,-92.02974700927734,-96.12718200683594,-104.30880737304688,-106.06551361083984,-113.00350189208984,-109.56905364990234,-104.45960235595703
0,-122.40360260009766,-113.33820343017578,-114.7088623046875,-116.50634002685547,-123.6840591430664,-118.28463745117188,-112.89580535888672,-111.8382339477539,-112.8717041015625,-116.14130401611328,-122.06438446044922,-121.83583068847656,-123.31607055664062,-122.34133911132812,-120.57762908935547,-120.11286926269531,-119.83638000488281,-119.90692901611328,-123.8044662475586,-123.26628112792969,-122.75187683105469,-119.14765930175781,-115.12051391601562,-88.63005065917969,-78.81999969482422,-82.56230926513672,-86.34964752197266,-83.99424743652344,-85.66795349121094,-84.1345443725586,-81.51133728027344,-82.30924224853516,-82.02828216552734,-81.90969848632812,-81.61771392822266,-84.03996276855469,-89.23945617675781,-90.30711364746094,-92.88367462158203,-92.44747924804688,-95.4954833984375,-100.42921447753906,-107.94390106201172,-117.66645812988281,-125.2383804321289,-120.68736267089844,-120.00731658935547,-116.8641357421875
0,-119.9592514038086,-113.58428192138672,-115.56240844726562,-116.53022003173828,-124.16352844238281,-112.93302154541016,-105.93572998046875,-106.78495788574219,-114.92019653320312,-121.55830383300781,-122.31365203857422,-125.87706756591797,-124.49373626708984,-125.1107406616211,-125.31243133544922,-126.8744125366211,-125.98613739013672,-125.3669662475586,-125.33806610107422,-126.4114990234375,-128.6760711669922,-127.22956085205078,-126.42375946044922,-101.62642669677734,-89.24004364013672,-91.33069610595703,-93.4227066040039,-92.6179428100586,-92.19407653808594,-86.27823638916016,-84.3355712890625,-85.72488403320312,-87.55691528320312,-90.35518646240234,-90.16758728027344,-95.04708099365234,-99.7513427734375,-102.11859893798828,-101.7440414428711,-100.28288269042969,-108.41957092285156,-115.11241149902344,-121.17620086669922,-125.281005859375,-123.51502990722656,-128.3760528564453,-127.05826568603516,-123.0033187866211
0,-124.87627410888672,-122.04602813720703,-121.57380676269531,-121.68452453613281,-128.55172729492188,-119.31568908691406,-107.8858642578125,-108.77970123291016,-114.73355865478516,-125.58714294433594,-125.38470458984375,-124.02495574951172,-125.12831115722656,-128.96310424804688,-127.90159606933594,-127.04471588134766,-125.93193817138672,-128.85874938964844,-129.9663848876953,-128.4111785888672,-125.85054016113281,-128.53152465820312,-123.19580078125,-98.50718688964844,-87.10953521728516,-90.30736541748047,-94.208251953125,-93.15856170654297,-94.48997497558594,-93.20214080810547,-91.4046630859375,-90.40230560302734,-91.69610595703125,-92.68106842041016,-95.6823501586914,-97.96635437011719,-106.32595825195312,-110.79851531982422,-111.61568450927734,-108.4028549194336,-114.25320434570312,-121.7365493774414,-126.6683578491211,-126.82337188720703,-126.2178726196289,-127.39694213867188,-125.78368377685547,-125.8699951171875
0,-126.76392364501953,-121.31852722167969,-123.30998992919922,-124.55616760253906,-125.77104949951172,-114.96836853027344,-107.76387786865234,-110.78174591064453,-119.67389678955078,-122.24483489990234,-127.09829711914062,-128.52174377441406,-126.5920181274414,-126.25957489013672,-127.60126495361328,-127.78632354736328,-128.2436981201172,-125.98883056640625,-127.55413055419922,-128.4873046875,-129.39576721191406,-131.1840057373047,-119.57796478271484,-92.96117401123047,-85.19646453857422,-90.35667419433594,-96.68535614013672,-96.5783462524414,-91.1164321899414,-86.68142700195312,-88.04521179199219,-89.5551986694336,-89.46888732910156,-89.98226928710938,-92.16655731201172,-98.02485656738281,-103.84064483642578,-103.62632751464844,-109.64865112304688,-107.65092468261719,-111.38575744628906,-126.56857299804688,-128.85421752929688,-128.62985229492188,-126.27226257324219,-126.19279479980469,-125.66992950439453,-126.70217895507812
0,-120.82894897460938,-114.98348999023438,-117.39586639404297,-119.93989562988281,-122.0969009399414,-115.2104263305664,-106.90821838378906,-110.02195739746094,-122.80038452148438,-127.36669921875,-127.28805541992188,-127.8852310180664,-127.13860321044922,-131.20855712890625,-130.91587829589844,-129.7386932373047,-128.38543701171875,-128.09413146972656,-132.52114868164062,-129.72134399414062,-128.63894653320312,-131.16220092773438,-113.78553009033203,-87.10635375976562,-77.25115966796875,-82.65804290771484,-90.94898986816406,-89.60167694091797,-87.80079650878906,-83.46247100830078,-85.75907897949219,-85.6944351196289,-86.3281478881836,-89.28398895263672,-90.5757827758789,-98.47373962402344,-101.74604797363281,-105.08002471923828,-107.21734619140625,-106.89987182617188,-114.3236083984375,-126.92218017578125,-129.15037536621094,-127.27590942382812,-126.96975708007812,-128.80101013183594,-129.7715606689453,-128.6704864501953
