0,-75.3597640991211,-75.3597640991211,-76.29273223876953,-76.29273223876953,-78.73234558105469,-85.4628677368164,-85.4628677368164,-84.22644805908203,-85.7554931640625,-85.7554931640625,-85.81073760986328,-81.2398452758789,-89.20514678955078,-89.20514678955078,-95.1397705078125,-99.57112121582031,-93.38858032226562,-93.38858032226562,-90.67863464355469,-87.15132141113281,-86.86181640625,-86.86181640625,-90.35389709472656,-90.28306579589844,-85.83169555664062,-76.70658111572266,-79.66800689697266,-83.55394744873047,-87.15223693847656,-86.09481811523438,-88.345703125,-88.345703125,-83.42900085449219,-79.27456665039062,-80.81185150146484,-88.6070785522461,-77.39303588867188,-78.42913818359375,-79.63578033447266
0,-59.95214080810547,-59.95214080810547,-64.32106018066406,-64.32106018066406,-69.12977600097656,-62.9462776184082,-62.9462776184082,-69.6349105834961,-77.88817596435547,-77.88817596435547,-77.02559661865234,-77.17686462402344,-74.60171508789062,-74.60171508789062,-79.59600067138672,-84.30008697509766,-81.33828735351562,-81.33828735351562,-77.30340576171875,-77.553466796875,-75.62052917480469,-75.62052917480469,-81.49356079101562,-80.30673217773438,-75.02543640136719,-76.31558227539062,-74.99617767333984,-71.32275390625,-73.27662658691406,-75.10694885253906,-66.8622817993164,-66.8622817993164,-67.61589813232422,-66.89759826660156,-67.3324203491211,-71.7991943359375,-71.09514617919922,-73.00640106201172,-66.17549896240234
0,-61.59199142456055,-61.59199142456055,-66.42756652832031,-66.42756652832031,-67.30450439453125,-60.545127868652344,-60.545127868652344,-67.44593811035156,-71.66244506835938,-71.66244506835938,-73.51141357421875,-77.49014282226562,-77.85871887207031,-77.85871887207031,-80.44166564941406,-80.04666900634766,-78.68814849853516,-78.68814849853516,-77.79010772705078,-75.96276092529297,-78.57833862304688,-78.57833862304688,-77.14246368408203,-77.8169174194336,-71.20388793945312,-59.305419921875,-50.399314880371094,-52.7636604309082,-55.669166564941406,-59.568992614746094,-65.05734252929688,-65.05734252929688,-67.2533950805664,-67.77864837646484,-75.2437973022461,-77.1769027709961,-75.61872863769531,-72.26530456542969,-67.93341827392578
0,-77.00569152832031,-77.00569152832031,-81.82320404052734,-81.82320404052734,-75.70182800292969,-75.94550323486328,-75.94550323486328,-77.19503784179688,-81.33624267578125,-81.33624267578125,-82.8674087524414,-86.17888641357422,-86.36591339111328,-86.36591339111328,-86.62628173828125,-89.71707916259766,-86.52376556396484,-86.52376556396484,-86.90021514892578,-87.16265869140625,-87.82998657226562,-87.82998657226562,-88.81307983398438,-78.81605529785156,-65.00289154052734,-67.70067596435547,-61.150474548339844,-58.314453125,-70.37445831298828,-73.37796020507812,-81.23031616210938,-81.23031616210938,-85.66966247558594,-85.20704650878906,-86.06101989746094,-84.49242401123047,-83.84305572509766,-82.08272552490234,-82.99263000488281
0,-88.8633041381836,-88.8633041381836,-83.98856353759766,-83.98856353759766,-94.13797760009766,-90.4244155883789,-90.4244155883789,-92.84635162353516,-95.07157135009766,-95.07157135009766,-91.86714935302734,-95.109375,-96.50341033935547,-96.50341033935547,-90.21452331542969,-92.27847290039062,-94.87060546875,-94.87060546875,-90.1344223022461,-89.6934585571289,-92.41964721679688,-92.41964721679688,-93.07865905761719,-78.0782699584961,-63.89665985107422,-67.57518768310547,-56.65681076049805,-57.494503021240234,-58.30482482910156,-61.77109146118164,-77.66592407226562,-77.66592407226562,-96.7828140258789,-94.60789489746094,-96.046875,-90.59500885009766,-94.9756088256836,-93.33792877197266,-93.5514907836914
0,-86.62615203857422,-86.62615203857422,-90.6015396118164,-90.6015396118164,-97.14515686035156,-96.67660522460938,-96.67660522460938,-96.53129577636719,-96.46055603027344,-96.46055603027344,-96.14458465576172,-97.41600036621094,-91.75037384033203,-91.75037384033203,-91.02873992919922,-92.62035369873047,-94.67019653320312,-94.67019653320312,-95.39120483398438,-92.74021911621094,-91.47179412841797,-91.47179412841797,-96.46058654785156,-88.03353881835938,-75.5615234375,-78.590087890625,-75.27476501464844,-76.09312438964844,-78.09541320800781,-82.80150604248047,-96.7588882446289,-96.7588882446289,-98.6999740600586,-96.0111083984375,-92.07569885253906,-97.594970703125,-95.50837707519531,-94.838134765625,-91.65831756591797
0,-87.30786895751953,-87.30786895751953,-94.68024444580078,-94.68024444580078,-97.17823791503906,-99.56376647949219,-99.56376647949219,-99.47288513183594,-98.61177062988281,-98.61177062988281,-100.00263977050781,-98.6047592163086,-100.17182159423828,-100.17182159423828,-98.25277709960938,-100.43359375,-102.82317352294922,-102.82317352294922,-104.6454086303711,-102.841796875,-100.54768371582031,-100.54768371582031,-99.81764221191406,-90.43700408935547,-78.299560546875,-83.55806732177734,-88.20529174804688,-88.60053253173828,-93.38313293457031,-96.48309326171875,-98.79595184326172,-98.79595184326172,-96.50444793701172,-93.21304321289062,-94.30757904052734,-97.96432495117188,-100.1964340209961,-94.95682525634766,-90.5390396118164
0,-99.94000244140625,-99.94000244140625,-99.6875228881836,-99.6875228881836,-97.10912322998047,-98.65506744384766,-98.65506744384766,-96.9220962524414,-99.89836883544922,-99.89836883544922,-98.02910614013672,-99.95672607421875,-101.48432159423828,-101.48432159423828,-100.33219909667969,-101.31450653076172,-103.61988830566406,-103.61988830566406,-103.85533142089844,-102.09932708740234,-102.91316986083984,-102.91316986083984,-98.25172424316406,-94.67012786865234,-84.18854522705078,-88.3005142211914,-100.87947082519531,-99.44056701660156,-102.95028686523438,-104.59477233886719,-101.60055541992188,-101.60055541992188,-102.85919189453125,-101.01998901367188,-100.88760375976562,-98.76899719238281,-102.07970428466797,-103.85839080810547,-99.27641296386719
0,-93.53071594238281,-93.53071594238281,-100.2162857055664,-100.2162857055664,-98.39421081542969,-99.80514526367188,-99.80514526367188,-99.2984390258789,-100.71288299560547,-100.71288299560547,-99.6908950805664,-101.96791076660156,-103.19046783447266,-103.19046783447266,-104.69225311279297,-105.39176940917969,-106.04011535644531,-106.04011535644531,-106.60184478759766,-105.78150939941406,-104.60468292236328,-104.60468292236328,-104.81249237060547,-97.41351318359375,-86.94223022460938,-91.84907531738281,-94.05901336669922,-89.726318359375,-88.2057876586914,-88.4764175415039,-102.50354766845703,-102.50354766845703,-102.95207214355469,-106.5787353515625,-107.258056640625,-104.87931060791016,-104.74237823486328,-103.42041015625,-101.5711669921875
0,-99.04902648925781,-99.04902648925781,-101.49229431152344,-101.49229431152344,-101.81078338623047,-103.37700653076172,-103.37700653076172,-103.9451675415039,-105.3648452758789,-105.3648452758789,-105.78822326660156,-105.84835815429688,-107.10089111328125,-107.10089111328125,-107.66934967041016,-107.3848876953125,-107.87446594238281,-107.87446594238281,-110.81993103027344,-109.28362274169922,-106.05117797851562,-106.05117797851562,-107.17301940917969,-96.69695281982422,-83.38607788085938,-84.93199920654297,-83.20464324951172,-79.24784851074219,-84.9816665649414,-98.173828125,-107.49374389648438,-107.49374389648438,-108.07495880126953,-110.52259063720703,-107.19669342041016,-107.5871353149414,-109.15743255615234,-109.9542007446289,-104.84579467773438
